  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   21:54:50  02/28/2024 cgix     
   6.8503290E-02   5.9512717E-04  -3.3955124E-01  -3.6989978E-01
   7.0190497E-02   7.8011648E-04  -3.2604754E-01  -3.6972228E-01
   7.1860150E-02   8.8476419E-04  -3.0513334E-01  -3.6963677E-01
   7.3511913E-02   7.3083676E-04  -2.7312046E-01  -3.6952764E-01
   7.5143151E-02   8.0158451E-04  -2.3333299E-01  -3.6916077E-01
   7.6752491E-02   6.6091330E-04  -1.9140367E-01  -3.6872202E-01
   7.8391790E-02   2.1965220E-04  -1.5608372E-01  -3.6833423E-01
   8.0052607E-02   7.3339819E-04  -1.2439205E-01  -3.6805147E-01
   8.1796475E-02   1.1384168E-03  -9.7287111E-02  -3.6773613E-01
   8.3627529E-02   1.0148558E-03  -7.0850886E-02  -3.6744860E-01
   8.5550144E-02   7.8126986E-04  -2.6271410E-02  -3.6729804E-01
   8.7530442E-02   9.8161330E-04   1.3309601E-02  -3.6707553E-01
   8.9609765E-02   1.1165809E-03   4.4486716E-02  -3.6679596E-01
   9.1793045E-02   1.0520882E-03   7.5396657E-02  -3.6670169E-01
   9.3991101E-02   1.1687098E-03   1.1189355E-01  -3.6620510E-01
   9.6161693E-02   1.3463332E-03   1.5388754E-01  -3.6616507E-01
   9.8245904E-02   9.3181973E-04   2.0034252E-01  -3.6650115E-01
   1.0037950E-01   1.4486737E-03   2.4439539E-01  -3.6612380E-01
   1.0202843E-01   3.1275370E-03   2.9237559E-01  -3.6588037E-01
   1.0375980E-01   2.5857398E-03   3.1551772E-01  -3.6583465E-01
   1.0557775E-01   2.2991204E-03   3.3815989E-01  -3.6634696E-01
   1.0748660E-01   2.2450099E-03   3.6578044E-01  -3.6644784E-01
   1.0949089E-01   2.4384987E-03   3.9684728E-01  -3.6372861E-01
   1.1159538E-01   1.5520068E-03   5.3467143E-01  -3.6481440E-01
   1.1380511E-01   2.3342709E-03   5.3484643E-01  -3.6504817E-01
   1.1612532E-01   3.1861747E-03   5.2116263E-01  -3.6568859E-01
   1.1856154E-01   2.9553177E-03   5.3287154E-01  -3.6427698E-01
   1.2111958E-01   2.5444857E-03   5.8709896E-01  -3.6467621E-01
   1.2375186E-01   2.1899925E-03   7.3377615E-01  -3.6588126E-01
   1.2537162E-01   3.0658219E-03   7.4076474E-01  -3.6409065E-01
   1.2707236E-01   4.7431998E-03   7.3915988E-01  -3.6380583E-01
   1.2885815E-01   3.5334756E-03   7.4614924E-01  -3.6138925E-01
   1.3073322E-01   2.3661891E-03   8.5079825E-01  -3.6483461E-01
   1.3237515E-01   2.8993906E-03   8.6490798E-01  -3.6387897E-01
   1.3409919E-01   3.2244737E-03   8.7654620E-01  -3.6253679E-01
   1.3590941E-01   3.6061229E-03   8.8484061E-01  -3.6228308E-01
   1.3729432E-01   3.8716961E-03   9.0853995E-01  -3.5485926E-01
   1.3871814E-01   3.0623053E-03   9.5069277E-01  -3.5765192E-01
   1.4021315E-01   1.6127127E-03   9.8682201E-01  -3.5551491E-01
   1.4178289E-01   3.1115124E-03   1.0175520E+00  -3.5757113E-01
   1.4343113E-01   2.1470517E-03   1.0742257E+00  -3.5450435E-01
   1.4516179E-01   2.3115817E-03   1.0932691E+00  -3.5382253E-01
   1.4697897E-01   2.4755110E-03   1.1247337E+00  -3.5355464E-01
   1.4888701E-01   1.8444328E-03   1.1502107E+00  -3.5323632E-01
   1.5089045E-01   1.7789514E-03   1.1739634E+00  -3.5347471E-01
   1.5299408E-01   2.6441510E-03   1.2113725E+00  -3.5334632E-01
   1.5486912E-01   2.4091790E-03   1.2345601E+00  -3.5207185E-01
   1.5683794E-01   3.5289343E-04   1.2599453E+00  -3.5096538E-01
   1.5875165E-01   3.0219350E-03   1.2946726E+00  -3.5012963E-01
   1.6061553E-01   1.6992062E-03   1.3532162E+00  -3.5039669E-01
   1.6231488E-01   2.0979198E-03   1.3945590E+00  -3.5017982E-01
   1.6409919E-01   3.9486941E-03   1.4183121E+00  -3.4881121E-01
   1.6596828E-01   3.1470782E-03   1.4343011E+00  -3.4656125E-01
   1.6779652E-01   9.1655424E-04   1.5116510E+00  -3.4519684E-01
   1.6958663E-01   2.3850740E-03   1.5105008E+00  -3.4411922E-01
   1.7146623E-01   4.6781446E-03   1.5134456E+00  -3.4053817E-01
   1.7333724E-01   2.3476155E-03   1.5302342E+00  -3.4353527E-01
   1.7519812E-01   2.9224767E-03   1.5363418E+00  -3.3887297E-01
   1.7715204E-01   2.1867594E-03   1.5859776E+00  -3.3977649E-01
   1.7889880E-01   1.1089351E-03   1.6328697E+00  -3.4238368E-01
   1.8059723E-01   1.4000810E-03   1.6733881E+00  -3.3913839E-01
   1.8238059E-01   5.5911462E-03   1.7115161E+00  -3.3293721E-01
   1.8425310E-01   1.6991054E-03   1.7365149E+00  -3.3568433E-01
   1.8612874E-01   1.8752743E-03   1.7469879E+00  -3.3513728E-01
   1.8798740E-01   1.6360717E-03   1.7720515E+00  -3.3429021E-01
   1.8963471E-01   2.6434781E-03   1.8055128E+00  -3.3278459E-01
   1.9136436E-01   2.0858196E-03   1.8237388E+00  -3.3088934E-01
   1.9287702E-01   9.4018388E-04   1.8583446E+00  -3.3687878E-01
   1.9613303E-01   1.9397709E-03   1.8935814E+00  -3.3462837E-01
   1.9686417E-01   1.1014064E-03   1.9401660E+00  -3.3113885E-01
   1.9843796E-01   6.0211652E-04   1.9513961E+00  -3.3305848E-01
   2.0017305E-01   5.7635289E-03   1.9673589E+00  -3.3145189E-01
   2.0208599E-01   1.4559936E-03   1.9913082E+00  -3.3092889E-01
   2.0419499E-01   2.6084173E-03   2.0092168E+00  -3.3207926E-01
   2.0532922E-01  -5.7247054E-04   2.0150292E+00  -3.3201694E-01
   2.0777068E-01   8.3276222E-04   2.0555458E+00  -3.3020613E-01
   2.0908369E-01  -2.4523926E-03   2.0798786E+00  -3.4493309E-01
   2.1039277E-01   1.7497996E-03   2.0987968E+00  -3.3333531E-01
   2.1176732E-01   1.5051288E-03   2.1271224E+00  -3.2543793E-01
   2.1472600E-01   4.1289371E-03   2.1619167E+00  -3.2543916E-01
   2.1631721E-01   2.2187536E-03   2.1727061E+00  -3.3091912E-01
   2.1772411E-01   5.7060788E-03   2.1961405E+00  -3.2524693E-01
   2.1920137E-01   3.0393719E-03   2.2134523E+00  -3.2887778E-01
   2.2074296E-01   4.0086051E-03   2.2161136E+00  -3.2769141E-01
   2.2236164E-01   3.0548815E-03   2.2472498E+00  -3.3057112E-01
   2.2406124E-01   2.6916228E-03   2.2668912E+00  -3.3076483E-01
   2.2584583E-01   4.3940693E-03   2.2865286E+00  -3.3165672E-01
   2.2745247E-01   6.7722034E-03   2.3727298E+00  -3.3845940E-01
   2.2913943E-01   4.6459632E-03   2.3708017E+00  -3.2364663E-01
   2.3091076E-01   4.4783317E-03   2.3606744E+00  -3.2693291E-01
   2.3240504E-01   6.1693685E-03   2.3501315E+00  -3.3022869E-01
   2.3397402E-01   2.8364004E-03   2.3572114E+00  -3.2776564E-01
   2.3562147E-01   5.4767951E-03   2.3803668E+00  -3.2730490E-01
   2.3828073E-01  -1.2516015E-03   2.4455571E+00  -3.2834730E-01
   2.3952505E-01   4.9591223E-03   2.4551241E+00  -3.3041689E-01
   2.4220343E-01   1.9716418E-03   2.4866576E+00  -3.3741936E-01
   2.4364388E-01   1.4740406E-03   2.5018499E+00  -3.3533892E-01
   2.4515635E-01   3.2312586E-03   2.5141170E+00  -3.3574909E-01
   2.4674444E-01   8.7255903E-04   2.5299358E+00  -3.3691528E-01
   2.4834794E-01   1.0228108E-03   2.5352066E+00  -3.4174728E-01
   2.4957702E-01  -1.3255377E-03   2.5504286E+00  -3.4255317E-01
   2.5222263E-01  -3.6331115E-04   2.5808289E+00  -3.4303275E-01
   2.5333533E-01   1.3489508E-03   2.5995848E+00  -3.4262863E-01
   2.5555655E-01   6.0465303E-03   2.6123588E+00  -3.4843057E-01
   2.5675112E-01   1.0215841E-03   2.6227250E+00  -3.4819600E-01
   2.5932246E-01   1.6365090E-04   2.6447091E+00  -3.5489124E-01
   2.6070535E-01   3.7352364E-03   2.6529293E+00  -3.5162824E-01
   2.6215738E-01   3.0510046E-04   2.6645064E+00  -3.5710129E-01
   2.6368201E-01  -3.6839254E-03   2.6751437E+00  -3.5659224E-01
   2.6508218E-01  -2.6414101E-03   2.6888962E+00  -3.5406834E-01
   2.6763880E-01  -3.4441995E-03   2.7060962E+00  -3.7013999E-01
   2.6901376E-01   5.5297851E-03   2.7111733E+00  -3.6682355E-01
   2.7045748E-01   1.1730664E-04   2.7234130E+00  -3.6727750E-01
   2.7282491E-01  -2.3116001E-03   2.7465041E+00  -3.7627417E-01
   2.7399051E-01  -2.8179667E-04   2.7565398E+00  -3.7564459E-01
   2.7649942E-01  -4.7077265E-05   2.7700748E+00  -3.7933180E-01
   2.7784872E-01  -2.0106777E-03   2.7757277E+00  -3.8129878E-01
   2.7926552E-01  -1.1078700E-03   2.7854083E+00  -3.8291076E-01
   2.8075314E-01   1.6793826E-03   2.7901094E+00  -3.8522211E-01
   2.8231511E-01   1.4954276E-03   2.7994912E+00  -3.8816854E-01
   2.8395522E-01  -8.5017184E-04   2.8043005E+00  -3.9008272E-01
   2.8591570E-01   7.7204098E-04   2.8348954E+00  -3.9298624E-01
   2.8748798E-01  -2.8544723E-03   2.8335483E+00  -3.9817300E-01
   2.8922144E-01   5.5235540E-03   2.8317022E+00  -4.0280810E-01
   2.9113257E-01   3.3624428E-03   2.8554609E+00  -3.9953512E-01
   2.9323956E-01   8.3750486E-04   2.8582377E+00  -4.0501001E-01
   2.9437274E-01  -3.1639901E-03   2.8690920E+00  -4.0718797E-01
   2.9681185E-01  -1.6095082E-03   2.8734651E+00  -4.1027775E-01
   2.9812363E-01   3.7179890E-04   2.8788321E+00  -4.1350165E-01
   2.9950100E-01   4.9862883E-04   2.8861551E+00  -4.1523162E-01
   3.0094722E-01   5.2192662E-04   2.8920631E+00  -4.1864958E-01
   3.0406025E-01   3.4343572E-03   2.9029140E+00  -4.2483798E-01
   3.0525982E-01  -4.4305483E-04   2.9112172E+00  -4.2685273E-01
   3.0644280E-01   6.7374989E-04   2.9148614E+00  -4.3047515E-01
   3.0886132E-01   3.2721236E-03   2.9244719E+00  -4.3335527E-01
   3.1013292E-01   2.1640435E-03   2.9254029E+00  -4.3475199E-01
   3.1146812E-01   2.4099515E-03   2.9308574E+00  -4.3866965E-01
   3.1287006E-01  -1.1171603E-03   2.9292796E+00  -4.4139075E-01
   3.1588775E-01   1.2477078E-03   2.9322305E+00  -4.4569972E-01
   3.1703612E-01  -3.9065184E-04   2.9411385E+00  -4.4787422E-01
   3.1819731E-01   4.9663340E-03   2.9460561E+00  -4.4765478E-01
   3.2040516E-01   2.9397914E-03   2.9494536E+00  -4.4738275E-01
   3.2185715E-01   7.7478959E-05   2.9529364E+00  -4.5338711E-01
   3.2345796E-01   6.3739694E-04   2.9427299E+00  -4.5345718E-01
   3.2522285E-01   2.2949821E-03   2.9507842E+00  -4.4670117E-01
   3.2716867E-01  -7.0848322E-04   2.9590716E+00  -4.4808608E-01
   3.2931390E-01   2.6555969E-03   2.9649007E+00  -4.6043137E-01
   3.3046764E-01   1.0121100E-03   2.9616659E+00  -4.6277797E-01
   3.3295101E-01   1.6676646E-03   2.9570463E+00  -4.6821433E-01
   3.3399424E-01  -2.5333837E-03   2.9588530E+00  -4.7000930E-01
   3.3604899E-01   1.1783601E-03   2.9564128E+00  -4.7281164E-01
   3.3714980E-01  -1.0325720E-04   2.9547143E+00  -4.7461063E-01
   3.3951926E-01   1.6246665E-04   2.9565618E+00  -4.7794262E-01
   3.4079358E-01  -1.8040430E-03   2.9617147E+00  -4.8320192E-01
   3.4213161E-01   2.2914726E-03   2.9542320E+00  -4.8212016E-01
   3.4428608E-01  -3.0080019E-04   2.9579401E+00  -4.8903754E-01
   3.4579307E-01  -2.3266461E-03   2.9435327E+00  -4.7502077E-01
   3.4745452E-01   2.0966856E-03   2.9358361E+00  -4.7518235E-01
   3.4928626E-01   1.4685332E-03   2.9403365E+00  -4.8762375E-01
   3.5130572E-01   4.5729196E-04   2.9337323E+00  -4.8949152E-01
   3.5353222E-01   1.6855033E-03   2.9364958E+00  -4.9023518E-01
   3.5472965E-01   3.7521706E-03   2.9198997E+00  -4.9498740E-01
   3.5598692E-01   1.0100482E-03   2.9130058E+00  -4.9927431E-01
   3.5810933E-01  -5.8752135E-03   2.9163408E+00  -5.0574714E-01
   3.5968965E-01  -3.4812747E-03   2.9373081E+00  -5.0368232E-01
   3.6155912E-01  -1.8866645E-03   2.8800704E+00  -5.0858128E-01
   3.6316362E-01   1.8047447E-03   2.8521020E+00  -5.1224071E-01
   3.6502045E-01   1.6605682E-03   2.8505058E+00  -5.1819289E-01
   3.6641824E-01  -1.4735685E-03   2.8560240E+00  -5.2154213E-01
   3.6878809E-01   1.5164905E-03   2.8500359E+00  -5.2441388E-01
   3.6965099E-01  -8.5165614E-04   2.8614428E+00  -5.2182829E-01
   3.7137190E-01   3.9677601E-03   2.8408844E+00  -5.3453541E-01
   3.7308758E-01  -1.0328130E-03   2.8212247E+00  -5.3083849E-01
   3.7479919E-01  -2.0469525E-03   2.7947748E+00  -5.3624922E-01
   3.7735838E-01   1.8831919E-03   2.7651324E+00  -5.4244202E-01
   3.7906063E-01  -9.5140724E-04   2.7619889E+00  -5.4991394E-01
   3.8075987E-01   2.2102976E-03   2.7540174E+00  -5.5332798E-01
   3.8245633E-01  -3.2425029E-03   2.7282138E+00  -5.8342630E-01
   3.8415042E-01  -2.2350082E-03   2.7170143E+00  -5.6000173E-01
   3.8584241E-01   5.6622815E-03   2.6911769E+00  -5.6079036E-01
   3.8753244E-01  -1.9933430E-03   2.6936247E+00  -5.7551843E-01
   3.8922128E-01   1.2718805E-03   2.7040551E+00  -5.7381350E-01
   3.9090997E-01  -2.6665805E-03   2.6620965E+00  -5.6725645E-01
   3.9239091E-01   3.0173496E-03   2.6523266E+00  -5.7604796E-01
   3.9396554E-01  -1.6917193E-03   2.6113148E+00  -5.7614851E-01
   3.9568892E-01   1.0153380E-02   2.6241283E+00  -5.7718652E-01
   3.9757061E-01  -5.8092694E-03   2.6122561E+00  -5.7876867E-01
   3.9924353E-01  -8.4476452E-03   2.5952721E+00  -5.7395715E-01
   4.0118012E-01   1.0304750E-02   2.5203180E+00  -5.7948351E-01
   4.0263796E-01  -4.9245320E-03   2.5215855E+00  -6.0064912E-01
   4.0424523E-01  -2.5241601E-03   2.5096872E+00  -5.5677837E-01
   4.0593016E-01   9.9409707E-03   2.5032442E+00  -5.8983082E-01
   4.0757722E-01  -1.6572261E-02   2.4454398E+00  -5.9719044E-01
   4.0939310E-01  -1.7752863E-03   2.4471107E+00  -5.9929830E-01
   4.1139510E-01  -2.1548128E-04   2.4278178E+00  -6.0322982E-01
   4.1247177E-01  -5.6938622E-03   2.4128366E+00  -6.0251027E-01
   4.1478187E-01  -2.4293112E-03   2.3793423E+00  -6.0508430E-01
   4.1583693E-01  -2.8682395E-03   2.3623307E+00  -6.0206890E-01
   4.1767570E-01   2.1523663E-03   2.3322847E+00  -6.1820495E-01
   4.2002684E-01  -4.5230044E-03   2.2792535E+00  -6.3226932E-01
   4.2156479E-01   8.9985097E-04   2.2823775E+00  -6.0155654E-01
   4.2326036E-01   2.6309362E-03   2.2700961E+00  -6.2293279E-01
   4.2512977E-01  -7.0550879E-03   2.2487001E+00  -6.2771624E-01
   4.2613512E-01   5.9131645E-03   2.2290740E+00  -6.4086902E-01
   4.2825806E-01   3.1885544E-03   2.2059269E+00  -6.3312835E-01
   4.3037474E-01  -1.0008197E-02   2.1526120E+00  -6.3778812E-01
   4.3142787E-01   3.5882643E-03   2.1355240E+00  -6.4191431E-01
   4.3356726E-01   1.2754330E-03   2.1294556E+00  -6.4214540E-01
   4.3570068E-01   3.1385771E-03   2.0691586E+00  -6.5165436E-01
   4.3676519E-01  -5.1471507E-03   2.0522480E+00  -6.5303087E-01
   4.3902570E-01  -3.8648134E-03   2.0225735E+00  -6.5722626E-01
   4.4015297E-01   1.6219927E-03   2.0182836E+00  -6.5392113E-01
   4.4237411E-01  -2.6123121E-03   1.9676192E+00  -6.7087191E-01
   4.4353840E-01  -3.8817162E-03   1.9585366E+00  -6.6803938E-01
   4.4566685E-01  -7.6429164E-03   1.9267603E+00  -6.6745901E-01
   4.4679704E-01  -4.3568620E-03   1.8926191E+00  -6.7247999E-01
   4.4894087E-01   1.1326268E-03   1.8173031E+00  -6.7870039E-01
   4.5105651E-01   6.4791283E-03   1.7854433E+00  -6.8241054E-01
   4.5210320E-01  -9.2014633E-03   1.7851382E+00  -6.8142188E-01
   4.5418790E-01   5.7278606E-03   1.7714489E+00  -6.8738323E-01
   4.5522857E-01   1.1144834E-02   1.7587190E+00  -6.8912089E-01
   4.5731762E-01  -2.0516291E-02   1.7349154E+00  -6.8728542E-01
   4.5943511E-01  -1.0201889E-02   1.6452096E+00  -6.9059068E-01
   4.6051234E-01   9.3596345E-03   1.6315457E+00  -6.9986182E-01
   4.6272796E-01  -8.1062401E-03   1.5997599E+00  -6.9408149E-01
   4.6388155E-01   3.1941002E-03   1.5509489E+00  -7.0038497E-01
   4.6633875E-01  -1.4252164E-02   1.5120791E+00  -6.9679743E-01
   4.6763575E-01   1.9638452E-03   1.4738963E+00  -7.1323025E-01
   4.6893457E-01   6.0119550E-03   1.4549160E+00  -7.2866446E-01
   4.7153980E-01   5.4054460E-03   1.4147401E+00  -7.1420002E-01
   4.7284693E-01  -5.5968817E-03   1.3845453E+00  -7.2002423E-01
   4.7415796E-01  -8.9454995E-03   1.3564153E+00  -7.2698456E-01
   4.7679415E-01  -2.4096104E-03   1.3118274E+00  -7.3321956E-01
   4.7801667E-01   6.5895409E-04   1.2543263E+00  -7.2421873E-01
   4.7925505E-01  -6.9234608E-04   1.2413355E+00  -7.2941148E-01
   4.8153421E-01  -1.1809770E-02   1.1869268E+00  -7.3727471E-01
   4.8342746E-01   5.7002180E-04   1.1529469E+00  -7.5252968E-01
   4.8444566E-01   2.5232614E-03   1.1247247E+00  -7.5599438E-01
   4.8663732E-01   3.6102394E-04   1.0961162E+00  -7.5345695E-01
   4.8781601E-01  -2.1415937E-03   1.0849258E+00  -7.5498950E-01
   4.9035311E-01  -1.1972343E-03   1.0065471E+00  -7.5632340E-01
   4.9158123E-01  -1.2039298E-03   9.6247911E-01  -7.5839019E-01
   4.9351546E-01  -4.2956485E-03   8.9117873E-01  -7.6123184E-01
   4.9540666E-01   2.7347321E-02   8.3947450E-01  -7.6455271E-01
   4.9710214E-01  -3.0424437E-02   8.0119854E-01  -7.7264184E-01
   4.9879906E-01  -1.4921410E-02   7.7456343E-01  -7.7215391E-01
   5.0035167E-01   1.4332897E-02   7.6773751E-01  -7.6475018E-01
   5.0227588E-01  -5.0021298E-02   6.2088895E-01  -7.8213501E-01
   5.0398666E-01   6.3433826E-02   5.7957679E-01  -7.6850015E-01
   5.0527447E-01   6.5893750E-03   6.1795890E-01  -7.7756530E-01
   5.0745785E-01   6.8088421E-03   5.8559364E-01  -7.7820402E-01
   5.0910145E-01   2.6615448E-03   5.7160538E-01  -7.7759773E-01
   5.1091349E-01   1.8109853E-03   5.1945841E-01  -7.8353888E-01
   5.1188803E-01   3.3192869E-04   4.9845865E-01  -7.8281158E-01
   5.1398575E-01   1.8270388E-03   4.1860321E-01  -7.8752255E-01
   5.1629841E-01   5.6179361E-03   3.5431179E-01  -7.8709930E-01
   5.1754224E-01   7.5539337E-03   3.4120554E-01  -7.8863472E-01
   5.1884818E-01   4.4646971E-03   3.0873701E-01  -7.8794241E-01
   5.2021945E-01   4.1872062E-04   2.7252159E-01  -7.9203004E-01
   5.2317113E-01  -5.5573238E-03   2.2006778E-01  -7.9275107E-01
   5.2471399E-01   3.8991924E-03   1.9919205E-01  -7.9568899E-01
   5.2618527E-01   5.8732769E-03   1.6992137E-01  -7.9722923E-01
   5.2759188E-01  -4.8617087E-03   1.1683010E-01  -8.0093801E-01
   5.2892756E-01  -7.3578507E-03   7.7143475E-02  -7.9900479E-01
   5.3147137E-01   5.2289804E-03   3.4979661E-03  -7.9738140E-01
   5.3283942E-01   5.1155137E-03  -2.9231517E-02  -7.9922032E-01
   5.3399152E-01   1.0951056E-02  -5.5009563E-02  -8.0013531E-01
   5.3619504E-01  -2.1250048E-03  -9.4887033E-02  -7.9887927E-01
   5.3836030E-01   2.3467937E-03  -1.3172859E-01  -7.9921722E-01
   5.3936601E-01  -1.5363885E-03  -1.8572438E-01  -8.0027139E-01
   5.4137111E-01   4.1937996E-03  -2.2104986E-01  -7.9929429E-01
   5.4330659E-01   4.6007852E-03  -2.5973326E-01  -7.9393095E-01
   5.4514813E-01   7.3431744E-03  -3.0369455E-01  -7.9767776E-01
   5.4687005E-01   5.3689573E-03  -3.4597889E-01  -7.9630411E-01
   5.4843283E-01   8.6286804E-03  -3.8672119E-01  -7.9636210E-01
   5.4992920E-01   2.2859818E-03  -4.1601089E-01  -7.9269487E-01
   5.5145675E-01   1.5751725E-02  -4.7276279E-01  -7.9636222E-01
   5.5365098E-01  -1.3547756E-02  -5.2972496E-01  -7.9907525E-01
   5.5498040E-01  -2.1519102E-03  -5.1648349E-01  -7.8887904E-01
   5.5712509E-01   1.4210155E-02  -5.6273943E-01  -7.9777104E-01
   5.5830342E-01   9.8332362E-03  -6.0335678E-01  -7.9311985E-01
   5.6030124E-01   1.8472020E-02  -6.6224104E-01  -7.9818594E-01
   5.6180513E-01   2.0359766E-03  -6.8670857E-01  -7.9825157E-01
   5.6346321E-01  -3.1678192E-03  -7.1140319E-01  -7.9225987E-01
   5.6518030E-01  -6.7168386E-03  -7.4146336E-01  -7.9353154E-01
   5.6678814E-01  -3.7067642E-03  -7.8027850E-01  -7.8757006E-01
   5.6910527E-01   1.6441209E-02  -8.5777146E-01  -7.9087871E-01
   5.7069296E-01   1.3209277E-02  -9.0436018E-01  -7.8978121E-01
   5.7238770E-01   1.4709046E-02  -8.9361811E-01  -7.8770524E-01
   5.7425612E-01   1.2990996E-02  -9.5613521E-01  -7.9066873E-01
   5.7521868E-01   2.6547145E-02  -1.0029917E+00  -7.9103267E-01
   5.7698119E-01   9.5465304E-03  -1.0152013E+00  -7.8988993E-01
   5.7934839E-01   3.2935638E-04  -1.0797284E+00  -7.9011542E-01
   5.8084750E-01   3.6625564E-03  -1.1001904E+00  -7.8967112E-01
   5.8233386E-01   6.7908810E-03  -1.1261339E+00  -7.9015762E-01
   5.8459938E-01   8.7875081E-03  -1.2481148E+00  -7.8612411E-01
   5.8615613E-01  -6.1232685E-03  -1.2046449E+00  -7.8763145E-01
   5.8769959E-01   1.9391082E-03  -1.2433145E+00  -7.8071731E-01
   5.8928740E-01   1.0059598E-02  -1.2669778E+00  -7.8585964E-01
   5.9102464E-01   6.0758698E-03  -1.2981290E+00  -7.8693098E-01
   5.9293997E-01   1.7440565E-02  -1.3425287E+00  -7.8079212E-01
   5.9496695E-01   2.9798662E-03  -1.4006732E+00  -7.8087085E-01
   5.9592360E-01   7.5350846E-03  -1.4104986E+00  -7.8001022E-01
   5.9762150E-01   1.2796027E-02  -1.4147743E+00  -7.8186572E-01
   5.9929866E-01   2.1061269E-03  -1.4557514E+00  -7.8160292E-01
   6.0102004E-01   9.2678955E-03  -1.4989140E+00  -7.7954817E-01
   6.0283899E-01   6.3321353E-03  -1.5354465E+00  -7.8042299E-01
   6.0484439E-01   2.3991601E-03  -1.5806522E+00  -7.7911955E-01
   6.0705537E-01   2.5598761E-03  -1.6293544E+00  -7.7725887E-01
   6.0824448E-01   1.6352834E-02  -1.6101035E+00  -7.7632636E-01
   6.1014527E-01   2.0831546E-02  -1.6659697E+00  -7.7667415E-01
   6.1139321E-01   1.3375212E-02  -1.7033615E+00  -7.7591676E-01
   6.1350900E-01  -1.4957058E-03  -1.7741846E+00  -7.7095693E-01
   6.1503482E-01   2.9065483E-03  -1.7864492E+00  -7.6818424E-01
   6.1670226E-01   3.8921307E-03  -1.7743406E+00  -7.6624638E-01
   6.1854017E-01   2.0541511E-02  -1.8036822E+00  -7.6250881E-01
   6.2056643E-01   9.3454253E-03  -1.8247869E+00  -7.5844961E-01
   6.2165618E-01   7.1142428E-03  -1.8590857E+00  -7.5958651E-01
   6.2359554E-01   4.2579016E-03  -1.9027563E+00  -7.5170511E-01
   6.2560284E-01   6.1114230E-03  -1.9251139E+00  -7.5027704E-01
   6.2661541E-01  -1.0237476E-02  -1.9444321E+00  -7.4957538E-01
