  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   01:32:43  03/06/2024 iqiq     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      3.341E+00
   time              pfxob_1         pfyob_1         pfzob_1
   9.1203314E-01   1.8291678E-02  -5.5321660E+00  -5.3216898E-01
   9.1542995E-01   3.0322396E-03  -5.5615306E+00  -5.2765566E-01
   9.1881204E-01  -2.5005955E-02  -5.5472283E+00  -5.1707989E-01
   9.2218471E-01   6.5326118E-03  -5.5421438E+00  -5.1594174E-01
   9.2554682E-01   1.0281226E-02  -5.5623503E+00  -5.0714201E-01
   9.2889816E-01   9.3620438E-03  -5.5984921E+00  -4.9496835E-01
   9.3223834E-01   3.6495135E-03  -5.5115094E+00  -4.7843349E-01
   9.3556333E-01   9.5832348E-03  -5.5976920E+00  -4.9137834E-01
   9.3887848E-01   1.3616113E-02  -5.6451182E+00  -4.8386663E-01
   9.4218546E-01   8.5689249E-03  -5.6189466E+00  -4.7070691E-01
   9.4548380E-01   1.5270059E-03  -5.7497163E+00  -4.8297662E-01
   9.4877565E-01   5.6144171E-03  -5.5388398E+00  -4.6230844E-01
   9.5206016E-01  -1.3164087E-02  -5.6882157E+00  -4.6385336E-01
   9.5532686E-01   1.0281639E-02  -5.6128850E+00  -4.5428166E-01
   9.5856470E-01  -2.3267835E-03  -5.5843406E+00  -4.4654885E-01
   9.6191210E-01   2.1467790E-02  -5.6177096E+00  -4.4147837E-01
   9.6528101E-01   1.6713751E-02  -5.6463795E+00  -4.3367845E-01
   9.6863073E-01   7.4961577E-03  -5.6320496E+00  -4.3117055E-01
   9.7198308E-01   8.4314179E-03  -5.6297474E+00  -4.3327042E-01
   9.7531205E-01   1.3748289E-02  -5.5966964E+00  -4.2525962E-01
   9.7860783E-01   4.9741934E-03  -5.6017666E+00  -4.2399865E-01
   9.8181129E-01   7.4664084E-03  -5.6210485E+00  -4.1425753E-01
   9.8586643E-01   2.2637554E-02  -5.6403537E+00  -4.1217768E-01
   9.8903370E-01   1.2098024E-02  -5.5956974E+00  -4.1046187E-01
   9.9215603E-01   1.1587298E-02  -5.5717349E+00  -4.0169775E-01
   9.9527323E-01   3.1931123E-03  -5.5878587E+00  -3.9874440E-01
   9.9910128E-01   5.8088163E-03  -5.5955272E+00  -3.9527038E-01
   1.0021117E+00   1.3670434E-02  -5.5501647E+00  -3.8392889E-01
   1.0058130E+00   2.3190891E-03  -5.5617270E+00  -3.8943255E-01
   1.0087268E+00   7.3051178E-03  -5.5497351E+00  -3.8379252E-01
   1.0123510E+00   8.7161427E-03  -5.5437427E+00  -3.7971738E-01
   1.0157210E+00   1.2910661E-03  -5.5364404E+00  -3.7600842E-01
   1.0189462E+00   1.0783483E-02  -5.5263462E+00  -3.6509487E-01
   1.0218816E+00   9.8996342E-04  -5.4992008E+00  -3.6749160E-01
   1.0252969E+00   1.2527741E-02  -5.4922833E+00  -3.6036530E-01
   1.0291566E+00   2.2690762E-02  -5.4595108E+00  -3.5042906E-01
   1.0322549E+00   1.0553126E-02  -5.4348216E+00  -3.4434855E-01
   1.0353364E+00   1.1915447E-02  -5.4353232E+00  -3.3996999E-01
