  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   15:14:29  02/29/2024 qiqb     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      4.932E+00
   time              pfxob_1         pfyob_1         pfzob_1
   3.4662814E+00  -5.1305228E-04   4.5824406E-01   6.9873947E-01
   3.4710755E+00  -3.2500847E-04   5.1299071E-01   6.9854873E-01
   3.4761214E+00  -1.5276411E-03   5.6751251E-01   7.0072901E-01
   3.4811368E+00  -1.1464863E-03   5.3599304E-01   6.9990301E-01
   3.4858460E+00  -5.3488684E-04   5.7348305E-01   6.9991583E-01
   3.4908037E+00  -1.3301201E-03   6.0770953E-01   6.9954318E-01
   3.4957330E+00   6.0630955E-05   5.4006916E-01   6.9877160E-01
   3.5006342E+00  -7.2682765E-03   8.6473042E-01   7.0091385E-01
   3.5057778E+00  -1.8638876E-03   6.6757953E-01   6.9974482E-01
   3.5106230E+00  -2.2140536E-03   7.0356965E-01   7.0040208E-01
   3.5154419E+00  -3.6740382E-03   7.0209444E-01   6.9830233E-01
   3.5205007E+00  -2.8046656E-03   7.2924954E-01   6.9984502E-01
   3.5252671E+00  -2.6605478E-03   7.9007113E-01   6.9965130E-01
   3.5302715E+00  -3.2329904E-03   7.6551133E-01   6.9950610E-01
   3.5352488E+00  -2.9125479E-03   8.3779132E-01   6.9960612E-01
   3.5401998E+00  -3.6646151E-03   8.5664749E-01   6.9964856E-01
   3.5451245E+00  -3.6214716E-03   8.5988152E-01   6.9966483E-01
   3.5500238E+00  -3.0785226E-03   8.2332176E-01   6.9917428E-01
   3.5548983E+00  -4.1564344E-03   9.0532476E-01   6.9978559E-01
   3.5600026E+00  -2.3603735E-03   9.4462633E-01   6.9966471E-01
   3.5648272E+00  -4.3175765E-03   9.4126344E-01   6.9963354E-01
   3.5698800E+00  -3.9290809E-03   9.9073815E-01   6.9974047E-01
   3.5746567E+00  -3.7382834E-03   1.0035883E+00   6.9966084E-01
   3.5796602E+00  -3.8910646E-03   9.8361862E-01   6.9921166E-01
   3.5846391E+00  -3.6251065E-03   1.0461738E+00   6.9991952E-01
   3.5895936E+00  -4.2549330E-03   1.0756172E+00   7.0001018E-01
   3.5945244E+00  -1.9253609E-03   1.1273047E+00   6.9992328E-01
   3.5994318E+00  -7.5552119E-03   1.1213304E+00   6.9997752E-01
   3.6043165E+00  -8.0023808E-03   1.1680671E+00   7.0036840E-01
   3.6091785E+00  -3.3415726E-03   1.1993213E+00   7.0073694E-01
   3.6140184E+00  -2.5509342E-03   1.1972499E+00   7.0032865E-01
   3.6190772E+00  -2.3990222E-03   1.2275460E+00   7.0092881E-01
   3.6238730E+00  -1.4220962E-03   1.2450801E+00   7.0020461E-01
   3.6288738E+00  -1.8279818E-03   1.2741132E+00   7.0107192E-01
   3.6338644E+00  -1.3345062E-03   1.3032593E+00   7.0034444E-01
   3.6388326E+00  -1.8837781E-03   1.3527322E+00   7.0032102E-01
   3.6437790E+00  -1.2597085E-03   1.2833149E+00   7.0001727E-01
   3.6487041E+00  -2.6291995E-03   1.2676357E+00   7.0132864E-01
   3.6536076E+00  -1.5110589E-03   1.4144557E+00   7.0105344E-01
   3.6584907E+00  -1.0329046E-03   1.4092460E+00   7.0125169E-01
   3.6633532E+00  -6.5272313E-04   1.4509320E+00   7.0139337E-01
   3.6684258E+00  -5.2887516E-04   1.4655689E+00   7.0144320E-01
   3.6732476E+00  -8.9544215E-04   1.4830092E+00   7.0197362E-01
   3.6782782E+00   1.7950354E-04   1.5072150E+00   7.0188898E-01
   3.6832640E+00  -1.6144438E-03   1.5475820E+00   7.0215857E-01
   3.6880033E+00   4.0737132E-04   1.5506289E+00   7.0085871E-01
   3.6929379E+00   6.6449895E-04   1.5913340E+00   7.0075464E-01
   3.6978762E+00   2.3206514E-04   1.6039281E+00   7.0222169E-01
   3.7028065E+00  -2.3564887E-06   1.6548277E+00   7.0340204E-01
   3.7077174E+00  -1.4265021E-04   1.6643161E+00   7.0538187E-01
   3.7128313E+00   4.6852132E-05   1.6906983E+00   7.0528740E-01
   3.7177038E+00  -4.0474709E-04   1.7594742E+00   7.0221442E-01
   3.7225578E+00  -3.0107324E-03   1.7503589E+00   7.0103043E-01
   3.7276130E+00  -2.2934147E-04   1.7679597E+00   7.0401442E-01
   3.7324302E+00  -2.5738110E-03   1.7822179E+00   6.9373322E-01
   3.7374477E+00   4.2414234E-04   1.8197136E+00   7.0679069E-01
   3.7422295E+00  -1.2190676E-04   1.8401561E+00   7.0680046E-01
   3.7472103E+00   1.1419666E-03   1.8737800E+00   7.0637864E-01
   3.7521615E+00  -1.7773943E-03   1.8775969E+00   7.0657355E-01
   3.7571061E+00   1.2330883E-03   1.9194890E+00   7.0704830E-01
   3.7620327E+00   2.5036174E-04   1.9462512E+00   7.0919991E-01
   3.7669420E+00   7.7347516E-04   1.9619261E+00   7.0901728E-01
   3.7718341E+00  -6.7576568E-04   1.9852051E+00   7.1054077E-01
   3.7769101E+00  -1.2382492E-03   2.0122366E+00   7.0776916E-01
   3.7817678E+00  -3.4108334E-03   2.0394011E+00   7.1266156E-01
   3.7866092E+00  -6.9642410E-04   2.0557413E+00   7.1134031E-01
   3.7916439E+00  -1.2587471E-03   2.1036665E+00   7.1396756E-01
   3.7966609E+00  -9.7511359E-04   2.0450139E+00   7.1346021E-01
   3.8014531E+00  -1.1712334E-03   2.1464491E+00   7.1248269E-01
   3.8064370E+00  -1.4859341E-03   2.1472425E+00   7.1323329E-01
   3.8114045E+00  -1.6566641E-03   2.1720471E+00   7.1607083E-01
   3.8163555E+00  -1.6609092E-03   2.1995833E+00   7.1587056E-01
   3.8212905E+00  -1.6623306E-03   2.2389510E+00   7.1466100E-01
   3.8262093E+00  -2.1295606E-03   2.2472415E+00   7.1360862E-01
   3.8311126E+00  -2.7301137E-03   2.2705193E+00   7.1424335E-01
   3.8360004E+00  -3.7485389E-03   2.2708592E+00   7.1690279E-01
   3.8408732E+00   1.4780101E-04   2.3238683E+00   7.1324694E-01
   3.8459225E+00  -2.2342596E-03   2.3559942E+00   7.1037859E-01
   3.8507540E+00   5.1491545E-03   2.3554597E+00   7.1303976E-01
   3.8557618E+00  -4.3472573E-03   2.3900733E+00   7.1588147E-01
   3.8605745E+00  -4.4411796E-04   2.4425581E+00   7.0982480E-01
   3.8655519E+00  -4.8551587E-03   2.4437437E+00   7.2446394E-01
   3.8704934E+00  -2.1953681E-03   2.4627025E+00   7.1613526E-01
   3.8754618E+00  -4.9657803E-03   2.4922307E+00   7.1322066E-01
   3.8804152E+00  -5.1001069E-04   2.5100362E+00   7.0958054E-01
   3.8853438E+00  -2.1886313E-03   2.5407887E+00   7.1309590E-01
   3.8902686E+00  -1.4131101E-03   2.5631092E+00   7.1322852E-01
   3.8951790E+00  -8.4911492E-03   2.5902245E+00   7.1375364E-01
   3.9000754E+00  -5.8088941E-03   2.6150138E+00   7.1283931E-01
   3.9049580E+00  -1.0635951E-03   2.6449516E+00   7.1231180E-01
   3.9100218E+00  -2.6686550E-03   2.6558182E+00   7.1198922E-01
   3.9148769E+00  -2.6447715E-03   2.6961772E+00   7.1145934E-01
   3.9199121E+00  -3.1859842E-03   2.7203615E+00   7.1142888E-01
   3.9247403E+00  -1.5911567E-03   2.7234147E+00   7.1080995E-01
   3.9297483E+00  -1.6046138E-03   2.7468531E+00   7.1032619E-01
   3.9345503E+00  -1.6028860E-03   2.7696238E+00   7.1073419E-01
   3.9395313E+00  -1.0042426E-03   2.7936778E+00   7.0827401E-01
   3.9444990E+00  -1.2951612E-03   2.8152640E+00   7.0671356E-01
   3.9494433E+00  -1.1167709E-03   2.8349359E+00   7.0817208E-01
   3.9543846E+00  -3.2943522E-04   2.8518107E+00   7.0303214E-01
   3.9593129E+00  -2.2241035E-03   2.8708310E+00   7.0490068E-01
   3.9642286E+00  -7.9015142E-04   2.9043875E+00   7.0557237E-01
   3.9691219E+00  -3.2195665E-03   2.9206822E+00   7.0396149E-01
   3.9740129E+00  -1.3073967E-03   2.9481535E+00   7.0306444E-01
   3.9790788E+00   1.0559352E-03   2.9667332E+00   7.0020038E-01
   3.9839447E+00  -7.4562081E-04   2.9824765E+00   7.0274228E-01
   3.9887986E+00  -1.7394664E-03   3.0002923E+00   7.0362878E-01
   3.9938076E+00   7.0778176E-04   3.0353551E+00   7.0117587E-01
   3.9987943E+00   1.7394088E-04   3.0396738E+00   6.9929552E-01
   4.0036125E+00   9.0331712E-04   3.0611060E+00   6.9707578E-01
   4.0086045E+00   1.3039308E-03   3.0829959E+00   6.9641650E-01
   4.0135837E+00   2.5658470E-03   3.0985508E+00   6.9465768E-01
   4.0183678E+00   2.6698987E-04   3.0993092E+00   6.9435847E-01
   4.0233240E+00   8.6868647E-04   3.1376762E+00   6.9263291E-01
   4.0282688E+00   6.9309981E-04   3.1535687E+00   6.9053507E-01
   4.0332017E+00   2.8620721E-03   3.1764021E+00   6.8877041E-01
   4.0382733E+00   1.8152810E-03   3.1932018E+00   6.8682420E-01
   4.0429850E+00   3.4126595E-03   3.2137411E+00   6.8092120E-01
   4.0481648E+00   2.7694516E-03   3.2277877E+00   6.9028527E-01
   4.0533080E+00   5.9271608E-03   3.2498982E+00   6.6716510E-01
   4.0578227E+00   3.7297290E-03   3.2609239E+00   6.7043769E-01
   4.0623169E+00  -1.9975433E-03   3.2565398E+00   7.4766117E-01
   4.0677800E+00   2.6673176E-03   3.2591305E+00   6.6635263E-01
   4.0726366E+00   1.1072380E-02   3.3120699E+00   6.7023587E-01
   4.0782590E+00  -3.4064613E-03   3.2840676E+00   6.9720435E-01
   4.0824137E+00   9.5103150E-03   3.3800113E+00   6.6337579E-01
   4.0864835E+00   5.8254395E-03   3.3432326E+00   6.6798961E-01
   4.0931802E+00   2.0679550E-03   3.3503942E+00   6.6817594E-01
   4.0982537E+00   9.3352664E-03   3.3636096E+00   6.7086256E-01
   4.1018867E+00   1.5739414E-03   3.3679509E+00   6.9931871E-01
   4.1073613E+00   4.2845691E-03   3.3901968E+00   6.7012239E-01
   4.1128726E+00   5.2288347E-03   3.3766694E+00   6.6315967E-01
   4.1163864E+00   8.0438145E-03   3.3676262E+00   6.5868574E-01
   4.1219573E+00   2.3622636E-03   3.4358664E+00   6.7179823E-01
   4.1279230E+00   6.7640962E-03   3.4046822E+00   6.6795039E-01
   4.1315207E+00   9.7360602E-03   3.4181828E+00   6.6515505E-01
   4.1362071E+00   6.5608583E-03   3.4262013E+00   6.6065264E-01
   4.1416321E+00   7.3634312E-03   3.4114211E+00   6.5918940E-01
   4.1457157E+00   2.1181146E-03   3.4129882E+00   6.5685105E-01
   4.1519933E+00   6.6127637E-03   3.3748250E+00   6.4988506E-01
   4.1558146E+00   9.6718799E-03   3.3972933E+00   6.5110821E-01
   4.1620669E+00   9.2223277E-03   3.4403865E+00   6.5320987E-01
   4.1666188E+00   1.0250254E-03   3.4422972E+00   6.5178877E-01
   4.1710100E+00   8.0153039E-03   3.3716447E+00   6.5483201E-01
   4.1766872E+00   4.2340988E-03   3.4172230E+00   6.5433067E-01
   4.1807961E+00   6.4438423E-03   3.4341645E+00   6.5253073E-01
   4.1864862E+00   1.1997881E-02   3.3570261E+00   6.2602770E-01
   4.1919751E+00   6.0371896E-03   3.3951476E+00   6.3062823E-01
   4.1959057E+00   3.9179004E-03   3.4504695E+00   6.6052186E-01
   4.2000270E+00   5.4319166E-03   3.2921646E+00   6.3538671E-01
   4.2065191E+00   8.2393037E-03   3.3880644E+00   6.3626248E-01
   4.2103820E+00   1.1675338E-03   3.4118161E+00   6.3548249E-01
   4.2165499E+00   6.3853441E-03   3.3725331E+00   6.3393450E-01
   4.2207804E+00   8.0833742E-03   3.3479867E+00   6.3397908E-01
   4.2250209E+00   8.9999102E-03   3.3221786E+00   6.3378388E-01
   4.2312708E+00   7.3173638E-03   3.3160932E+00   6.3323468E-01
   4.2354655E+00   8.8666743E-03   3.3122618E+00   6.3286668E-01
   4.2396445E+00   4.5957337E-03   3.3124220E+00   6.3228589E-01
   4.2453899E+00   5.9233303E-03   3.2905397E+00   6.3022608E-01
   4.2493825E+00   9.3700755E-03   3.2748401E+00   6.2881118E-01
   4.2555251E+00   8.5235843E-03   3.2431705E+00   6.2633371E-01
   4.2595696E+00   8.4572779E-03   3.2303252E+00   6.2435257E-01
   4.2655716E+00   8.3582802E-03   3.2187307E+00   6.2207633E-01
   4.2695360E+00   7.0755235E-03   3.1975312E+00   6.1986160E-01
   4.2749629E+00   3.0368059E-03   3.1621346E+00   6.1804104E-01
   4.2798882E+00   4.7622356E-03   3.1541080E+00   6.1660230E-01
   4.2855263E+00   5.8879498E-03   3.1279652E+00   6.1597282E-01
   4.2893834E+00   6.4622550E-03   3.1025543E+00   6.1618477E-01
   4.2951503E+00   6.6397344E-03   3.0651307E+00   6.1535829E-01
   4.2989783E+00   4.0258504E-03   3.0526576E+00   6.1338496E-01
   4.3046985E+00   6.3895257E-03   3.0319943E+00   6.1400878E-01
   4.3084960E+00   8.5908752E-03   3.0179262E+00   6.1364454E-01
   4.3141704E+00   7.5279889E-03   2.9625580E+00   6.1141717E-01
   4.3198204E+00   5.8307382E-03   2.9208333E+00   6.0957581E-01
   4.3247285E+00   4.8201596E-03   2.9050364E+00   6.0784376E-01
   4.3298659E+00   5.0078202E-03   2.8673718E+00   6.0623372E-01
   4.3335924E+00   8.0622602E-03   2.8412666E+00   6.0554188E-01
   4.3391685E+00   8.6962553E-03   2.8176801E+00   6.0488057E-01
   4.3446622E+00   1.7612545E-03   2.7704518E+00   6.0228878E-01
   4.3482866E+00   8.4513910E-03   2.7517364E+00   6.0138059E-01
   4.3538275E+00   4.0311585E-03   2.7058995E+00   6.0020536E-01
   4.3593612E+00   5.4069948E-03   2.6331964E+00   5.9934098E-01
   4.3630576E+00   6.8596676E-03   2.6201479E+00   5.9897071E-01
   4.3681145E+00   7.0234640E-03   2.6087074E+00   5.9834176E-01
   4.3734779E+00   3.5570797E-03   2.5610547E+00   5.9861642E-01
   4.3789082E+00   3.2561442E-03   2.4680452E+00   5.9586567E-01
   4.3825154E+00   4.3259822E-03   2.4514074E+00   5.9662509E-01
   4.3879256E+00   4.2265072E-03   2.4280846E+00   5.9547848E-01
   4.3932209E+00   5.9285294E-03   2.3806067E+00   5.9369832E-01
   4.3985839E+00   2.1210369E-03   2.3323598E+00   5.9252542E-01
   4.4037385E+00   3.4370294E-03   2.2438614E+00   5.9130698E-01
   4.4072447E+00   3.3332384E-03   2.2222102E+00   5.9000134E-01
   4.4126019E+00   4.0969704E-03   2.1892002E+00   5.8755225E-01
   4.4179897E+00   2.2664247E-03   2.1594629E+00   5.9014195E-01
   4.4228926E+00   1.6196127E-03   2.1111672E+00   5.8888048E-01
   4.4274850E+00   3.8862617E-03   2.0386989E+00   5.8816165E-01
   4.4320135E+00   3.3518716E-03   1.9782577E+00   5.8789462E-01
   4.4377341E+00  -2.0916210E-03   1.9279680E+00   5.8677405E-01
   4.4420652E+00   5.6809792E-03   1.9041455E+00   5.8800048E-01
   4.4475417E+00   3.7434874E-03   1.8252690E+00   5.8655351E-01
   4.4523602E+00   8.6507220E-03   1.7770764E+00   5.8539522E-01
   4.4577250E+00   4.5035136E-04   1.7305712E+00   5.8410954E-01
   4.4625559E+00   1.4682494E-03   1.6770363E+00   5.8307093E-01
   4.4669824E+00   3.7928303E-03   1.6057366E+00   5.8137476E-01
   4.4718232E+00  -2.7171921E-04   1.5398456E+00   5.7973051E-01
   4.4774046E+00  -8.2310019E-03   1.5036764E+00   5.7796359E-01
   4.4819832E+00   7.3910976E-04   1.4454373E+00   5.7795715E-01
   4.4869571E+00  -2.4701299E-03   1.3804889E+00   5.7635391E-01
   4.4913015E+00  -3.2936726E-03   1.3260248E+00   5.7587993E-01
   4.4968877E+00  -1.3863324E-03   1.2625763E+00   5.7479674E-01
   4.5014729E+00  -1.3501167E-03   1.1975180E+00   5.7408553E-01
   4.5062866E+00  -2.3922739E-03   1.1451647E+00   5.7368833E-01
   4.5113797E+00  -5.1633171E-03   1.0891150E+00   5.7281727E-01
   4.5166769E+00  -4.0566861E-03   1.0429726E+00   5.7294804E-01
   4.5219731E+00  -8.8694254E-03   9.6555978E-01   5.7094389E-01
   4.5258760E+00   1.9287328E-03   8.6992157E-01   5.7103151E-01
   4.5314374E+00  -3.3849657E-03   8.3786297E-01   5.7107407E-01
   4.5355506E+00  -6.7360904E-03   8.2208055E-01   5.6927997E-01
   4.5410919E+00  -2.3010146E-04   7.1503282E-01   5.6342363E-01
   4.5466070E+00  -8.8253757E-03   6.2114495E-01   5.6711704E-01
   4.5507412E+00  -5.4762089E-03   6.0454106E-01   5.6750906E-01
   4.5561123E+00  -5.7085636E-03   5.7099622E-01   5.6801218E-01
   4.5607786E+00  -4.3153493E-03   5.1167160E-01   5.6763619E-01
   4.5659628E+00  -4.1738525E-03   4.1784596E-01   5.6320792E-01
   4.5703216E+00  -4.6448139E-03   2.8901365E-01   5.6727636E-01
   4.5756192E+00  -7.6393713E-03   2.9961970E-01   5.6735510E-01
   4.5803289E+00  -1.2411743E-02   2.5764465E-01   5.6773388E-01
   4.5857816E+00  -4.3860851E-03   2.1301934E-01   5.6695712E-01
   4.5898685E+00  -1.0372744E-02   1.3253121E-01   5.6668383E-01
   4.5961633E+00  -6.4748605E-03   4.6492677E-02   5.6550586E-01
   4.6003885E+00  -5.4522413E-03   1.3576728E-02   5.6504631E-01
   4.6046381E+00  -1.2098705E-02  -3.3809394E-02   5.6473410E-01
   4.6110635E+00  -6.3093607E-03  -9.2182986E-02   5.6389326E-01
   4.6153779E+00  -1.0729917E-02  -1.4893359E-01   5.6338894E-01
   4.6197205E+00  -7.2834841E-03  -3.5027602E-01   5.6360257E-01
   4.6240349E+00  -1.0975496E-02  -3.0674654E-01   5.6253874E-01
   4.6300144E+00  -6.8089436E-03  -2.5265640E-01   5.6187105E-01
   4.6355162E+00  -1.0131997E-02  -3.2240251E-01   5.6076151E-01
   4.6389852E+00  -7.3983767E-03  -4.2131662E-01   5.6042498E-01
   4.6438713E+00  -7.6315105E-03  -5.1163507E-01   5.5969894E-01
   4.6497626E+00  -8.0744103E-03  -5.6081867E-01   5.5877215E-01
   4.6551032E+00  -7.7103195E-03  -6.0703617E-01   5.5775756E-01
   4.6599646E+00  -9.6636293E-03  -6.8814474E-01   5.5698341E-01
   4.6649213E+00  -8.5601415E-03  -7.4074227E-01   5.5623329E-01
   4.6693277E+00  -8.6318264E-03  -7.7482706E-01   5.5558938E-01
   4.6744285E+00  -1.0014039E-02  -8.2097423E-01   5.5518490E-01
   4.6782684E+00  -9.3850596E-03  -8.6920756E-01   5.5447936E-01
   4.6846061E+00  -1.2113515E-02  -9.4384241E-01   5.5387217E-01
   4.6885314E+00  -6.9491188E-03  -9.9015403E-01   5.5348110E-01
   4.6938729E+00  -1.1043155E-02  -1.0348995E+00   5.5315006E-01
   4.6987014E+00  -1.2611186E-02  -1.0844640E+00   5.5382729E-01
   4.7031107E+00  -6.3762660E-03  -1.1216024E+00   5.5283076E-01
   4.7084498E+00  -8.7049836E-03  -1.1832782E+00   5.5650431E-01
   4.7135239E+00  -9.3308529E-03  -1.2466787E+00   5.5438387E-01
   4.7179523E+00  -9.6733682E-03  -1.2946763E+00   5.5438066E-01
   4.7238760E+00  -1.1164048E-02  -1.3365448E+00   5.5519146E-01
   4.7278552E+00  -1.1136166E-02  -1.3705343E+00   5.5584550E-01
   4.7339272E+00  -1.2291074E-02  -1.4584650E+00   5.5548072E-01
   4.7386441E+00  -8.6066099E-03  -1.4875611E+00   5.5575657E-01
   4.7434964E+00  -1.9591218E-02  -1.5202777E+00   5.5563891E-01
   4.7483511E+00  -8.5772099E-03  -1.5471355E+00   5.5592966E-01
   4.7527113E+00  -1.4758501E-02  -1.5983419E+00   5.5712491E-01
   4.7576847E+00  -1.3208768E-02  -1.6480017E+00   5.5690295E-01
   4.7637296E+00  -7.1589975E-03  -1.6990733E+00   5.5773252E-01
   4.7671871E+00  -1.2870274E-02  -1.7260013E+00   5.5870843E-01
   4.7723880E+00  -1.2074558E-02  -1.7602949E+00   5.5930352E-01
   4.7780933E+00  -1.1578339E-02  -1.8096535E+00   5.5970687E-01
   4.7818875E+00  -1.1039456E-02  -1.8276051E+00   5.5975139E-01
   4.7872128E+00  -1.1967191E-02  -1.8772006E+00   5.6049502E-01
   4.7928710E+00  -1.4213838E-02  -1.9228675E+00   5.6097704E-01
   4.7978587E+00  -1.0764055E-02  -1.9642855E+00   5.6021935E-01
   4.8020506E+00  -1.1761382E-02  -1.9765850E+00   5.6087911E-01
   4.8076043E+00  -1.0523134E-02  -1.9851930E+00   5.6219769E-01
   4.8117285E+00  -7.7469377E-03  -2.0342505E+00   5.6326497E-01
   4.8169537E+00  -1.2481856E-02  -2.0736079E+00   5.6363988E-01
   4.8213964E+00  -1.2799731E-02  -2.1187186E+00   5.6436372E-01
   4.8272338E+00  -1.4896244E-02  -2.1323125E+00   5.6532097E-01
   4.8315043E+00  -1.4282518E-02  -2.1508791E+00   5.6627077E-01
   4.8373060E+00  -3.8785271E-03  -2.1862876E+00   5.6643260E-01
   4.8423014E+00  -1.5206521E-02  -2.2102573E+00   5.6767261E-01
   4.8467546E+00  -8.6986041E-03  -2.2406225E+00   5.6857878E-01
   4.8516212E+00  -9.1978284E-03  -2.2667496E+00   5.6965506E-01
   4.8571634E+00  -6.0385098E-03  -2.2920260E+00   5.7155663E-01
   4.8622236E+00  -7.0760767E-03  -2.3176928E+00   5.7213664E-01
   4.8667231E+00  -9.3347793E-03  -2.3376720E+00   5.7338476E-01
   4.8719311E+00  -9.1717150E-03  -2.3633952E+00   5.7522339E-01
   4.8769760E+00  -6.8783485E-03  -2.3821189E+00   5.7627469E-01
   4.8815508E+00  -7.5630248E-03  -2.4071727E+00   5.7737923E-01
   4.8866692E+00  -7.0505682E-03  -2.4294431E+00   5.7835358E-01
   4.8905225E+00  -7.2892169E-03  -2.4597697E+00   5.8076239E-01
   4.8964486E+00  -7.1385344E-03  -2.4610093E+00   5.8008641E-01
   4.9016962E+00  -8.3697066E-03  -2.4718699E+00   5.8176190E-01
   4.9055238E+00  -7.1455715E-03  -2.4834001E+00   5.8348703E-01
   4.9119163E+00  -8.3837481E-03  -2.5308456E+00   5.8706325E-01
   4.9162374E+00  -8.6348848E-03  -2.5438786E+00   5.8828121E-01
   4.9210014E+00  -7.1842098E-03  -2.5592735E+00   5.8974361E-01
   4.9258204E+00  -6.9972300E-03  -2.5719974E+00   5.9166741E-01
   4.9319720E+00  -7.6214210E-03  -2.5877173E+00   5.9436309E-01
