  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   17:40:50  02/21/2024 ribq     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      3.341E+00
   time              pfxob_1         pfyob_1         pfzob_1
   2.3018265E+00  -6.1089166E-02   2.3805771E+00  -1.0445910E+00
   2.3046951E+00  -5.0706107E-02   2.2439857E+00  -1.0362514E+00
   2.3082411E+00  -4.0478468E-02   2.1017051E+00  -1.0241177E+00
   2.3116851E+00  -5.1836286E-02   2.0192373E+00  -1.0133244E+00
   2.3148685E+00  -1.8173488E-02   1.9811689E+00  -1.0050747E+00
   2.3185420E+00  -7.1862586E-02   1.8150218E+00  -9.9496382E-01
   2.3220270E+00  -9.2838898E-02   1.6133966E+00  -9.9218202E-01
   2.3253286E+00  -4.9900986E-02   1.6416160E+00  -9.7799903E-01
   2.3281124E+00  -1.1253985E-02   1.5617336E+00  -9.7446066E-01
   2.3316107E+00  -5.3959988E-02   1.4297816E+00  -9.5742220E-01
   2.3351278E+00  -1.3332026E-01   1.3433423E+00  -9.5051634E-01
   2.3385653E+00  -6.4547636E-02   1.2247117E+00  -9.4272530E-01
   2.3418787E+00  -8.4513210E-02   1.1308826E+00  -9.2771327E-01
   2.3448656E+00  -1.1678180E-01   1.1001133E+00  -9.1675764E-01
   2.3482730E+00  -6.4961396E-02   9.3487287E-01  -8.9647299E-01
   2.3517716E+00  -6.1210927E-02   8.2501960E-01  -8.9603353E-01
   2.3550863E+00  -8.0291681E-02   7.8337669E-01  -8.8511729E-01
   2.3588417E+00  -3.2153744E-02   7.3192054E-01  -8.8876480E-01
   2.3616490E+00  -7.9699144E-02   6.5305549E-01  -8.7679356E-01
   2.3652489E+00  -4.2004239E-02   5.3856486E-01  -8.5516602E-01
   2.3686643E+00  -7.9760574E-02   4.7400820E-01  -8.4763676E-01
   2.3719471E+00  -5.6455635E-02   4.1112474E-01  -8.4840477E-01
   2.3749979E+00  -5.4809149E-02   3.0671436E-01  -8.1678772E-01
   2.3783669E+00  -7.5735860E-02   2.2206926E-01  -8.2951820E-01
   2.3817770E+00  -9.5496289E-02   1.8635435E-01  -8.0447435E-01
   2.3851151E+00  -4.1223604E-02   9.6304528E-02  -8.0276221E-01
   2.3886964E+00  -7.0936091E-02  -2.0015035E-02  -7.9082078E-01
   2.3922679E+00  -5.4915715E-02  -7.0053421E-02  -7.7906543E-01
   2.3949776E+00  -4.8438121E-02  -1.0312343E-01  -7.7951169E-01
   2.3986936E+00  -7.7555820E-02  -2.3209774E-01  -7.6906705E-01
   2.4017015E+00  -7.6692104E-02  -3.1576613E-01  -7.5090432E-01
   2.4051270E+00  -6.2101670E-02  -3.3977044E-01  -7.4916601E-01
   2.4086096E+00  -6.2248908E-02  -4.0187961E-01  -7.4168611E-01
   2.4120865E+00  -8.5450985E-02  -5.0546992E-01  -7.3550510E-01
   2.4155250E+00  -5.5163678E-02  -6.0563517E-01  -7.2725517E-01
   2.4189420E+00  -3.9360285E-02  -6.2531430E-01  -7.2118837E-01
   2.4223335E+00  -8.5879512E-02  -6.4171368E-01  -7.2684723E-01
   2.4248750E+00  -6.8221129E-02  -7.4920619E-01  -7.2412628E-01
   2.4288664E+00  -6.5834284E-02  -8.4118581E-01  -7.0590645E-01
   2.4320781E+00  -7.1118057E-02  -8.7528938E-01  -6.8809330E-01
   2.4354773E+00  -6.6198029E-02  -9.0851915E-01  -6.7278522E-01
   2.4387977E+00  -6.6834413E-02  -9.4458389E-01  -6.5243244E-01
   2.4422579E+00  -6.7923285E-02  -1.1258121E+00  -6.2440735E-01
   2.4453859E+00  -5.8749974E-02  -1.0780272E+00  -6.1450541E-01
   2.4489293E+00  -6.7439765E-02  -1.1613324E+00  -5.9538573E-01
   2.4522777E+00  -7.9759240E-02  -1.1781528E+00  -5.8915144E-01
   2.4556413E+00  -5.2575991E-02  -1.2745851E+00  -5.6014913E-01
   2.4586780E+00  -7.8204036E-02  -1.3127770E+00  -5.5388719E-01
   2.4619348E+00  -6.5127477E-02  -1.3096534E+00  -5.3179538E-01
   2.4651904E+00  -6.0126718E-02  -1.3604313E+00  -5.1299530E-01
   2.4685638E+00  -1.0275203E-01  -1.4227563E+00  -5.0223565E-01
   2.4720049E+00  -6.5164186E-02  -1.4568933E+00  -4.9470496E-01
   2.4756467E+00  -6.0164835E-02  -1.4823849E+00  -4.9652237E-01
   2.4789312E+00  -6.1691858E-02  -1.5146180E+00  -4.7221449E-01
   2.4821177E+00  -8.5230522E-02  -1.5324825E+00  -4.4815880E-01
   2.4853547E+00  -9.9997275E-02  -1.6023682E+00  -4.6416870E-01
   2.4885833E+00  -5.6304995E-02  -1.5971355E+00  -4.4149494E-01
   2.4917653E+00  -9.6631341E-02  -1.6552627E+00  -4.1839772E-01
   2.4956627E+00  -7.1344852E-02  -1.6908950E+00  -4.0372708E-01
   2.4987426E+00  -7.8333065E-02  -1.7069029E+00  -4.0018865E-01
   2.5021470E+00  -6.2101785E-02  -1.7395186E+00  -3.8981733E-01
   2.5054171E+00  -7.1695678E-02  -1.7620692E+00  -3.8018864E-01
   2.5088265E+00  -8.5478395E-02  -1.7882390E+00  -3.5830528E-01
   2.5121584E+00   1.8216564E-03  -1.7983774E+00  -3.5284811E-01
   2.5154829E+00  -7.9042703E-02  -1.8311492E+00  -3.3113584E-01
   2.5189154E+00  -6.3843653E-02  -1.8120757E+00  -3.1866211E-01
   2.5220065E+00  -1.0352633E-01  -1.8400954E+00  -2.9218483E-01
   2.5257146E+00  -8.7079443E-02  -1.9105206E+00  -2.8158870E-01
   2.5286145E+00  -6.9935523E-02  -1.8556374E+00  -2.7901477E-01
   2.5321195E+00  -8.0999084E-02  -1.9127100E+00  -2.6749301E-01
   2.5356922E+00  -6.8955965E-02  -1.9420452E+00  -2.5755441E-01
   2.5389283E+00  -7.7670313E-02  -1.9423112E+00  -2.4633043E-01
   2.5423212E+00  -7.0274852E-02  -1.8928112E+00  -2.3481232E-01
   2.5453479E+00  -6.8736486E-02  -1.8943224E+00  -2.4260534E-01
   2.5485773E+00  -6.7435324E-02  -1.9974056E+00  -2.1509537E-01
   2.5524392E+00  -6.7322724E-02  -1.9599966E+00  -2.1159127E-01
   2.5556390E+00  -6.4105742E-02  -1.9438987E+00  -2.0884606E-01
   2.5588245E+00  -6.8505690E-02  -1.9373823E+00  -2.0873195E-01
   2.5624394E+00  -5.5651218E-02  -1.9412208E+00  -1.8312813E-01
   2.5655129E+00  -6.8665542E-02  -1.9831253E+00  -1.8686205E-01
   2.5686815E+00  -5.8407962E-02  -1.9940356E+00  -1.6785036E-01
   2.5725205E+00  -7.5364448E-02  -1.9819009E+00  -1.5550730E-01
   2.5757658E+00  -7.5557515E-02  -1.9718667E+00  -1.4641975E-01
   2.5791166E+00  -6.7991391E-02  -1.9782052E+00  -1.3643223E-01
   2.5825729E+00  -4.3857049E-02  -1.9626927E+00  -1.1794436E-01
   2.5854359E+00  -5.4112688E-02  -1.9513535E+00  -1.1401485E-01
   2.5892200E+00  -4.5855179E-02  -1.9367836E+00  -1.0053013E-01
   2.5924139E+00  -4.8971351E-02  -1.9127935E+00  -9.4696678E-02
   2.5959036E+00  -4.5672055E-02  -1.9522777E+00  -8.8617392E-02
   2.5987253E+00  -5.2689776E-02  -1.9140958E+00  -7.7487230E-02
   2.6023228E+00  -1.0714189E-01  -1.8934658E+00  -6.9188908E-02
   2.6056020E+00  -3.9424766E-02  -1.9260131E+00  -5.8169421E-02
   2.6091986E+00  -5.3009294E-02  -1.8537114E+00  -3.7155807E-02
   2.6121438E+00  -5.5278990E-02  -1.8449675E+00  -2.7725298E-02
   2.6153488E+00  -4.3793563E-02  -1.8716276E+00  -1.9106954E-02
   2.6191971E+00  -4.8679188E-02  -1.8831027E+00  -1.4307211E-02
   2.6221280E+00  -2.6162615E-02  -1.8845282E+00  -2.8098489E-03
   2.6253536E+00  -3.5517383E-02  -1.8371592E+00   4.4730864E-03
   2.6291020E+00  -4.2407013E-02  -1.8415064E+00   1.9445997E-02
   2.6319659E+00  -1.9324876E-02  -1.7936136E+00   2.6287872E-02
   2.6357336E+00  -2.3560517E-02  -1.8016440E+00   3.6602087E-02
   2.6394465E+00  -5.2743714E-02  -1.7689278E+00   4.3361899E-02
   2.6421802E+00  -4.0837824E-02  -1.8069735E+00   5.0626375E-02
   2.6457155E+00  -5.7508025E-02  -1.7725687E+00   5.3606648E-02
   2.6492777E+00  -5.6661282E-02  -1.7490214E+00   7.1442246E-02
   2.6528182E+00  -9.5112631E-03  -1.7200533E+00   7.5345390E-02
   2.6554508E+00  -6.1177894E-02  -1.6857178E+00   8.1130989E-02
   2.6587622E+00  -6.2507965E-02  -1.6638631E+00   9.0464398E-02
   2.6623409E+00  -4.2034194E-02  -1.6312875E+00   9.3337826E-02
   2.6656184E+00  -5.0113130E-02  -1.6574143E+00   9.8613940E-02
   2.6689208E+00  -5.0764840E-02  -1.6147428E+00   1.1808628E-01
   2.6723523E+00  -9.0750866E-02  -1.6030337E+00   1.1241909E-01
   2.6759222E+00  -5.6891907E-02  -1.5500146E+00   1.3990395E-01
   2.6790979E+00  -4.8104316E-02  -1.5017073E+00   1.2968077E-01
   2.6823523E+00   1.1659664E-02  -1.4643273E+00   1.2390575E-01
   2.6861429E+00  -5.6928527E-02  -1.5045763E+00   1.4539884E-01
   2.6889665E+00  -2.8994270E-02  -1.4945011E+00   1.5527217E-01
   2.6923983E+00  -4.0490884E-02  -1.4666039E+00   1.6201428E-01
   2.6959479E+00  -1.9481020E-02  -1.4506446E+00   1.7701723E-01
   2.6993721E+00   5.6612738E-03  -1.4540865E+00   1.7148456E-01
   2.7027225E+00  -7.0964262E-02  -1.3968861E+00   1.8934669E-01
   2.7060208E+00  -4.6722759E-02  -1.3474227E+00   2.0160940E-01
   2.7090712E+00  -3.8667522E-02  -1.3408587E+00   2.0667744E-01
   2.7124255E+00  -3.2259051E-02  -1.3500025E+00   2.0406686E-01
   2.7161286E+00  -7.9959147E-03  -1.2905992E+00   2.1377483E-01
   2.7191255E+00  -3.8337734E-02  -1.2917329E+00   2.2475393E-01
   2.7230375E+00  -3.6533769E-02  -1.2276121E+00   2.3864105E-01
   2.7258976E+00  -1.0302037E-02  -1.2101142E+00   2.4094154E-01
   2.7296376E+00  -3.7128046E-02  -1.2009218E+00   2.4657898E-01
   2.7325008E+00  -2.8700929E-02  -1.1463399E+00   2.4762271E-01
   2.7363799E+00  -3.0259753E-02  -1.1421683E+00   2.5468209E-01
   2.7394369E+00  -3.4941617E-02  -1.0926998E+00   2.6633152E-01
   2.7426298E+00  -3.0948512E-02  -1.0839887E+00   2.7035433E-01
   2.7456999E+00  -3.3977900E-02  -1.0511620E+00   2.7876258E-01
   2.7492177E+00  -2.2516655E-02  -1.0057819E+00   2.7873698E-01
   2.7527618E+00  -3.3841215E-02  -9.6401894E-01   2.8587282E-01
   2.7561858E+00  -2.0162286E-02  -9.5619768E-01   2.9348966E-01
   2.7597978E+00  -3.5555091E-02  -9.3887031E-01   2.9853818E-01
   2.7629635E+00  -3.4953035E-02  -8.9211732E-01   3.0122629E-01
   2.7663064E+00  -3.0110084E-02  -8.4856379E-01   3.0583355E-01
   2.7695816E+00  -3.5728198E-02  -8.3000153E-01   3.1064734E-01
   2.7727859E+00  -3.1267803E-02  -8.1298029E-01   3.1775895E-01
   2.7759159E+00  -2.7742434E-02  -7.9552007E-01   3.2136622E-01
   2.7789774E+00  -3.7896469E-02  -7.7123618E-01   3.2135981E-01
   2.7829390E+00  -3.1188628E-02  -7.4169749E-01   3.2983345E-01
   2.7859237E+00  -3.4594666E-02  -7.1933758E-01   3.3509549E-01
   2.7898669E+00  -2.8078044E-02  -6.9309050E-01   3.3464748E-01
   2.7929261E+00  -3.1847678E-02  -6.6107637E-01   3.3949593E-01
   2.7960646E+00  -2.8689198E-02  -6.4635766E-01   3.3995232E-01
   2.7993414E+00  -3.6702923E-02  -6.1846083E-01   3.4693345E-01
   2.8025532E+00  -2.3837369E-02  -5.8948410E-01   3.5064030E-01
   2.8056533E+00  -4.4537555E-02  -5.5232018E-01   3.5180959E-01
   2.8095803E+00  -3.6535978E-02  -4.7590199E-01   3.5491034E-01
   2.8127091E+00  -3.4867741E-02  -4.6868813E-01   3.5363728E-01
   2.8159530E+00  -2.7325220E-02  -4.5992517E-01   3.5647684E-01
   2.8191385E+00  -3.0087506E-02  -4.3709823E-01   3.5977516E-01
   2.8232641E+00  -3.2158885E-02  -3.5159549E-01   3.6010984E-01
   2.8262722E+00  -2.6167572E-02  -3.1633449E-01   3.6142370E-01
   2.8292141E+00  -3.6079910E-02  -3.0602887E-01   3.6433247E-01
   2.8330324E+00  -2.6340552E-02  -3.0476484E-01   3.7012592E-01
   2.8358042E+00  -3.1527985E-02  -2.6669586E-01   3.7206662E-01
   2.8393989E+00  -3.0488925E-02  -2.0083658E-01   3.7637618E-01
   2.8425560E+00  -2.9431324E-02  -1.3998632E-01   3.7411878E-01
   2.8457646E+00  -2.8955417E-02  -1.2116668E-01   3.7849554E-01
   2.8495419E+00  -2.9274227E-02  -1.3249548E-01   3.8252237E-01
   2.8526597E+00  -2.6691414E-02  -1.3091466E-01   3.7841722E-01
   2.8557127E+00  -3.2173075E-02  -6.0834005E-02   3.8238618E-01
   2.8596044E+00  -2.7945206E-02   1.5257453E-02   3.8147515E-01
   2.8633358E+00  -2.8389288E-02   4.5607977E-02   3.8500094E-01
   2.8661270E+00  -3.7585866E-02   4.9517851E-02   3.8351440E-01
   2.8700216E+00  -2.3106003E-02   7.0975155E-02   3.8080058E-01
   2.8729753E+00  -2.4129305E-02   1.0982445E-01   3.8002074E-01
   2.8765771E+00  -2.6455604E-02   1.7034966E-01   3.9003602E-01
   2.8795762E+00  -3.1790279E-02   1.9944334E-01   3.9217740E-01
   2.8826258E+00  -2.9595111E-02   2.2146550E-01   3.8661903E-01
   2.8865962E+00  -2.6636224E-02   2.8189337E-01   3.9870641E-01
   2.8897078E+00  -3.1100260E-02   3.0235639E-01   3.9411598E-01
   2.8934901E+00  -2.7823240E-02   3.1567633E-01   3.9088368E-01
   2.8968520E+00  -2.6694229E-02   3.4557381E-01   4.0326247E-01
   2.8991640E+00  -2.1518370E-02   3.9347264E-01   4.0123230E-01
   2.9025364E+00  -3.1000195E-02   4.3746182E-01   4.0287057E-01
   2.9058690E+00  -2.3493771E-02   4.5241159E-01   4.0243623E-01
   2.9094307E+00  -3.1265531E-02   4.7819543E-01   4.0580547E-01
   2.9129705E+00  -2.4529176E-02   5.0820220E-01   4.0671265E-01
   2.9164815E+00  -5.1186971E-02   5.7791764E-01   4.0961596E-01
   2.9199586E+00  -2.5837045E-02   6.2519020E-01   4.1034344E-01
   2.9229016E+00  -1.7309731E-02   6.3592869E-01   4.1328266E-01
   2.9261839E+00  -2.4283521E-02   6.8743366E-01   4.1773340E-01
   2.9298565E+00  -1.1962326E-02   7.3452073E-01   4.1125804E-01
   2.9332364E+00  -2.5001144E-02   7.7504015E-01   4.1977423E-01
   2.9364552E+00  -3.7779377E-03   8.0675513E-01   4.2163730E-01
   2.9398398E+00  -2.7609196E-02   8.2462686E-01   4.2052308E-01
   2.9432094E+00  -2.4815045E-02   8.5221887E-01   4.2229015E-01
   2.9468930E+00  -2.1146053E-02   9.0491289E-01   4.2418924E-01
   2.9500875E+00  -2.4452131E-02   9.3902296E-01   4.2321452E-01
   2.9530811E+00  -3.0356413E-02   9.7101218E-01   4.2803755E-01
   2.9560230E+00   2.3567349E-02   9.9560612E-01   4.3090332E-01
   2.9594872E+00  -1.8802190E-02   1.0505693E+00   4.3143699E-01
   2.9629841E+00  -2.0741168E-02   1.0827826E+00   4.3084416E-01
   2.9664650E+00  -2.2258382E-02   1.1001288E+00   4.3420732E-01
   2.9695599E+00  -2.6225999E-02   1.1493931E+00   4.3310496E-01
   2.9731984E+00  -8.1994161E-03   1.2019058E+00   4.3231565E-01
   2.9764166E+00  -9.8847914E-03   1.2325910E+00   4.2911911E-01
   2.9798830E+00  -1.9818086E-02   1.2513490E+00   4.3041614E-01
   2.9834027E+00  -2.0412568E-02   1.3133821E+00   4.3364549E-01
   2.9866912E+00  -2.0660644E-02   1.3481772E+00   4.3572655E-01
   2.9899261E+00  -1.9704390E-02   1.3793082E+00   4.3685409E-01
   2.9934983E+00  -2.5695641E-02   1.3947690E+00   4.3930754E-01
   2.9969089E+00  -1.7847959E-02   1.4115905E+00   4.3963024E-01
   2.9994946E+00  -1.9145014E-02   1.4883342E+00   4.4220188E-01
   3.0032938E+00  -2.1349961E-02   1.5068021E+00   4.4130442E-01
   3.0063970E+00  -2.1568537E-02   1.5232521E+00   4.4223273E-01
   3.0095348E+00  -1.9671714E-02   1.5717045E+00   4.4408569E-01
   3.0137308E+00  -2.0527828E-02   1.6141253E+00   4.4522321E-01
   3.0168526E+00  -2.2331152E-02   1.6662302E+00   4.4591972E-01
   3.0198946E+00  -1.3801674E-02   1.6810098E+00   4.4638845E-01
   3.0228989E+00  -2.8257810E-02   1.7173550E+00   4.4802016E-01
   3.0268292E+00  -1.5776638E-02   1.7597638E+00   4.4839346E-01
   3.0297339E+00  -2.2243956E-02   1.7819445E+00   4.4844472E-01
   3.0335927E+00  -1.6251286E-02   1.8404677E+00   4.4595277E-01
   3.0368695E+00  -1.9706067E-02   1.8402836E+00   4.4865596E-01
   3.0397825E+00  -2.0270655E-02   1.8649207E+00   4.5063689E-01
   3.0430498E+00  -2.0229010E-02   1.9171876E+00   4.5065564E-01
   3.0470939E+00  -2.4384445E-02   1.9939387E+00   4.5241433E-01
   3.0499537E+00  -2.2294067E-02   2.0160875E+00   4.5160201E-01
   3.0530241E+00  -2.1861883E-02   2.0287213E+00   4.5247805E-01
   3.0570657E+00  -2.3097903E-02   2.1024067E+00   4.5349094E-01
   3.0596259E+00  -1.6630087E-02   2.1326661E+00   4.4086125E-01
   3.0630505E+00  -1.8629316E-02   2.1436996E+00   4.5385087E-01
   3.0670838E+00  -4.6751583E-03   2.2055664E+00   4.5680586E-01
   3.0701118E+00  -2.8335737E-02   2.2249131E+00   4.5332074E-01
   3.0730805E+00  -2.5382811E-02   2.2670348E+00   4.5408615E-01
   3.0769520E+00  -1.8084558E-02   2.3478444E+00   4.5484114E-01
   3.0797946E+00  -1.6367123E-02   2.3542438E+00   4.5515826E-01
   3.0835083E+00  -2.1244943E-02   2.3801806E+00   4.5555851E-01
   3.0869749E+00  -2.1757105E-02   2.4536476E+00   4.5487973E-01
   3.0897675E+00  -1.8464368E-02   2.5068395E+00   4.5441967E-01
   3.0936518E+00  -2.1544443E-02   2.5422215E+00   4.5472062E-01
   3.0969245E+00  -2.1227963E-02   2.5880377E+00   4.5681027E-01
   3.0998218E+00  -2.2078220E-02   2.5836923E+00   4.5694765E-01
   3.1031168E+00  -2.2127764E-02   2.6223283E+00   4.5531318E-01
   3.1063697E+00  -2.5853805E-02   2.6989377E+00   4.5719308E-01
   3.1103582E+00  -2.6255570E-02   2.7432516E+00   4.5535895E-01
   3.1134901E+00  -2.7643131E-02   2.7875221E+00   4.5982257E-01
   3.1165726E+00  -3.0139048E-02   2.8143895E+00   4.6044281E-01
   3.1203597E+00  -3.9825976E-02   2.8375154E+00   4.6117902E-01
   3.1233387E+00  -3.4086749E-02   2.8915329E+00   4.5893106E-01
   3.1270027E+00  -2.9503753E-02   2.9686580E+00   4.5705879E-01
   3.1298883E+00  -3.5049770E-02   3.0216968E+00   4.5547360E-01
   3.1334407E+00  -2.5374996E-03   3.1209419E+00   4.4899473E-01
   3.1369355E+00  -2.7043806E-02   3.1004221E+00   4.5912674E-01
   3.1402276E+00  -3.5927344E-02   3.1292739E+00   4.5986488E-01
   3.1434221E+00  -2.5350368E-02   3.2171142E+00   4.5835617E-01
   3.1466279E+00  -1.6754210E-02   3.2643051E+00   4.5706227E-01
   3.1499104E+00  -3.7932824E-02   3.3068664E+00   4.5836028E-01
   3.1538045E+00  -2.8465610E-02   3.3659558E+00   4.5717877E-01
   3.1570010E+00  -2.7436519E-02   3.4041557E+00   4.5705205E-01
   3.1601551E+00  -4.0210087E-02   3.4569020E+00   4.5681804E-01
   3.1632686E+00  -1.9375324E-02   3.5130959E+00   4.5612070E-01
   3.1669533E+00  -2.8105156E-02   3.5452683E+00   4.5246693E-01
   3.1699829E+00  -2.9486563E-02   3.6028221E+00   4.5728084E-01
   3.1735706E+00  -2.9885659E-02   3.6347046E+00   4.5936430E-01
   3.1771088E+00  -3.1761892E-02   3.7184815E+00   4.5749834E-01
   3.1800206E+00  -3.3060621E-02   3.7745779E+00   4.5915541E-01
   3.1834726E+00  -3.0652178E-02   3.8101456E+00   4.5870227E-01
   3.1868801E+00  -3.1050306E-02   3.8614662E+00   4.5809525E-01
   3.1902452E+00  -2.5989916E-02   3.9356012E+00   4.4836575E-01
   3.1935689E+00  -3.0413605E-02   3.9812806E+00   4.6636367E-01
   3.1968529E+00  -2.7875086E-02   4.0359960E+00   4.5884314E-01
   3.2000988E+00  -2.5533669E-02   4.0952239E+00   4.5175287E-01
   3.2038391E+00  -2.7389238E-02   4.1583600E+00   4.6040797E-01
   3.2070062E+00  -2.5823122E-02   4.1989450E+00   4.5502460E-01
   3.2101390E+00  -2.9048556E-02   4.2665467E+00   4.6175441E-01
   3.2137523E+00  -2.7104666E-02   4.3254108E+00   4.7092411E-01
   3.2168143E+00  -2.2600997E-02   4.3844094E+00   4.6286035E-01
   3.2203474E+00  -3.1240953E-02   4.4283733E+00   4.6234253E-01
   3.2238398E+00  -3.3891350E-02   4.4849539E+00   4.6612990E-01
   3.2268019E+00  -2.5814563E-02   4.5654225E+00   4.4090730E-01
   3.2302220E+00  -2.4924442E-02   4.6432414E+00   4.8039263E-01
   3.2336049E+00  -3.2085922E-02   4.6716900E+00   4.6392471E-01
   3.2369521E+00  -2.9230861E-02   4.7445097E+00   4.6338993E-01
   3.2402642E+00  -2.9710628E-02   4.8172030E+00   4.5729509E-01
   3.2435429E+00  -3.3202648E-02   4.8874130E+00   4.7044754E-01
   3.2470391E+00  -4.1319679E-02   4.9233804E+00   4.6802691E-01
   3.2502947E+00  -3.3697639E-02   4.9672256E+00   4.6182969E-01
   3.2537696E+00  -3.4709081E-02   5.1147275E+00   4.6755147E-01
   3.2574208E+00  -4.4209234E-02   5.1352701E+00   4.6294215E-01
   3.2608273E+00  -3.8943905E-02   5.1486311E+00   4.5542502E-01
   3.2639887E+00  -4.1012548E-02   5.2738242E+00   4.7917962E-01
   3.2674053E+00  -3.7669122E-02   5.2943158E+00   4.6478590E-01
   3.2708066E+00  -4.5566980E-02   5.3412886E+00   4.6252921E-01
   3.2738047E+00  -3.1811774E-02   5.4079719E+00   4.7118378E-01
   3.2767291E+00  -5.4772813E-02   5.5333242E+00   4.7577056E-01
   3.2805891E+00  -3.3635881E-02   5.5892949E+00   4.6253696E-01
   3.2838745E+00  -4.0114447E-02   5.6571980E+00   4.6335405E-01
   3.2872159E+00  -5.2704107E-02   5.7246127E+00   4.8232326E-01
   3.2905674E+00  -4.3511286E-02   5.7937460E+00   4.8928678E-01
   3.2943606E+00  -3.9055806E-02   5.8537483E+00   4.6834970E-01
   3.2975821E+00  -5.3799458E-02   5.9003649E+00   4.6882480E-01
   3.3007615E+00  -4.5433398E-02   5.9932904E+00   4.6884754E-01
   3.3039272E+00  -4.5264605E-02   6.0449352E+00   4.6799621E-01
   3.3070426E+00  -4.2952660E-02   6.1275601E+00   4.6409631E-01
   3.3100777E+00  -4.2705532E-02   6.2009573E+00   4.6329457E-01
   3.3140211E+00  -6.4295970E-02   6.2673602E+00   4.6121666E-01
   3.3169067E+00  -6.1339926E-02   6.3452930E+00   4.5859084E-01
   3.3206658E+00  -5.1243596E-02   6.4168696E+00   4.5756131E-01
   3.3243313E+00  -4.5605227E-02   6.5015645E+00   4.5897290E-01
   3.3270218E+00  -5.0754748E-02   6.5727596E+00   4.5220482E-01
   3.3305368E+00  -7.3444188E-02   6.6147666E+00   4.5373726E-01
   3.3339758E+00  -6.8264052E-02   6.7017956E+00   4.5259738E-01
   3.3373446E+00  -6.9114856E-02   6.7684855E+00   4.4340286E-01
   3.3406489E+00  -4.1149057E-02   6.8965807E+00   4.3945846E-01
