  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   12:40:53  02/26/2024 isnw     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1      939      0.000E+00      1.713E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.3348861E+00   5.6607169E-03   1.5326105E+00   1.8394804E+00
   1.3362042E+00   9.2821950E-03   1.4536895E+00   1.8395759E+00
   1.3375201E+00   7.8673344E-03   1.4149188E+00   1.8396471E+00
   1.3401451E+00   4.2587891E-03   1.2951475E+00   1.8397955E+00
   1.3414556E+00   5.6718523E-03   1.2112375E+00   1.8398849E+00
   1.3427653E+00   6.8314648E-03   1.1735007E+00   1.8399174E+00
   1.3453813E+00   4.0490129E-03   9.9201167E-01   1.8400403E+00
   1.3466877E+00   1.4557997E-03   8.3643442E-01   1.8400559E+00
   1.3479937E+00   3.9878450E-03   8.2237631E-01   1.8400661E+00
   1.3506061E+00   5.0989338E-03   7.1186393E-01   1.8402174E+00
   1.3519133E+00   2.5688258E-03   6.2306654E-01   1.8403896E+00
   1.3532215E+00   2.3171962E-03   5.2452570E-01   1.8404832E+00
   1.3558416E+00   3.2979846E-03   4.3623480E-01   1.8405340E+00
   1.3571619E+00   5.4577840E-03   3.9709184E-01   1.8405478E+00
   1.3584853E+00   6.4918199E-03   3.0161938E-01   1.8405788E+00
   1.3598104E+00   6.0191625E-03   2.6093373E-01   1.8405838E+00
   1.3624630E+00   4.3528755E-03   5.6563232E-02   1.8405417E+00
   1.3637897E+00   4.8084664E-03  -5.7690736E-02   1.8404319E+00
   1.3651164E+00   2.2336175E-03  -1.2946697E-01   1.8404055E+00
   1.3677649E+00   3.5527924E-03  -1.8336770E-01   1.8404467E+00
   1.3690856E+00   1.6202688E-03  -2.9891533E-01   1.8405900E+00
   1.3704040E+00   2.5187528E-03  -3.3392915E-01   1.8406218E+00
   1.3730363E+00  -1.3151624E-03  -5.6636465E-01   1.8405948E+00
   1.3743531E+00  -4.4766241E-03  -6.0218930E-01   1.8405771E+00
   1.3756701E+00  -9.1950194E-04  -6.3774806E-01   1.8405734E+00
   1.3769879E+00   3.3639078E-03  -6.8760121E-01   1.8406304E+00
   1.3796225E+00  -5.2551511E-03  -8.3765084E-01   1.8407683E+00
   1.3809338E+00  -1.0257571E-02  -9.0550363E-01   1.8407630E+00
   1.3822435E+00  -1.1030450E-03  -9.9051934E-01   1.8407080E+00
   1.3848667E+00  -5.6893956E-03  -1.0846167E+00   1.8405900E+00
   1.3861827E+00   5.0562592E-03  -1.2163690E+00   1.8405030E+00
   1.3875026E+00  -7.9371803E-04  -1.3873956E+00   1.8403918E+00
   1.3901552E+00  -5.3381356E-03  -1.4753239E+00   1.8403621E+00
   1.3914897E+00  -4.4699172E-03  -1.5306866E+00   1.8404217E+00
   1.3928304E+00  -7.2179851E-03  -1.5657027E+00   1.8405627E+00
   1.3941780E+00   1.4265720E-03  -1.5973159E+00   1.8406137E+00
   1.3968995E+00  -4.7408133E-03  -1.8274854E+00   1.8408397E+00
   1.3982778E+00  -8.2828794E-03  -1.9051476E+00   1.8408314E+00
   1.3996586E+00  -1.1696207E-02  -1.9629395E+00   1.8408226E+00
   1.4010463E+00  -7.2513022E-03  -2.0010309E+00   1.8408518E+00
   1.4036317E+00  -5.5192448E-03  -2.2139304E+00   1.8410074E+00
   1.4050171E+00   1.6082821E-03  -2.2817914E+00   1.8410825E+00
   1.4063972E+00  -6.5168820E-04  -2.3304627E+00   1.8411096E+00
   1.4077730E+00  -1.8972153E-03  -2.3861902E+00   1.8411288E+00
   1.4105902E+00  -7.2270515E-03  -2.5701747E+00   1.8412139E+00
   1.4120283E+00  -5.2430443E-03  -2.6366630E+00   1.8412038E+00
   1.4134699E+00  -6.9322228E-04  -2.6830275E+00   1.8411633E+00
   1.4149113E+00  -9.0407971E-03  -2.7399149E+00   1.8411335E+00
   1.4163560E+00  -9.8037170E-03  -2.7912889E+00   1.8411392E+00
   1.4192122E+00   8.6977649E-05  -2.9816353E+00   1.8410678E+00
   1.4206166E+00  -3.6998729E-03  -3.0733547E+00   1.8409468E+00
   1.4220026E+00  -9.4925361E-03  -3.1237440E+00   1.8407927E+00
   1.4233677E+00  -1.1229481E-02  -3.1888912E+00   1.8406320E+00
   1.4260865E+00  -3.7109072E-03  -3.3545911E+00   1.8403625E+00
   1.4274305E+00  -2.1881799E-03  -3.4308314E+00   1.8402456E+00
   1.4287578E+00   3.8967156E-03  -3.4656341E+00   1.8401269E+00
   1.4300511E+00  -8.1737675E-03  -3.5134506E+00   1.8399861E+00
   1.4326700E+00  -6.0120667E-03  -3.6688528E+00   1.8396327E+00
   1.4339795E+00  -1.6831241E-03  -3.6570854E+00   1.8395586E+00
   1.4352795E+00  -6.3054687E-03  -3.7719457E+00   1.8393298E+00
   1.4378687E+00   2.3181941E-03  -3.9803307E+00   1.8387015E+00
   1.4391578E+00  -6.4095873E-03  -4.0100822E+00   1.8384229E+00
   1.4404310E+00  -4.3095080E-03  -4.0550470E+00   1.8381066E+00
   1.4429307E+00  -7.6977061E-03  -4.1402235E+00   1.8376695E+00
   1.4441791E+00  -8.6747727E-04  -4.1921430E+00   1.8375480E+00
   1.4466404E+00   5.8458728E-04  -4.2720633E+00   1.8371882E+00
   1.4478149E+00  -5.9796134E-03  -4.2764111E+00   1.8370962E+00
   1.4490180E+00  -1.1912794E-02  -4.4013042E+00   1.8367678E+00
   1.4513950E+00  -4.4113034E-03  -4.5358329E+00   1.8362821E+00
   1.4525687E+00   5.2514602E-03  -4.5477004E+00   1.8361551E+00
   1.4548422E+00   1.8007816E-03  -4.6460643E+00   1.8355995E+00
   1.4559829E+00  -4.0108073E-03  -4.7543449E+00   1.8352256E+00
   1.4582386E+00   4.5781080E-03  -4.8347964E+00   1.8347431E+00
   1.4593523E+00   6.3350424E-03  -4.8532348E+00   1.8346760E+00
   1.4615254E+00   1.4849526E-03  -4.9253116E+00   1.8344383E+00
   1.4636986E+00   2.4952011E-03  -5.0151281E+00   1.8342086E+00
   1.4647769E+00  -2.9111723E-03  -5.0437121E+00   1.8341354E+00
   1.4669063E+00  -3.3810856E-03  -5.1272087E+00   1.8337315E+00
   1.4679621E+00  -1.6579785E-03  -5.1824245E+00   1.8336116E+00
   1.4700605E+00   2.4114051E-03  -5.2692671E+00   1.8331107E+00
   1.4721264E+00  -1.3959215E-03  -5.2890830E+00   1.8327137E+00
   1.4731551E+00  -3.3954252E-04  -5.3366585E+00   1.8326328E+00
   1.4752053E+00  -4.5587867E-03  -5.4434137E+00   1.8322988E+00
   1.4772370E+00   4.8075523E-03  -5.5319033E+00   1.8318337E+00
   1.4782376E+00   3.3782418E-03  -5.5282087E+00   1.8317270E+00
   1.4802526E+00  -3.5803192E-03  -5.6246800E+00   1.8312590E+00
   1.4822545E+00  -6.0358684E-04  -5.6865182E+00   1.8310558E+00
   1.4842306E+00   3.1755774E-03  -5.7486525E+00   1.8307153E+00
   1.4851718E+00  -6.0327048E-04  -5.7013001E+00   1.8306338E+00
   1.4871327E+00  -3.4453194E-03  -5.8507752E+00   1.8302735E+00
   1.4890958E+00  -4.6873079E-03  -5.9157052E+00   1.8299065E+00
   1.4910340E+00   1.2180051E-03  -5.9408870E+00   1.8296330E+00
   1.4919546E+00  -9.5351326E-04  -5.8893080E+00   1.8295172E+00
   1.4938885E+00   6.6420191E-04  -6.0006304E+00   1.8291512E+00
   1.4958317E+00   2.3274566E-03  -6.1017261E+00   1.8288807E+00
   1.4977490E+00   4.4645281E-03  -6.1324816E+00   1.8286304E+00
   1.4995594E+00  -7.3077233E-04  -6.1378012E+00   1.8282610E+00
   1.5005051E+00  -3.2500606E-03  -6.1816521E+00   1.8281906E+00
   1.5024191E+00  -4.8996736E-03  -6.2731414E+00   1.8277947E+00
   1.5043343E+00  -7.0414710E-04  -6.3260641E+00   1.8274519E+00
   1.5061495E+00   6.0433596E-03  -6.2868767E+00   1.8273121E+00
   1.5080349E+00   2.8893517E-03  -6.3775163E+00   1.8271822E+00
   1.5099213E+00   3.1538038E-03  -6.4396381E+00   1.8269925E+00
   1.5108616E+00   1.4484770E-03  -6.4561496E+00   1.8269274E+00
   1.5126926E+00   5.8746329E-03  -6.4527240E+00   1.8266935E+00
   1.5144340E+00  -2.6121025E-03  -6.4043360E+00   1.8263934E+00
   1.5162599E+00  -3.8093433E-03  -6.5372176E+00   1.8260658E+00
   1.5180994E+00  -5.7003228E-03  -6.5810061E+00   1.8259640E+00
   1.5199382E+00  -4.6327699E-04  -6.6238236E+00   1.8257300E+00
   1.5216856E+00  -2.3194456E-03  -6.6424365E+00   1.8256323E+00
   1.5233878E+00  -9.8782324E-04  -6.5681343E+00   1.8255602E+00
   1.5251844E+00   4.6981513E-03  -6.6227846E+00   1.8255460E+00
   1.5269868E+00  -2.0840513E-03  -6.6925344E+00   1.8255373E+00
   1.5278872E+00  -8.2895542E-03  -6.7041416E+00   1.8255005E+00
   1.5296607E+00  -1.0001336E-02  -6.7428555E+00   1.8253648E+00
   1.5313585E+00  -5.6313863E-03  -6.7514534E+00   1.8252445E+00
   1.5330577E+00  -6.6649029E-04  -6.7376046E+00   1.8251907E+00
   1.5348125E+00  -6.2960354E-03  -6.7823167E+00   1.8251158E+00
   1.5365622E+00   1.2957595E-03  -6.8169518E+00   1.8248435E+00
   1.5383017E+00  -3.4714742E-03  -6.8328638E+00   1.8246361E+00
   1.5399786E+00  -3.7959109E-03  -6.8593755E+00   1.8243712E+00
   1.5416110E+00  -8.3075445E-03  -6.8344841E+00   1.8244081E+00
   1.5440625E+00  -2.4900804E-03  -6.8279328E+00   1.8245720E+00
   1.5457480E+00  -1.0188815E-02  -6.8377080E+00   1.8245584E+00
   1.5474399E+00  -4.9290499E-03  -6.8934627E+00   1.8243561E+00
   1.5491304E+00  -5.9629655E-03  -6.8865638E+00   1.8242819E+00
   1.5507892E+00   8.0067356E-04  -6.8981466E+00   1.8241662E+00
   1.5523990E+00  -1.4576356E-02  -6.8773108E+00   1.8240993E+00
   1.5539925E+00  -6.0640760E-03  -6.9039183E+00   1.8239877E+00
   1.5555838E+00  -6.8737767E-03  -6.8074584E+00   1.8239270E+00
   1.5572439E+00  -2.4666702E-03  -6.8276596E+00   1.8238337E+00
   1.5589418E+00  -3.0670934E-03  -6.8773837E+00   1.8237467E+00
   1.5606662E+00  -4.1784793E-03  -6.8665619E+00   1.8235353E+00
   1.5623977E+00  -2.2603748E-03  -6.8555059E+00   1.8233390E+00
   1.5640819E+00  -3.3668366E-03  -6.8311400E+00   1.8230984E+00
   1.5657426E+00  -9.8814266E-03  -6.8439541E+00   1.8230126E+00
   1.5674043E+00  -8.2712863E-03  -6.7773838E+00   1.8230064E+00
   1.5690799E+00  -1.2422577E-02  -6.7459006E+00   1.8229730E+00
   1.5707699E+00  -3.3969053E-03  -6.7264080E+00   1.8228585E+00
   1.5725075E+00  -3.0321786E-03  -6.7477918E+00   1.8226577E+00
   1.5742542E+00   5.6141010E-04  -6.7700620E+00   1.8223542E+00
   1.5760460E+00  -5.4332702E-03  -6.8422093E+00   1.8222216E+00
   1.5777642E+00  -1.7574987E-03  -6.7387109E+00   1.8221784E+00
   1.5793722E+00  -5.9110895E-03  -6.7033920E+00   1.8222142E+00
   1.5818694E+00   1.2215486E-03  -6.6811104E+00   1.8223360E+00
   1.5827491E+00  -1.5444594E-03  -6.6775570E+00   1.8223393E+00
   1.5844960E+00  -6.8315943E-03  -6.6717849E+00   1.8221027E+00
   1.5862228E+00  -5.1557238E-04  -6.7012758E+00   1.8217471E+00
   1.5879172E+00  -2.4789276E-03  -6.6458802E+00   1.8214277E+00
   1.5895841E+00  -3.7535317E-03  -6.5898862E+00   1.8213599E+00
   1.5920835E+00  -9.3246428E-03  -6.5961871E+00   1.8214934E+00
   1.5937569E+00   2.8820098E-03  -6.4942808E+00   1.8215153E+00
   1.5954601E+00  -1.3722064E-02  -6.4957924E+00   1.8214034E+00
   1.5971726E+00  -7.1413424E-03  -6.5520558E+00   1.8211604E+00
   1.5988419E+00   3.3363604E-04  -6.4490762E+00   1.8208312E+00
   1.6005223E+00   8.0973636E-03  -6.3973436E+00   1.8205023E+00
   1.6022424E+00  -1.2426578E-02  -6.3557758E+00   1.8200234E+00
   1.6039597E+00  -1.0764268E-02  -6.3378773E+00   1.8197410E+00
   1.6056576E+00  -6.7454891E-04  -6.3146920E+00   1.8196205E+00
   1.6073335E+00  -1.6192411E-03  -6.3455276E+00   1.8195239E+00
   1.6090003E+00  -1.3737056E-03  -6.2965050E+00   1.8194156E+00
   1.6106538E+00  -8.5578309E-03  -6.2114897E+00   1.8192322E+00
   1.6122984E+00  -3.8010717E-04  -6.1301098E+00   1.8189151E+00
   1.6139416E+00   1.6545303E-03  -6.0913544E+00   1.8185940E+00
   1.6155903E+00   3.2566146E-03  -6.0747738E+00   1.8183055E+00
   1.6172421E+00  -6.0671349E-03  -6.0837283E+00   1.8181005E+00
   1.6188446E+00  -1.5303008E-03  -6.0021825E+00   1.8179350E+00
   1.6211972E+00  -6.9777197E-03  -5.9123797E+00   1.8176930E+00
   1.6227515E+00  -2.3985030E-03  -5.8705311E+00   1.8173195E+00
   1.6243455E+00  -5.4656356E-03  -5.8722610E+00   1.8170751E+00
   1.6260011E+00   2.2496323E-03  -5.8732233E+00   1.8168761E+00
   1.6276567E+00   6.2112506E-03  -5.8448215E+00   1.8167384E+00
   1.6292975E+00  -1.1888980E-02  -5.7123585E+00   1.8166412E+00
   1.6309366E+00   5.3504802E-04  -5.6257906E+00   1.8165224E+00
   1.6326190E+00   3.8345272E-03  -5.5708103E+00   1.8163548E+00
   1.6343005E+00   2.7569721E-03  -5.5555491E+00   1.8161678E+00
   1.6359149E+00  -4.5496479E-05  -5.5356121E+00   1.8159705E+00
   1.6382773E+00   1.0513292E-04  -5.4358950E+00   1.8157327E+00
   1.6398685E+00  -4.6226871E-03  -5.3435621E+00   1.8155699E+00
   1.6414902E+00  -4.1191811E-03  -5.2970805E+00   1.8154116E+00
   1.6431394E+00   4.0142320E-04  -5.2492456E+00   1.8152562E+00
   1.6448077E+00   1.2777760E-02  -5.2123818E+00   1.8150587E+00
   1.6464870E+00   6.0905553E-03  -5.1627059E+00   1.8148618E+00
   1.6481963E+00   1.1123716E-02  -5.0973234E+00   1.8145511E+00
   1.6498997E+00  -1.7587246E-03  -5.0417900E+00   1.8143300E+00
   1.6515949E+00  -8.9948550E-03  -4.9859791E+00   1.8140988E+00
   1.6532798E+00  -2.5556632E-04  -4.9381943E+00   1.8138778E+00
   1.6549563E+00   1.3075473E-03  -4.8692260E+00   1.8136646E+00
   1.6566355E+00   9.7367400E-04  -4.8167143E+00   1.8134470E+00
   1.6583197E+00   1.8866756E-03  -4.8019629E+00   1.8132670E+00
   1.6600050E+00  -6.8691713E-03  -4.7100835E+00   1.8130922E+00
   1.6616884E+00  -4.2883926E-03  -4.5769773E+00   1.8127897E+00
   1.6633708E+00   3.8340336E-03  -4.5392342E+00   1.8126426E+00
   1.6650505E+00   2.7013980E-03  -4.5044923E+00   1.8125215E+00
   1.6667249E+00   8.8615704E-04  -4.4328351E+00   1.8124115E+00
   1.6683928E+00   2.5284167E-03  -4.3742456E+00   1.8122987E+00
   1.6708840E+00  -6.2220567E-03  -4.2756371E+00   1.8119938E+00
   1.6725408E+00  -5.5956473E-03  -4.1939707E+00   1.8118935E+00
   1.6741960E+00   2.8786698E-04  -4.1258364E+00   1.8118145E+00
   1.6758510E+00   1.2485731E-03  -4.0714855E+00   1.8118010E+00
   1.6775064E+00   5.8748166E-04  -4.0185151E+00   1.8118436E+00
   1.6791626E+00  -8.4062543E-05  -3.9455905E+00   1.8118943E+00
   1.6808196E+00  -5.4265899E-03  -3.8928938E+00   1.8118945E+00
   1.6824772E+00   5.2116497E-04  -3.8263841E+00   1.8118644E+00
   1.6841354E+00   1.3197904E-03  -3.7253251E+00   1.8118300E+00
   1.6857754E+00   2.3919744E-03  -3.6388302E+00   1.8118407E+00
   1.6874106E+00   3.8878031E-03  -3.5583577E+00   1.8119091E+00
   1.6890485E+00  -1.1128788E-03  -3.5013473E+00   1.8119897E+00
   1.6907287E+00  -9.0107229E-03  -3.4645259E+00   1.8120621E+00
   1.6924535E+00  -2.2786551E-03  -3.4163589E+00   1.8121498E+00
   1.6941899E+00   3.2664830E-04  -3.4209809E+00   1.8122754E+00
   1.6958997E+00   7.9240995E-03  -3.2181084E+00   1.8126600E+00
   1.6975638E+00   2.9999523E-03  -3.1653955E+00   1.8128407E+00
   1.6992556E+00   9.6486397E-03  -3.0948806E+00   1.8129847E+00
   1.7009742E+00   8.8602230E-03  -2.9948559E+00   1.8130435E+00
   1.7027617E+00  -4.8104990E-03  -2.9626942E+00   1.8131225E+00
   1.7045646E+00  -5.3769625E-03  -2.8566265E+00   1.8134855E+00
   1.7063590E+00   2.9832567E-03  -2.8314631E+00   1.8136040E+00
   1.7081411E+00   4.0522260E-03  -2.7636020E+00   1.8136744E+00
   1.7099161E+00   9.3713654E-03  -2.6966157E+00   1.8136727E+00
   1.7116988E+00   8.5269054E-03  -2.5936444E+00   1.8137025E+00
   1.7134960E+00   5.0828699E-03  -2.4705849E+00   1.8139138E+00
