  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   11:31:13  02/26/2024 iqbp     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1001      0.000E+00      3.341E+00
   time              pfxob_1         pfyob_1         pfzob_1
   2.3626914E+00  -1.3041842E-01  -1.9492922E+00   3.1253486E+00
   2.3647788E+00  -6.1610967E-02  -2.0905743E+00   3.1208389E+00
   2.3688364E+00  -1.6148914E-01  -2.1953211E+00   3.1171157E+00
   2.3728497E+00  -1.1366354E-01  -2.4122775E+00   3.1171551E+00
   2.3748655E+00  -2.5350177E-01  -2.4190204E+00   3.1140213E+00
   2.3790729E+00  -1.1054344E-01  -2.5046968E+00   3.1194291E+00
   2.3810999E+00  -1.8300177E-01  -2.5944908E+00   3.1131783E+00
   2.3850605E+00  -2.4772719E-01  -2.8865294E+00   3.1209166E+00
   2.3893485E+00  -2.0135975E-01  -2.9192138E+00   3.1204953E+00
   2.3913038E+00  -6.1510190E-02  -2.9491150E+00   3.1189992E+00
   2.3948801E+00  -1.8705383E-01  -3.0162618E+00   3.1213200E+00
   2.3986804E+00  -1.8572992E-01  -3.1470664E+00   3.1201243E+00
   2.4022918E+00  -6.9697417E-02  -3.2696004E+00   3.1201952E+00
   2.4055552E+00  -1.9865218E-01  -3.3805144E+00   3.1219552E+00
   2.4085033E+00  -1.0776446E-01  -3.5393310E+00   3.1151600E+00
   2.4112773E+00  -1.4777863E-01  -3.6211097E+00   3.1059248E+00
   2.4154656E+00  -2.9718813E-01  -3.7153075E+00   3.1135139E+00
   2.4182467E+00  -1.8911967E-01  -3.7765045E+00   3.1114154E+00
   2.4223387E+00  -1.3565890E-01  -3.8635855E+00   3.1071014E+00
   2.4249568E+00  -3.9840270E-02  -4.0694046E+00   3.0837226E+00
   2.4287663E+00  -1.6408224E-01  -4.1379890E+00   3.1047451E+00
   2.4313376E+00  -8.0959454E-02  -4.1671805E+00   3.0958180E+00
   2.4356284E+00  -1.4592434E-01  -4.2383623E+00   3.1041563E+00
   2.4387774E+00  -4.1217726E-02  -4.3290153E+00   3.1030698E+00
   2.4419696E+00  -8.9565225E-02  -4.4150748E+00   3.1000729E+00
   2.4452918E+00  -2.4705341E-02  -4.5345135E+00   3.0951087E+00
   2.4487078E+00  -5.5157091E-02  -4.6643853E+00   3.0971780E+00
   2.4518864E+00   3.9781142E-02  -4.6203837E+00   3.0953817E+00
   2.4550099E+00  -1.4773780E-01  -4.6645985E+00   3.0808728E+00
   2.4581335E+00   5.7722642E-03  -4.7478914E+00   3.0853345E+00
   2.4614952E+00  -1.0175683E-01  -4.9719009E+00   3.0820127E+00
   2.4647782E+00  -1.1756734E-01  -5.0033793E+00   3.0822196E+00
   2.4682221E+00  -7.4370779E-02  -4.9090509E+00   3.0710533E+00
   2.4718478E+00  -1.3730394E-02  -4.9491496E+00   3.0785797E+00
   2.4755640E+00  -5.6843016E-02  -4.9979906E+00   3.0777757E+00
   2.4796612E+00  -1.0773586E-01  -5.1179366E+00   3.0734298E+00
   2.4818647E+00  -1.3596274E-02  -5.2227817E+00   3.0723298E+00
   2.4861786E+00  -6.2131528E-02  -5.2610936E+00   3.0649705E+00
   2.4882252E+00  -1.1795393E-01  -5.3528032E+00   3.0677280E+00
   2.4922891E+00  -4.1252997E-02  -5.2684698E+00   3.0457625E+00
   2.4962239E+00   5.7697240E-03  -5.3410239E+00   3.0503385E+00
   2.4982061E+00  -7.8054771E-02  -5.3091941E+00   3.0722935E+00
   2.5024731E+00  -4.7876779E-02  -5.4544029E+00   3.0541413E+00
   2.5065265E+00   1.5743165E-03  -5.5931892E+00   3.0589466E+00
   2.5087066E+00  -1.0932615E-01  -5.6188951E+00   3.0614240E+00
   2.5130572E+00  -2.9468769E-04  -5.5552220E+00   3.0629635E+00
   2.5150990E+00  -8.2634605E-02  -5.4556909E+00   3.0611866E+00
   2.5181279E+00   4.0904708E-02  -5.4427156E+00   3.0569334E+00
   2.5216966E+00  -2.0327994E-01  -5.5757794E+00   3.0495052E+00
   2.5252135E+00  -4.9975298E-02  -5.6053038E+00   3.0318315E+00
   2.5287304E+00   2.0939209E-02  -5.6843219E+00   3.0255547E+00
   2.5322778E+00  -7.8540780E-02  -5.7549853E+00   3.0196917E+00
   2.5362031E+00   1.4057937E-02  -5.7233734E+00   3.0215375E+00
   2.5391581E+00  -7.2694808E-02  -5.7802200E+00   3.0211930E+00
   2.5424159E+00  -1.4067650E-01  -5.7576919E+00   3.0179543E+00
   2.5456741E+00  -1.4810603E-02  -5.7144508E+00   3.0119476E+00
   2.5495241E+00  -4.1806150E-02  -5.6932297E+00   3.0050113E+00
   2.5524225E+00  -5.8441717E-02  -5.6609926E+00   3.0139644E+00
   2.5555377E+00  -8.2898572E-02  -5.8066125E+00   3.0064113E+00
   2.5586789E+00  -1.3812143E-01  -5.8734417E+00   3.0084300E+00
   2.5616877E+00  -6.6284217E-02  -5.8513994E+00   2.9899874E+00
   2.5657904E+00  -3.1946566E-02  -5.7277822E+00   2.9744172E+00
   2.5694380E+00  -9.7528979E-02  -5.7704263E+00   2.9635105E+00
   2.5721838E+00  -1.0329874E-01  -5.7330251E+00   2.9710732E+00
   2.5752110E+00  -6.0641702E-02  -5.6623268E+00   2.9788496E+00
   2.5785487E+00  -5.6842651E-02  -5.8035483E+00   2.9837861E+00
   2.5822282E+00  -1.3816845E-01  -5.7204995E+00   2.9771862E+00
   2.5854189E+00  -5.4198582E-02  -5.6839132E+00   2.9824386E+00
   2.5889368E+00  -3.0941337E-02  -5.6978917E+00   2.9668202E+00
   2.5927510E+00  -1.0622546E-01  -5.6886697E+00   2.9623406E+00
   2.5965846E+00  -2.0847747E-02  -5.7204604E+00   2.9671574E+00
   2.5985193E+00  -4.9003769E-02  -5.6313281E+00   2.9679942E+00
   2.6023788E+00  -1.1031587E-01  -5.6182303E+00   2.9639411E+00
   2.6061177E+00  -8.1345096E-02  -5.5550280E+00   2.9754229E+00
   2.6097734E+00  -1.1366104E-01  -5.4699569E+00   2.9641876E+00
   2.6129045E+00  -6.4798575E-03  -5.4222088E+00   2.9784658E+00
   2.6158061E+00  -5.0949682E-02  -5.3998504E+00   2.9617937E+00
   2.6186347E+00  -6.3043661E-02  -5.3862691E+00   2.9549434E+00
   2.6227732E+00  -7.9142526E-02  -5.3649774E+00   2.9637301E+00
   2.6254487E+00  -5.3993881E-02  -5.3131146E+00   2.9756100E+00
   2.6293204E+00  -5.2812342E-02  -5.3558745E+00   2.9783788E+00
   2.6318655E+00  -8.2274266E-02  -5.3135295E+00   2.9646208E+00
   2.6361229E+00  -5.5982105E-02  -5.1991386E+00   2.9892147E+00
   2.6393275E+00  -9.3962647E-02  -5.1668067E+00   2.9677699E+00
   2.6426537E+00  -9.6353516E-02  -5.1875367E+00   2.9778292E+00
   2.6460328E+00  -1.1644236E-01  -5.2103467E+00   2.9759579E+00
   2.6494496E+00  -5.0628066E-02  -5.0675068E+00   2.9850070E+00
   2.6528270E+00  -9.2981741E-02  -5.0753350E+00   2.9916956E+00
   2.6561716E+00   2.5265057E-02  -4.9722509E+00   2.9892249E+00
   2.6594672E+00  -7.4751325E-02  -4.9814253E+00   2.9880128E+00
   2.6627183E+00  -1.0205254E-01  -4.9787517E+00   2.9878807E+00
   2.6659353E+00  -3.6912739E-02  -4.8079767E+00   2.9665205E+00
   2.6691129E+00  -1.3569605E-01  -4.7870731E+00   2.9710422E+00
   2.6722612E+00  -8.3716318E-02  -4.8551064E+00   2.9477882E+00
   2.6753993E+00   5.0731245E-02  -4.8685708E+00   2.9722936E+00
   2.6785243E+00  -1.3152565E-01  -4.6686625E+00   2.9692507E+00
   2.6831584E+00  -1.0574120E-01  -4.5366859E+00   2.9720483E+00
   2.6862464E+00  -1.0657447E-01  -4.6227803E+00   2.9705918E+00
   2.6891470E+00  -9.0822734E-02  -4.6093197E+00   2.9588904E+00
   2.6921432E+00  -9.4179735E-03  -4.5533676E+00   2.9657764E+00
   2.6965408E+00  -3.5975110E-02  -4.4028592E+00   2.9653680E+00
   2.6995225E+00  -9.0197802E-02  -4.4554205E+00   2.9635413E+00
   2.7026742E+00  -4.4022132E-02  -4.4131994E+00   2.9643593E+00
   2.7056851E+00  -7.7844232E-02  -4.3477240E+00   2.9541574E+00
   2.7088892E+00  -4.4814382E-02  -4.2993069E+00   2.9507346E+00
   2.7121041E+00  -2.7766159E-02  -4.2063589E+00   2.9485819E+00
   2.7156484E+00   1.4504770E-02  -4.1757703E+00   2.9477789E+00
   2.7195392E+00   2.6787827E-02  -4.1509547E+00   2.9440718E+00
   2.7231486E+00   2.8766161E-02  -4.0714560E+00   2.9429765E+00
   2.7262077E+00  -2.4850015E-02  -3.9744036E+00   2.9338367E+00
   2.7295804E+00   3.8180899E-02  -3.8921885E+00   2.9281609E+00
   2.7332187E+00   1.2286355E-02  -3.8771880E+00   2.9243286E+00
   2.7350764E+00  -1.1904088E-01  -3.8674779E+00   2.9237280E+00
   2.7398942E+00   1.7615665E-02  -3.8503690E+00   2.9194088E+00
   2.7434251E+00  -4.6976464E-04  -3.8281837E+00   2.9185393E+00
   2.7451639E+00  -1.0842548E-01  -3.7700751E+00   2.9176219E+00
   2.7485769E+00  -1.5526615E-02  -3.6554337E+00   2.9135621E+00
   2.7519104E+00  -7.9880953E-03  -3.5832565E+00   2.9096057E+00
   2.7567682E+00  -1.2121186E-02  -3.5232513E+00   2.9075115E+00
   2.7599204E+00  -2.0397810E-02  -3.5092471E+00   2.9054568E+00
   2.7630496E+00  -6.5040728E-03  -3.4339643E+00   2.8988097E+00
   2.7663569E+00   2.7081711E-02  -3.3835227E+00   2.8966904E+00
   2.7696688E+00   3.3494812E-03  -3.3064585E+00   2.8924925E+00
   2.7729661E+00  -1.4422412E-02  -3.1873560E+00   2.8903799E+00
   2.7762172E+00   3.4835152E-02  -3.1601436E+00   2.8898404E+00
   2.7794933E+00   3.2172933E-02  -3.1710713E+00   2.8874648E+00
   2.7830274E+00   3.5490669E-02  -3.0755646E+00   2.8831427E+00
   2.7869236E+00   1.7444007E-02  -3.0322924E+00   2.8817351E+00
   2.7889349E+00   2.7288808E-02  -2.9994054E+00   2.8782868E+00
   2.7929580E+00   5.0768152E-02  -2.9355054E+00   2.8788249E+00
   2.7969508E+00   4.0577915E-02  -2.8858271E+00   2.8772643E+00
   2.7989314E+00   3.7238624E-02  -2.8012445E+00   2.8760431E+00
   2.8028715E+00   5.3595923E-02  -2.7688956E+00   2.8785856E+00
   2.8067191E+00   2.3200721E-02  -2.7575057E+00   2.8683603E+00
   2.8086057E+00   8.8219689E-03  -2.6983240E+00   2.8710015E+00
   2.8123028E+00   5.1062688E-02  -2.5680857E+00   2.8729665E+00
   2.8160191E+00   4.5554698E-02  -2.5637507E+00   2.8775218E+00
   2.8199904E+00   3.7479188E-02  -2.4792175E+00   2.8675056E+00
   2.8220043E+00   3.6993895E-02  -2.4707532E+00   2.8688018E+00
   2.8260295E+00   7.1304254E-02  -2.3957696E+00   2.8639870E+00
   2.8300514E+00   3.7803005E-02  -2.3356764E+00   2.8545303E+00
   2.8337080E+00  -8.9769410E-03  -2.1913900E+00   2.8508368E+00
   2.8363841E+00   5.4570701E-02  -2.1661682E+00   2.8598316E+00
   2.8393345E+00   8.3587691E-02  -2.1341176E+00   2.8633862E+00
   2.8425519E+00   4.0420506E-02  -2.1021364E+00   2.8640015E+00
   2.8458879E+00   5.1672217E-02  -2.0950310E+00   2.8730104E+00
   2.8490303E+00  -1.3392295E-02  -1.9810365E+00   2.8650968E+00
   2.8526676E+00   6.3775204E-02  -1.9077078E+00   2.8651934E+00
   2.8568785E+00   3.7650652E-02  -1.8819402E+00   2.8667433E+00
   2.8600483E+00   4.0659618E-02  -1.8585395E+00   2.8681593E+00
   2.8635430E+00   3.1030677E-02  -1.8350242E+00   2.8698633E+00
   2.8654225E+00   5.3773846E-02  -1.8133827E+00   2.8698623E+00
   2.8693125E+00   6.8778284E-03  -1.6960840E+00   2.8691666E+00
   2.8733156E+00   3.0463865E-02  -1.6360862E+00   2.8686998E+00
   2.8753169E+00   3.2655641E-02  -1.6232320E+00   2.8713610E+00
   2.8793185E+00   7.5739678E-03  -1.5690509E+00   2.8713551E+00
   2.8833189E+00   4.6269696E-02  -1.5258278E+00   2.8733828E+00
   2.8853190E+00   1.2707436E-01  -1.5187585E+00   2.8759248E+00
   2.8893182E+00   4.9700059E-02  -1.4394370E+00   2.8748505E+00
   2.8933165E+00   1.4937106E-02  -1.3977656E+00   2.8742373E+00
   2.8953152E+00   7.9200295E-04  -1.3557725E+00   2.8724148E+00
   2.8993120E+00   1.2940183E-02  -1.2420046E+00   2.8696818E+00
   2.9033082E+00   2.9956149E-02  -1.2185442E+00   2.8710513E+00
   2.9073031E+00   1.3071705E-02  -1.1766127E+00   2.8706732E+00
   2.9093003E+00   6.2596379E-04  -1.1645424E+00   2.8717642E+00
   2.9132941E+00  -7.6250941E-03  -1.1558170E+00   2.8728065E+00
   2.9172871E+00   2.3510592E-02  -1.0686638E+00   2.8742030E+00
   2.9192834E+00   1.3923707E-02  -1.0254753E+00   2.8749337E+00
   2.9232752E+00   1.9027220E-02  -9.6888405E-01   2.8755717E+00
   2.9272664E+00   1.2933429E-02  -8.8466740E-01   2.8752127E+00
   2.9292617E+00   1.7983641E-02  -8.5763520E-01   2.8747096E+00
   2.9332519E+00   1.8969201E-02  -8.2322991E-01   2.8746126E+00
   2.9362884E+00   1.9116657E-02  -7.9598254E-01   2.8760431E+00
   2.9396362E+00  -1.0122083E-02  -7.4766749E-01   2.8755949E+00
   2.9433272E+00   4.8509043E-02  -7.1932310E-01   2.8780770E+00
   2.9473066E+00   7.9906046E-02  -6.6286337E-01   2.8779349E+00
   2.9493010E+00   2.0705830E-04  -6.1735600E-01   2.8774757E+00
   2.9532897E+00  -6.5276381E-03  -5.8598638E-01   2.8786392E+00
   2.9572787E+00   4.6747262E-04  -5.3684747E-01   2.8799341E+00
   2.9592733E+00  -4.4602778E-02  -5.2495807E-01   2.8800757E+00
   2.9632628E+00   2.3453278E-02  -4.3543813E-01   2.8812509E+00
   2.9672525E+00   2.6431397E-02  -4.0230370E-01   2.8823531E+00
   2.9692476E+00  -2.5449010E-02  -3.7866572E-01   2.8821230E+00
   2.9732382E+00   2.1633124E-02  -3.4931496E-01   2.8850524E+00
   2.9772294E+00  -1.3471289E-02  -2.7691722E-01   2.8828018E+00
   2.9792252E+00  -2.5785656E-03  -2.5020114E-01   2.8845842E+00
   2.9832172E+00   1.1057921E-02  -2.1881150E-01   2.8855457E+00
   2.9872100E+00   1.7168919E-02  -1.2779509E-01   2.8873239E+00
   2.9892068E+00   9.1874920E-02  -5.9178829E-02   2.8870883E+00
   2.9932005E+00  -5.8684785E-02  -4.0750496E-02   2.8861082E+00
   2.9971952E+00   4.1813371E-03  -2.0246299E-02   2.8862796E+00
   2.9991927E+00   4.0084091E-03  -3.5316148E-03   2.8865378E+00
   3.0031884E+00   1.1719204E-02   5.8179956E-02   2.8862734E+00
   3.0071843E+00  -5.4906164E-03   2.2460754E-01   2.8905492E+00
   3.0091827E+00  -2.6589744E-02   2.4025454E-01   2.8889558E+00
   3.0131795E+00  -2.7640546E-02   2.2208877E-01   2.8882747E+00
   3.0171769E+00   8.7016523E-03   2.2787672E-01   2.8881669E+00
   3.0191755E+00   4.3258905E-02   2.1420653E-01   2.8891282E+00
   3.0231736E+00   1.8239854E-02   2.7140439E-01   2.8910272E+00
   3.0271716E+00   1.0983995E-02   3.9776945E-01   2.8923333E+00
   3.0291710E+00   1.8909028E-02   4.1772753E-01   2.8928812E+00
   3.0331695E+00   2.5749903E-02   5.0342858E-01   2.8938220E+00
   3.0371683E+00  -1.7433420E-02   5.8015323E-01   2.8945763E+00
   3.0391676E+00   1.6290197E-02   5.8108091E-01   2.8943419E+00
   3.0431666E+00   4.3422703E-02   5.9780878E-01   2.8924694E+00
   3.0471656E+00   2.4257493E-03   6.3538474E-01   2.8948781E+00
   3.0491650E+00   1.8421903E-02   6.5299565E-01   2.8950412E+00
   3.0531638E+00   4.3799523E-02   7.2220743E-01   2.8958075E+00
   3.0571625E+00  -2.8559854E-03   8.0229980E-01   2.8961871E+00
   3.0591619E+00   1.6380316E-02   8.7163001E-01   2.8978972E+00
   3.0631602E+00   6.0128704E-02   9.3372744E-01   2.8983011E+00
   3.0671580E+00   3.5614144E-02   9.4965982E-01   2.8986557E+00
   3.0691569E+00   3.8395938E-02   9.6046042E-01   2.8988338E+00
   3.0731542E+00   4.4843521E-02   1.0241650E+00   2.8996384E+00
   3.0771508E+00   3.6259543E-02   1.0776417E+00   2.9003322E+00
   3.0791488E+00  -1.3133786E-02   1.1222932E+00   2.8999827E+00
   3.0831153E+00   9.3578987E-02   1.2085204E+00   2.9037583E+00
   3.0870614E+00   2.3565412E-02   1.3028914E+00   2.9031029E+00
   3.0890584E+00   4.4288557E-02   1.3118311E+00   2.9026449E+00
   3.0930519E+00   4.2784147E-02   1.3457866E+00   2.9032614E+00
   3.0970445E+00   1.7568843E-02   1.3948888E+00   2.9036276E+00
   3.1010361E+00   1.1948821E-02   1.4664931E+00   2.9043005E+00
   3.1030316E+00   2.3678089E-02   1.5040371E+00   2.9047074E+00
   3.1070216E+00   6.4180702E-02   1.5960444E+00   2.9060938E+00
   3.1110106E+00   1.8462718E-02   1.6765332E+00   2.9066641E+00
   3.1130044E+00  -2.5875550E-03   1.7106544E+00   2.9067345E+00
   3.1169918E+00   3.5998669E-02   1.7645615E+00   2.9073634E+00
   3.1209779E+00   4.3176252E-02   1.8283197E+00   2.9078240E+00
   3.1229706E+00   2.2244437E-03   1.8607347E+00   2.9080830E+00
   3.1269550E+00   2.6300054E-02   1.9384131E+00   2.9106486E+00
   3.1309385E+00   6.9489017E-02   2.0178397E+00   2.9099834E+00
   3.1329298E+00   5.4766834E-02   2.0503953E+00   2.9107189E+00
   3.1369116E+00   3.0479418E-02   2.1260321E+00   2.9116940E+00
   3.1408925E+00   2.8436998E-02   2.1919248E+00   2.9122663E+00
   3.1428823E+00   3.4976345E-02   2.2437172E+00   2.9130535E+00
   3.1468618E+00  -3.7791662E-02   2.3475676E+00   2.9143941E+00
   3.1508403E+00  -1.3329023E-02   2.3999770E+00   2.9159636E+00
   3.1528294E+00   4.2144120E-02   2.4635928E+00   2.9167650E+00
   3.1568067E+00   2.9940616E-02   2.5327570E+00   2.9177678E+00
   3.1607833E+00   8.5706385E-03   2.5733647E+00   2.9177790E+00
   3.1627715E+00   1.2942199E-02   2.6117613E+00   2.9177005E+00
   3.1667471E+00   1.4073608E-02   2.6681941E+00   2.9178569E+00
   3.1707225E+00   1.1315227E-02   2.8547213E+00   2.9209554E+00
   3.1727099E+00   1.3599433E-02   2.8790042E+00   2.9216301E+00
   3.1766846E+00  -1.8133227E-02   2.9626436E+00   2.9234810E+00
   3.1806588E+00   1.0417097E-02   3.0272334E+00   2.9243150E+00
   3.1826460E+00   3.3709094E-02   3.0679550E+00   2.9254332E+00
   3.1866200E+00   7.8535289E-02   3.1112483E+00   2.9285212E+00
   3.1905940E+00   1.4413833E-02   3.2120292E+00   2.9287245E+00
   3.1945679E+00  -2.6203217E-02   3.2936034E+00   2.9301844E+00
   3.1965549E+00  -1.2618475E-02   3.3552337E+00   2.9316514E+00
   3.2005289E+00  -1.1785812E-02   3.3695195E+00   2.9318571E+00
   3.2044585E+00  -6.6426080E-03   3.5433159E+00   2.9369850E+00
   3.2064455E+00   1.3425173E-02   3.6028769E+00   2.9381609E+00
   3.2104199E+00  -1.8738143E-02   3.7124448E+00   2.9408762E+00
   3.2143943E+00  -4.3173321E-02   3.7739134E+00   2.9433172E+00
   3.2163818E+00  -3.3222698E-02   3.8096452E+00   2.9442165E+00
   3.2203567E+00   2.1046933E-02   3.8946688E+00   2.9462116E+00
   3.2243321E+00  -1.3729203E-02   3.9786360E+00   2.9487913E+00
   3.2263200E+00  -2.2795182E-02   4.0359154E+00   2.9504983E+00
   3.2302959E+00  -2.0323664E-02   4.1321874E+00   2.9544201E+00
   3.2342134E+00  -2.2163123E-02   4.2185445E+00   2.9557590E+00
   3.2361374E+00  -2.0969363E-02   4.2740450E+00   2.9600825E+00
   3.2399271E+00  -2.0106899E-02   4.3438301E+00   2.9605303E+00
   3.2436528E+00  -3.8098734E-02   4.4862843E+00   2.9651325E+00
   3.2473257E+00  -1.5271332E-02   4.5612397E+00   2.9669993E+00
   3.2509766E+00  -2.4579918E-02   4.6896486E+00   2.9700286E+00
   3.2528324E+00  -3.6835946E-02   4.6829267E+00   2.9701908E+00
   3.2566447E+00  -3.0401094E-02   4.7634492E+00   2.9724760E+00
   3.2605987E+00  -3.5223391E-02   4.8704629E+00   2.9772623E+00
   3.2645779E+00  -4.6252038E-02   4.9463902E+00   2.9807835E+00
   3.2678576E+00  -4.6670876E-02   5.0282421E+00   2.9817767E+00
   3.2707510E+00  -6.5662049E-02   5.1599417E+00   2.9828210E+00
   3.2739408E+00  -6.3825116E-02   5.1753469E+00   2.9859066E+00
   3.2774577E+00  -3.7016466E-02   5.2817917E+00   2.9927285E+00
   3.2812369E+00  -6.0259681E-02   5.3319459E+00   2.9960976E+00
   3.2831137E+00  -7.8967735E-02   5.4041862E+00   2.9980013E+00
   3.2868352E+00  -3.7489679E-02   5.5323606E+00   3.0014045E+00
   3.2905149E+00  -6.6328123E-02   5.5741377E+00   3.0057585E+00
   3.2941539E+00  -7.9164498E-02   5.6962528E+00   3.0055799E+00
   3.2977538E+00  -7.1374528E-02   5.8543773E+00   3.0138838E+00
   3.3013158E+00  -5.5219639E-02   5.8321195E+00   3.0164368E+00
   3.3030829E+00  -4.3086190E-02   5.8560596E+00   3.0189764E+00
   3.3065903E+00  -6.9831349E-02   6.0442700E+00   3.0246649E+00
   3.3100624E+00  -4.6490856E-02   6.0905790E+00   3.0343926E+00
   3.3135004E+00  -6.2400587E-02   6.1697798E+00   3.0330474E+00
   3.3169055E+00  -5.4982744E-02   6.2638459E+00   3.0369556E+00
   3.3202782E+00  -5.5269543E-02   6.3205481E+00   3.0399034E+00
   3.3236198E+00  -6.0603529E-02   6.3925543E+00   3.0380874E+00
   3.3269310E+00  -4.4898380E-02   6.5073724E+00   3.0508637E+00
   3.3302126E+00  -4.6361431E-02   6.5227308E+00   3.0492361E+00
   3.3334653E+00  -6.1578836E-02   6.6691561E+00   3.0507176E+00
   3.3366902E+00  -1.3940414E-02   6.7718306E+00   3.0587318E+00
   3.3414762E+00  -8.4139347E-02   6.9075518E+00   3.0637448E+00
