  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   15:09:47  02/16/2024 cisn     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1      858      0.000E+00      1.714E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.4328948E+00   4.8734073E-02  -2.1415784E+00   3.1754274E+00
   1.4349487E+00   4.5206301E-02  -2.1524289E+00   3.1755645E+00
   1.4370252E+00  -1.0655243E-01  -2.2989757E+00   3.1701107E+00
   1.4391211E+00  -6.6634074E-02  -2.3316026E+00   3.1730404E+00
   1.4412355E+00   1.0516948E-01  -2.5398395E+00   3.1802022E+00
   1.4433795E+00   7.9876050E-02  -2.6078236E+00   3.1721003E+00
   1.4453644E+00   1.4244514E-03  -2.6198533E+00   3.1710801E+00
   1.4479792E+00   2.5703840E-02  -2.6712611E+00   3.1656182E+00
   1.4493855E+00   6.7682769E-03  -2.7484846E+00   3.1670599E+00
   1.4508622E+00   5.8308367E-02  -2.7452419E+00   3.1704121E+00
   1.4534557E+00   4.8462745E-02  -2.8967733E+00   3.1694098E+00
   1.4548504E+00   3.4528434E-02  -2.9355752E+00   3.1689296E+00
   1.4563150E+00  -1.6888121E-01  -2.9629979E+00   3.1629770E+00
   1.4578527E+00  -2.6636031E-01  -3.1387832E+00   3.1675689E+00
   1.4594674E+00  -2.6110861E-01  -3.4074776E+00   3.1754694E+00
   1.4608783E+00  -6.0904916E-02  -3.2980464E+00   3.1710443E+00
   1.4639152E+00   5.1463295E-02  -3.3389482E+00   3.1662910E+00
   1.4655485E+00   3.0890555E-04  -3.3781118E+00   3.1744211E+00
   1.4672633E+00   5.3706314E-02  -3.5289838E+00   3.1686966E+00
   1.4690641E+00   1.2589752E-02  -3.7487099E+00   3.1676452E+00
   1.4709548E+00  -8.6760864E-02  -3.6772227E+00   3.1633127E+00
   1.4727550E+00  -5.5345461E-02  -3.6710534E+00   3.1662900E+00
   1.4745032E+00  -5.0582245E-02  -3.8116210E+00   3.1626537E+00
   1.4763387E+00   6.6302575E-02  -3.8809171E+00   3.1670611E+00
   1.4779747E+00   7.8017205E-02  -3.9427569E+00   3.1652417E+00
   1.4795988E+00  -1.8201519E-02  -3.9417725E+00   3.1644900E+00
   1.4813039E+00  -5.1318031E-02  -4.0508175E+00   3.1649141E+00
   1.4830945E+00  -4.4505559E-02  -4.0282850E+00   3.1626167E+00
   1.4849745E+00  -5.4174151E-02  -4.0679283E+00   3.1617258E+00
   1.4869485E+00   2.8841970E-02  -4.1924796E+00   3.1620882E+00
   1.4890212E+00   4.1138932E-02  -4.2138791E+00   3.1617761E+00
   1.4911976E+00   1.0648983E-02  -4.2498446E+00   3.1604707E+00
   1.4934827E+00  -8.8969292E-03  -4.3511143E+00   3.1634853E+00
   1.4958822E+00   7.7637127E-03  -4.4160094E+00   3.1659460E+00
   1.4984015E+00   1.4100864E-02  -4.4500804E+00   3.1645079E+00
   1.5006315E+00  -1.8090745E-02  -4.5480976E+00   3.1688926E+00
   1.5025178E+00  -5.1465869E-02  -4.6177430E+00   3.1695509E+00
   1.5044986E+00  -2.0503134E-02  -4.6735640E+00   3.1670959E+00
   1.5065784E+00   1.2225701E-02  -4.7377748E+00   3.1657412E+00
   1.5078757E+00   3.9020195E-03  -4.8149285E+00   3.1676989E+00
   1.5092379E+00   2.1997284E-02  -4.8449507E+00   3.1657944E+00
   1.5106683E+00  -4.8255164E-02  -4.9102974E+00   3.1642234E+00
   1.5132444E+00  -6.3157901E-02  -5.0020118E+00   3.1632907E+00
   1.5144258E+00  -8.5879847E-02  -4.9555106E+00   3.1632271E+00
   1.5168164E+00   2.4034129E-02  -5.0177336E+00   3.1605668E+00
   1.5180417E+00   2.5214685E-02  -5.0547276E+00   3.1606481E+00
   1.5193173E+00  -3.9042156E-02  -5.0881295E+00   3.1610494E+00
   1.5220630E+00  -3.5266738E-02  -5.0781193E+00   3.1554511E+00
   1.5235397E+00   1.3517652E-03  -5.1701660E+00   3.1576521E+00
   1.5250901E+00  -9.0840222E-05  -5.2050138E+00   3.1569264E+00
   1.5267181E+00  -2.4576280E-02  -5.2535820E+00   3.1589360E+00
   1.5284275E+00  -2.4127653E-02  -5.2852383E+00   3.1521413E+00
   1.5302224E+00  -5.3813148E-02  -5.2561212E+00   3.1497207E+00
   1.5320189E+00  -3.7693191E-02  -5.3479204E+00   3.1539674E+00
   1.5337759E+00  -1.8039888E-02  -5.4046245E+00   3.1551170E+00
   1.5354953E+00  -2.6041601E-02  -5.4239049E+00   3.1530712E+00
   1.5371805E+00  -2.9467231E-02  -5.4048543E+00   3.1505313E+00
   1.5388361E+00  -2.4074276E-03  -5.4305162E+00   3.1495287E+00
   1.5404673E+00  -6.2418580E-02  -5.5028429E+00   3.1467688E+00
   1.5420665E+00  -2.2363590E-02  -5.4850192E+00   3.1390646E+00
   1.5436409E+00  -7.0657972E-03  -5.5428524E+00   3.1443677E+00
   1.5451924E+00  -3.8937002E-02  -5.5712228E+00   3.1351895E+00
   1.5467243E+00  -1.1037917E-02  -5.6423821E+00   3.1305466E+00
   1.5482411E+00  -4.2758528E-02  -5.5876002E+00   3.1340208E+00
   1.5512290E+00  -8.6902371E-03  -5.6490583E+00   3.1376233E+00
   1.5526918E+00  -5.3751551E-02  -5.6722741E+00   3.1332898E+00
   1.5541317E+00  -6.9095217E-02  -5.6768432E+00   3.1303611E+00
   1.5555520E+00   1.2658585E-02  -5.6943169E+00   3.1290476E+00
   1.5569521E+00  -5.5549210E-03  -5.7352343E+00   3.1400206E+00
   1.5597128E+00  -3.8219880E-02  -5.7604947E+00   3.1234236E+00
   1.5611478E+00  -5.8724720E-02  -5.8154688E+00   3.1335769E+00
   1.5626546E+00  -1.8293483E-02  -5.7865705E+00   3.1260824E+00
   1.5641952E+00  -1.4782460E-02  -5.7527442E+00   3.1227701E+00
   1.5657599E+00  -1.8666755E-02  -5.7775841E+00   3.1170650E+00
   1.5673331E+00   2.9864943E-02  -5.7973490E+00   3.1189985E+00
   1.5689141E+00  -2.5711061E-02  -5.8231373E+00   3.1155536E+00
   1.5704894E+00   2.0409117E-02  -5.8295760E+00   3.1153069E+00
   1.5736219E+00   3.3654612E-02  -5.8191748E+00   3.1118386E+00
   1.5751833E+00   3.4532931E-02  -5.8300004E+00   3.1100574E+00
   1.5767400E+00   4.2727735E-02  -5.8105168E+00   3.1048298E+00
   1.5783005E+00  -6.5311208E-02  -5.8616819E+00   3.0965080E+00
   1.5798880E+00   2.6774636E-02  -5.8304081E+00   3.1021810E+00
   1.5813468E+00  -6.0973365E-02  -5.9222684E+00   3.1077037E+00
   1.5827802E+00  -2.4167145E-02  -5.8627472E+00   3.1056681E+00
   1.5842129E+00  -6.3127126E-03  -5.8455019E+00   3.1010046E+00
   1.5870782E+00  -6.1672434E-02  -5.7515955E+00   3.1051905E+00
   1.5885109E+00   1.6663674E-02  -5.7359109E+00   3.1088846E+00
   1.5899435E+00  -3.3458542E-02  -5.8538938E+00   3.0987606E+00
   1.5913762E+00   1.6409749E-02  -5.8761945E+00   3.1008384E+00
   1.5928805E+00  -2.1097178E-02  -5.8521948E+00   3.1040373E+00
   1.5944599E+00  -9.7374525E-03  -5.8065376E+00   3.1064327E+00
   1.5961185E+00  -3.7089221E-02  -5.8141174E+00   3.1079319E+00
   1.5978599E+00  -3.6273573E-02  -5.7998385E+00   3.1108122E+00
   1.5996883E+00   3.7636138E-02  -5.7359467E+00   3.1114113E+00
   1.6016082E+00   2.0785568E-02  -5.7083130E+00   3.1111186E+00
   1.6036103E+00  -1.0625665E-02  -5.7342420E+00   3.1096659E+00
   1.6057031E+00  -1.1774269E-02  -5.7599034E+00   3.1117697E+00
   1.6077740E+00   5.9864996E-03  -5.7631578E+00   3.1125798E+00
   1.6097156E+00  -6.7193747E-02  -5.7313728E+00   3.1067579E+00
   1.6115479E+00  -3.4753531E-02  -5.6204228E+00   3.1039784E+00
   1.6132902E+00  -4.0216479E-02  -5.6612310E+00   3.1165206E+00
   1.6149690E+00  -2.9059708E-02  -5.5245094E+00   3.1119978E+00
   1.6182767E+00  -8.2424216E-02  -5.5519786E+00   3.1119375E+00
   1.6215510E+00   2.3050528E-02  -5.5344486E+00   3.1136909E+00
   1.6230983E+00   1.6297540E-02  -5.4557915E+00   3.1237841E+00
   1.6245978E+00  -2.4719333E-02  -5.4318585E+00   3.1149797E+00
   1.6260581E+00  -6.2865098E-03  -5.4174161E+00   3.1137254E+00
   1.6274791E+00  -7.5756833E-02  -5.5055475E+00   3.1099443E+00
   1.6288625E+00  -6.5177972E-03  -5.4162693E+00   3.1073725E+00
   1.6315533E+00  -4.7340456E-02  -5.2950597E+00   3.1101956E+00
   1.6329448E+00  -8.9760520E-02  -5.2670627E+00   3.1123083E+00
   1.6344060E+00  -5.8799855E-02  -5.2930536E+00   3.1144860E+00
   1.6359402E+00  -1.6646259E-02  -5.2640367E+00   3.1134615E+00
   1.6375512E+00  -2.5733156E-02  -5.1542897E+00   3.1141050E+00
   1.6392426E+00  -9.7641326E-02  -5.1025066E+00   3.1149418E+00
   1.6410187E+00  -8.6631201E-02  -5.1236725E+00   3.1162541E+00
   1.6428146E+00  -7.2926037E-02  -5.0799198E+00   3.1167881E+00
   1.6445245E+00  -5.3516455E-02  -5.1436272E+00   3.1187952E+00
   1.6463197E+00   7.2876975E-02  -5.0874248E+00   3.1196084E+00
   1.6482048E+00   4.5174185E-02  -4.9987574E+00   3.1201525E+00
   1.6501842E+00   3.1327114E-02  -4.9460936E+00   3.1212201E+00
   1.6521891E+00  -4.7451973E-02  -4.9110665E+00   3.1215358E+00
   1.6542276E+00  -8.3825849E-02  -4.8747621E+00   3.1234887E+00
   1.6563680E+00  -7.0304042E-03  -4.6685214E+00   3.1229532E+00
   1.6585706E+00  -6.3335367E-02  -4.7400870E+00   3.1264877E+00
   1.6607932E+00  -7.3551476E-02  -4.7007608E+00   3.1278722E+00
   1.6626037E+00  -6.5663025E-02  -4.6097732E+00   3.1282873E+00
   1.6645048E+00  -8.3787590E-02  -4.5049167E+00   3.1278148E+00
   1.6665009E+00  -4.7859490E-02  -4.5274220E+00   3.1288612E+00
   1.6685969E+00   5.1358148E-02  -4.4402919E+00   3.1285245E+00
   1.6706828E+00   6.2686995E-02  -4.4428682E+00   3.1297352E+00
   1.6727601E+00   1.0490718E-02  -4.3591018E+00   3.1285598E+00
   1.6744649E+00  -7.3545356E-03  -4.2502146E+00   3.1281111E+00
   1.6762550E+00  -4.6148047E-02  -4.2749796E+00   3.1304102E+00
   1.6781015E+00  -1.2404593E-01  -4.1766620E+00   3.1307015E+00
   1.6798450E+00  -1.5317295E-01  -4.0971394E+00   3.1315351E+00
   1.6816754E+00  -1.0747268E-01  -4.0814638E+00   3.1287198E+00
   1.6835976E+00  -6.9951430E-02  -4.0329070E+00   3.1288252E+00
   1.6859783E+00  -6.5298989E-02  -3.8610442E+00   3.1309078E+00
   1.6872586E+00  -7.4010149E-02  -3.8889773E+00   3.1317978E+00
   1.6900146E+00  -6.2747784E-02  -3.8903837E+00   3.1300237E+00
   1.6914968E+00  -1.0008282E-01  -3.7705648E+00   3.1266291E+00
   1.6930531E+00  -3.1650860E-02  -3.7378721E+00   3.1259482E+00
   1.6946872E+00  -3.9931007E-02  -3.6642337E+00   3.1236498E+00
   1.6964030E+00   5.7669971E-03  -3.6141217E+00   3.1258085E+00
   1.6982046E+00  -1.8502397E-02  -3.5309274E+00   3.1276982E+00
   1.7000964E+00   4.6241585E-02  -3.4868460E+00   3.1304908E+00
   1.7020826E+00  -5.2153256E-02  -3.2774565E+00   3.1341579E+00
   1.7040998E+00  -3.3234008E-02  -3.2051010E+00   3.1342547E+00
   1.7061086E+00  -3.4129556E-02  -3.2066727E+00   3.1363678E+00
   1.7081139E+00  -3.6241073E-02  -3.1546834E+00   3.1348679E+00
   1.7101049E+00   1.0122870E-02  -3.2059679E+00   3.1350515E+00
   1.7119863E+00  -3.8442940E-02  -3.0663550E+00   3.1313941E+00
   1.7136784E+00  -8.5305080E-02  -3.0085380E+00   3.1293290E+00
