  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   22:11:33  02/15/2024 tgtc     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      4.932E+00
   time              pfxob_1         pfyob_1         pfzob_1
   3.4617000E+00   3.2048323E-03   3.7770420E-01   7.4882233E-01
   3.4666097E+00   3.7660582E-03   3.9219868E-01   7.4863321E-01
   3.4715197E+00   3.4865527E-03   4.0382844E-01   7.4826449E-01
   3.4764295E+00   3.7422339E-03   4.6774372E-01   7.4845600E-01
   3.4813392E+00   4.2328998E-03   4.4772136E-01   7.4825180E-01
   3.4862492E+00   3.6638358E-03   4.5209530E-01   7.4731392E-01
   3.4911590E+00   4.0759379E-03   4.9942258E-01   7.4684870E-01
   3.4960687E+00   4.4600521E-03   5.4582012E-01   7.4654287E-01
   3.5009785E+00   4.6050530E-03   5.6272095E-01   7.4609584E-01
   3.5058882E+00   4.4998382E-03   5.9802610E-01   7.4566656E-01
   3.5107980E+00   4.2506396E-03   6.2511474E-01   7.4570948E-01
   3.5157077E+00   4.1377465E-03   6.2891865E-01   7.4568754E-01
   3.5206175E+00   3.8372632E-03   6.4056128E-01   7.4507660E-01
   3.5255272E+00   3.1641894E-03   6.7781156E-01   7.4468154E-01
   3.5304370E+00   6.6900318E-03   7.1463305E-01   7.4431568E-01
   3.5353467E+00   5.2659316E-03   7.4281698E-01   7.4373955E-01
   3.5402565E+00  -1.7223454E-03   7.5958145E-01   7.4333531E-01
   3.5446656E+00   4.5667631E-03   7.7807999E-01   7.4296600E-01
   3.5493660E+00   3.4965661E-03   7.9243219E-01   7.4258101E-01
   3.5548077E+00   2.5534891E-03   8.4626979E-01   7.4249446E-01
   3.5589039E+00   2.5890318E-03   8.5937065E-01   7.4237633E-01
   3.5658488E+00   2.0968977E-03   8.7118846E-01   7.4183357E-01
   3.5710769E+00   2.0724696E-03   9.0164453E-01   7.4114519E-01
   3.5738883E+00   1.8742293E-03   9.2314404E-01   7.4101716E-01
   3.5799403E+00   1.6608024E-03   9.5518118E-01   7.4076402E-01
   3.5831285E+00   1.7069461E-03   9.7036678E-01   7.4044865E-01
   3.5895047E+00   1.2020493E-03   1.0003549E+00   7.3993772E-01
   3.5958807E+00   1.1908609E-03   1.0345402E+00   7.3945433E-01
   3.5990689E+00   1.3725266E-04   1.0922275E+00   7.3917127E-01
   3.6051855E+00   1.3227878E-03   1.0889298E+00   7.3932034E-01
   3.6079848E+00   1.1762164E-03   1.0857562E+00   7.3895329E-01
   3.6131575E+00  -1.6907589E-04   1.1001259E+00   7.3822367E-01
   3.6201973E+00   2.9579771E-04   1.1715629E+00   7.3771363E-01
   3.6249502E+00  -1.5318216E-03   1.1992869E+00   7.3750389E-01
   3.6285360E+00   4.2581591E-03   1.2183396E+00   7.3702139E-01
   3.6345298E+00   2.2797161E-03   1.2394251E+00   7.3656589E-01
   3.6390417E+00  -1.2165318E-02   1.2579085E+00   7.3614961E-01
   3.6440160E+00  -1.1963779E-03   1.2828175E+00   7.3598200E-01
   3.6495004E+00  -8.2922797E-04   1.3136455E+00   7.3557913E-01
   3.6524498E+00  -1.9650066E-03   1.3912102E+00   7.3524010E-01
   3.6586418E+00  -4.1018942E-04   1.3752137E+00   7.3579341E-01
   3.6643295E+00  -6.2947412E-04   1.3668871E+00   7.3499799E-01
   3.6670721E+00  -2.0861137E-03   1.3792708E+00   7.3460722E-01
   3.6729758E+00  -1.3472406E-03   1.4598501E+00   7.3430675E-01
   3.6793389E+00  -4.9305317E-04   1.4599662E+00   7.3385757E-01
   3.6824269E+00   1.0984233E-03   1.4949979E+00   7.3302305E-01
   3.6888032E+00  -2.4825160E-03   1.5102549E+00   7.3289716E-01
   3.6918440E+00  -1.7886008E-03   1.5298530E+00   7.3258638E-01
   3.6982203E+00  -4.4970969E-03   1.6294030E+00   7.3185784E-01
   3.7014081E+00  -3.7632354E-03   1.6303524E+00   7.3217505E-01
   3.7077844E+00  -1.6605945E-03   1.6170219E+00   7.3192471E-01
   3.7141607E+00  -2.7353016E-03   1.6337579E+00   7.3112339E-01
   3.7173486E+00  -4.7285696E-03   1.7196004E+00   7.3062652E-01
   3.7237248E+00  -2.8670179E-03   1.7253244E+00   7.3136795E-01
   3.7269130E+00  -3.8820107E-03   1.7229837E+00   7.3116386E-01
   3.7332890E+00  -2.7453916E-03   1.7933441E+00   7.2986221E-01
   3.7364771E+00  -4.4128527E-03   1.7970568E+00   7.3015243E-01
   3.7428534E+00  -4.2186650E-03   1.8124919E+00   7.2977573E-01
   3.7460413E+00  -4.3097958E-03   1.8679788E+00   7.2916120E-01
   3.7521088E+00  -4.0865820E-03   1.8753988E+00   7.2922945E-01
   3.7571981E+00  -4.0778522E-03   1.8969698E+00   7.2844952E-01
   3.7617931E+00  -5.1336340E-03   1.9719170E+00   7.2835225E-01
   3.7666583E+00  -6.0178023E-03   1.9622917E+00   7.2844827E-01
   3.7720222E+00  -5.1314770E-03   1.9661314E+00   7.2790110E-01
   3.7779360E+00  -5.3599835E-03   2.0643888E+00   7.2713023E-01
   3.7811165E+00  -4.4411961E-03   2.0635238E+00   7.2737437E-01
   3.7874925E+00  -4.8951684E-03   2.0654213E+00   7.2703016E-01
   3.7906806E+00  -5.0911307E-03   2.0724058E+00   7.2678453E-01
   3.7963612E+00  -4.4041355E-03   2.1394472E+00   7.2625059E-01
   3.8026042E+00  -3.5903447E-03   2.1516626E+00   7.2639221E-01
   3.8057923E+00  -3.6022759E-03   2.1666415E+00   7.2598952E-01
   3.8121684E+00  -4.2421971E-03   2.2390621E+00   7.2589624E-01
   3.8153565E+00  -4.1859257E-03   2.2393043E+00   7.2594535E-01
   3.8217325E+00  -4.4156713E-03   2.2517507E+00   7.2516817E-01
   3.8248050E+00  -5.8173737E-04   2.3145456E+00   7.2447735E-01
   3.8311810E+00   4.4081298E-05   2.3254070E+00   7.2492498E-01
   3.8370576E+00  -1.4326468E-03   2.3819768E+00   7.2413582E-01
   3.8397818E+00  -3.9790864E-03   2.3893063E+00   7.2470987E-01
   3.8448865E+00  -1.7226747E-03   2.4050746E+00   7.2375268E-01
   3.8518548E+00  -3.3878692E-04   2.4547217E+00   7.2273540E-01
   3.8562191E+00  -6.1936741E-04   2.4832268E+00   7.2348940E-01
   3.8603923E+00   1.2384166E-03   2.5086110E+00   7.2262812E-01
   3.8662868E+00  -2.5328540E-03   2.5415201E+00   7.2250706E-01
   3.8698103E+00   4.9512507E-03   2.5614972E+00   7.2248113E-01
   3.8746698E+00   3.9501785E-05   2.6400294E+00   7.2257483E-01
   3.8807476E+00  -3.0492081E-03   2.5716226E+00   7.2446507E-01
   3.8853617E+00   3.8537759E-04   2.6867900E+00   7.2175300E-01
   3.8899040E+00   2.8504406E-03   2.6958339E+00   7.2093582E-01
   3.8958428E+00   3.1390740E-03   2.6970618E+00   7.2054988E-01
   3.9008470E+00   1.2728358E-03   2.7110164E+00   7.1954811E-01
   3.9046142E+00  -1.2773103E-03   2.7461843E+00   7.2031981E-01
   3.9101357E+00   2.2759063E-03   2.8038504E+00   7.2031850E-01
   3.9139895E+00   2.9380813E-03   2.8146808E+00   7.2052574E-01
   3.9194489E+00   4.0086913E-03   2.8392820E+00   7.2039384E-01
   3.9251904E+00   1.2841723E-03   2.8686752E+00   7.2042102E-01
   3.9295125E+00   2.2586950E-03   2.8918264E+00   7.2048044E-01
   3.9342775E+00  -6.6296212E-05   2.9600310E+00   7.2229517E-01
   3.9395311E+00  -1.1364634E-03   2.9570086E+00   7.2111291E-01
   3.9440210E+00   2.4998474E-03   2.9443600E+00   7.2309679E-01
   3.9489710E+00  -8.7341032E-04   3.0537021E+00   7.1823907E-01
   3.9538474E+00   3.3120729E-03   3.0298128E+00   7.1890086E-01
   3.9588721E+00  -7.4866466E-04   3.0517190E+00   7.1912026E-01
   3.9640508E+00  -7.9733459E-04   3.0837479E+00   7.1919245E-01
   3.9685032E+00   3.1295859E-03   3.1302223E+00   7.1786559E-01
   3.9736018E+00   2.4890518E-03   3.1673265E+00   7.1918005E-01
   3.9795039E+00  -1.1468448E-04   3.1802897E+00   7.1916449E-01
   3.9838400E+00  -1.3562868E-03   3.2008939E+00   7.1680415E-01
   3.9891601E+00   3.0736451E-04   3.2403841E+00   7.2428316E-01
   3.9929969E+00   6.3925330E-04   3.2564061E+00   7.1866059E-01
   3.9983332E+00  -5.3262030E-04   3.2937171E+00   7.2307271E-01
   4.0037360E+00   1.1520088E-03   3.3154697E+00   7.1893656E-01
   4.0094161E+00   1.3629765E-03   3.3421369E+00   7.1648490E-01
   4.0131068E+00  -1.7545511E-03   3.3673568E+00   7.2308654E-01
   4.0185218E+00   8.0438796E-04   3.3950534E+00   7.1735924E-01
   4.0239849E+00   8.8289293E-04   3.4151909E+00   7.1621096E-01
   4.0276990E+00   8.7062264E-04   3.4328959E+00   7.1605802E-01
   4.0333700E+00   6.4529222E-04   3.4643078E+00   7.1430570E-01
   4.0390391E+00  -1.0529788E-03   3.4937832E+00   7.1410859E-01
   4.0430269E+00   3.3284823E-04   3.5074797E+00   7.1366596E-01
   4.0470891E+00   2.0884182E-03   3.5263996E+00   7.1285599E-01
   4.0532646E+00   2.5984790E-04   3.5530784E+00   7.1248865E-01
   4.0573525E+00  -1.0024344E-03   3.5735095E+00   7.1128666E-01
   4.0626831E+00   2.1266280E-04   3.6063952E+00   7.1081555E-01
   4.0682168E+00  -2.3169131E-03   3.6085415E+00   7.0971555E-01
   4.0736403E+00  -9.7223249E-04   3.6310487E+00   7.0859557E-01
   4.0773306E+00   1.5694298E-03   3.6726580E+00   7.0704275E-01
   4.0831709E+00  -4.2698879E-04   3.6599145E+00   7.0636731E-01
   4.0880013E+00  -3.1329056E-03   3.6762419E+00   7.0590246E-01
   4.0924897E+00  -2.0167141E-03   3.6999948E+00   7.0502549E-01
   4.0970416E+00  -1.0712472E-04   3.7111828E+00   7.0389587E-01
   4.1017170E+00  -2.9755076E-03   3.7242842E+00   7.0237935E-01
   4.1079125E+00  -5.1109665E-03   3.7418227E+00   6.9989669E-01
   4.1126328E+00  -4.6412926E-03   3.7401965E+00   7.0231426E-01
   4.1175318E+00  -3.0405596E-03   3.7531543E+00   7.0168209E-01
   4.1226010E+00  -3.6271208E-03   3.7724767E+00   7.0145440E-01
   4.1261225E+00  -3.5384495E-03   3.7778602E+00   7.0008844E-01
   4.1316876E+00  -3.8819397E-03   3.7446232E+00   7.0093650E-01
   4.1371450E+00  -9.8215556E-04   3.8166096E+00   7.0254689E-01
   4.1420360E+00  -1.3891401E-03   3.8271983E+00   7.0156497E-01
   4.1469159E+00  -4.1829543E-03   3.8274632E+00   7.0133179E-01
   4.1518459E+00   1.4135003E-03   3.7799346E+00   6.9668430E-01
   4.1568384E+00  -1.6212915E-03   3.7973905E+00   6.9444180E-01
   4.1619444E+00  -1.4903670E-03   3.8225205E+00   6.9375342E-01
   4.1669812E+00  -2.6963803E-03   3.8394780E+00   6.9357121E-01
   4.1721311E+00  -2.8587247E-03   3.8147101E+00   6.9255543E-01
   4.1758657E+00  -3.0699158E-03   3.8032625E+00   6.9321150E-01
   4.1814389E+00  -3.6625494E-03   3.8158455E+00   6.9259524E-01
   4.1869817E+00  -1.8207351E-03   3.8287027E+00   6.9187397E-01
   4.1906610E+00  -3.6503260E-03   3.8236465E+00   6.9068247E-01
   4.1961589E+00  -4.7684936E-03   3.8090348E+00   6.9032604E-01
   4.2016311E+00  -2.0809411E-03   3.8027508E+00   6.8862754E-01
   4.2052655E+00  -2.3955607E-03   3.8017178E+00   6.8755066E-01
   4.2106957E+00  -2.2190483E-03   3.7989323E+00   6.8543726E-01
   4.2161002E+00  -4.0332647E-03   3.7768803E+00   6.8358201E-01
   4.2214789E+00  -3.4540612E-03   3.7668965E+00   6.8238419E-01
   4.2250500E+00  -3.3637448E-03   3.7661109E+00   6.8132758E-01
   4.2303843E+00  -7.1604457E-03   3.7467916E+00   6.7945796E-01
   4.2356935E+00  -3.8557653E-03   3.7308238E+00   6.7842239E-01
   4.2409782E+00  -1.9669684E-03   3.7214525E+00   6.7703563E-01
   4.2444887E+00  -6.4965622E-03   3.7005544E+00   6.7672181E-01
   4.2497187E+00  -1.3793971E-03   3.6991291E+00   6.7601776E-01
   4.2549310E+00  -5.6689880E-03   3.6726797E+00   6.7448771E-01
   4.2600932E+00  -5.5524171E-03   3.6482847E+00   6.7346156E-01
   4.2652111E+00  -5.4105720E-03   3.6376150E+00   6.7227226E-01
   4.2703242E+00  -4.2719338E-03   3.6133447E+00   6.7046607E-01
   4.2754192E+00  -5.1335455E-03   3.5986297E+00   6.6891944E-01
   4.2804904E+00  -8.6194165E-03   3.5710986E+00   6.6650862E-01
   4.2838564E+00  -4.4323057E-03   3.5319681E+00   6.6542399E-01
   4.2888827E+00  -7.7821119E-03   3.5134704E+00   6.6421759E-01
   4.2938790E+00  -7.3805097E-03   3.5125432E+00   6.6265422E-01
   4.2988539E+00  -1.0123942E-02   3.4927161E+00   6.6135216E-01
   4.3038092E+00  -9.9273175E-03   3.4272053E+00   6.5934026E-01
   4.3087568E+00  -8.9302706E-03   3.3965101E+00   6.5853214E-01
   4.3136940E+00  -8.1985518E-03   3.3753545E+00   6.5751940E-01
   4.3186169E+00  -1.1124146E-02   3.3619261E+00   6.5638334E-01
   4.3235235E+00  -1.0227168E-02   3.3505464E+00   6.5519822E-01
   4.3284125E+00  -8.3275512E-03   3.2921896E+00   6.5357655E-01
   4.3332829E+00  -1.0427654E-02   3.2340274E+00   6.5179199E-01
   4.3381338E+00  -1.0517661E-02   3.2122190E+00   6.5033823E-01
   4.3445697E+00  -9.6153254E-03   3.1943343E+00   6.4818794E-01
   4.3493719E+00  -5.2229813E-03   3.1340053E+00   6.4739317E-01
   4.3541288E+00  -8.7821390E-03   3.0901742E+00   6.4551634E-01
   4.3588910E+00  -1.3537249E-02   3.0530589E+00   6.4423418E-01
   4.3636355E+00  -1.1059873E-02   3.0079398E+00   6.4266163E-01
   4.3683634E+00  -1.1120888E-02   2.9795790E+00   6.4149857E-01
   4.3730750E+00  -7.7694403E-03   2.9187679E+00   6.3972360E-01
   4.3777728E+00  -1.0957613E-02   2.8951442E+00   6.3928229E-01
   4.3840165E+00  -1.2741704E-02   2.8416212E+00   6.3781190E-01
   4.3886838E+00  -1.3284386E-02   2.7891409E+00   6.3656849E-01
   4.3933387E+00  -1.3860699E-02   2.7408402E+00   6.3554806E-01
   4.3979840E+00  -1.3988768E-02   2.7122824E+00   6.3455111E-01
   4.4026194E+00  -1.3814331E-02   2.6605227E+00   6.3327020E-01
   4.4072447E+00  -1.5342963E-02   2.5983860E+00   6.3166326E-01
   4.4133992E+00  -1.4839291E-02   2.5445335E+00   6.3010609E-01
   4.4180083E+00  -1.6335763E-02   2.5051880E+00   6.2889034E-01
   4.4226127E+00  -1.6950157E-02   2.4627533E+00   6.2750256E-01
   4.4272132E+00  -1.8496247E-02   2.4073932E+00   6.2612170E-01
   4.4322491E+00  -2.5254587E-02   2.3170502E+00   6.2427306E-01
   4.4382229E+00  -2.2957800E-02   2.2817936E+00   6.2402803E-01
   4.4428120E+00  -2.0525461E-02   2.2745612E+00   6.2339300E-01
   4.4474015E+00  -2.0343903E-02   2.2109494E+00   6.2162387E-01
   4.4519925E+00  -2.1155277E-02   2.1151154E+00   6.2002385E-01
   4.4565854E+00  -2.2455109E-02   2.0814445E+00   6.1904508E-01
   4.4627128E+00  -2.5806947E-02   2.0215521E+00   6.1775678E-01
   4.4673085E+00  -2.6059333E-02   1.9600368E+00   6.1639953E-01
   4.4719105E+00  -2.2829918E-02   1.8926059E+00   6.1519748E-01
   4.4765162E+00  -2.4419533E-02   1.8581352E+00   6.1431384E-01
   4.4826655E+00  -2.4712132E-02   1.8054532E+00   6.1317092E-01
   4.4872866E+00  -2.7192425E-02   1.7375085E+00   6.1213315E-01
   4.4919152E+00  -2.1006621E-02   1.6434677E+00   6.1091745E-01
   4.4965515E+00  -2.7526747E-02   1.6144186E+00   6.0956734E-01
   4.5011959E+00  -2.7007677E-02   1.5747573E+00   6.0870647E-01
   4.5058489E+00  -2.4916278E-02   1.5190032E+00   6.0749269E-01
   4.5120687E+00  -3.0444782E-02   1.4154053E+00   6.0620570E-01
   4.5167480E+00  -2.6960073E-02   1.3248636E+00   6.0514230E-01
   4.5214410E+00  -2.9208230E-02   1.2925531E+00   6.0434216E-01
   4.5261488E+00  -2.5966074E-02   1.2705923E+00   6.0361612E-01
   4.5308709E+00  -3.0338772E-02   1.2109511E+00   6.0271788E-01
   4.5356083E+00  -3.2490101E-02   1.1295090E+00   6.0166264E-01
   4.5403614E+00  -3.0775625E-02   1.0305510E+00   6.0114467E-01
   4.5467248E+00  -3.3242807E-02   9.5133156E-01   6.0004795E-01
   4.5515175E+00  -3.4574300E-02   9.2135847E-01   5.9953624E-01
   4.5563293E+00  -3.6053982E-02   8.8221890E-01   5.9907788E-01
   4.5611610E+00  -3.4093983E-02   7.8935140E-01   5.9828365E-01
   4.5660157E+00  -3.6264233E-02   7.1969378E-01   5.9792471E-01
   4.5708890E+00  -3.4894980E-02   6.3485545E-01   5.9727865E-01
   4.5757823E+00  -3.6658883E-02   5.8201736E-01   5.9675825E-01
   4.5804558E+00  -3.5484847E-02   5.3725243E-01   5.9639597E-01
   4.5853200E+00  -3.3358749E-02   4.7119728E-01   5.9397602E-01
   4.5901852E+00  -3.7648678E-02   3.4316626E-01   5.9609580E-01
   4.5950284E+00  -3.8008191E-02   3.4690377E-01   5.9681916E-01
   4.6009154E+00  -3.6724690E-02   2.4553148E-01   5.9583187E-01
   4.6059504E+00  -3.8110413E-02   1.8403824E-01   5.9527516E-01
   4.6093402E+00  -3.7129909E-02   1.3235131E-01   5.9483552E-01
   4.6144538E+00  -3.7765618E-02   4.9426336E-02   5.9438157E-01
   4.6196046E+00  -3.7042435E-02  -2.7954085E-03   5.9424138E-01
   4.6247940E+00  -3.7307933E-02  -4.0137533E-02   5.9438270E-01
   4.6300244E+00  -3.7332818E-02  -1.9232933E-01   5.9485310E-01
   4.6353002E+00  -3.6695138E-02  -1.7862289E-01   5.9471267E-01
   4.6388431E+00  -3.7923835E-02  -1.9887412E-01   5.9483355E-01
   4.6441970E+00  -3.8103037E-02  -2.6952329E-01   5.9524202E-01
   4.6496000E+00  -3.7535012E-02  -4.0102303E-01   5.9578598E-01
   4.6550550E+00  -3.8261618E-02  -4.3821949E-01   5.9600705E-01
   4.6587234E+00  -3.8073741E-02  -4.5676440E-01   5.9637266E-01
   4.6642718E+00  -3.6955789E-02  -5.0549418E-01   5.9693235E-01
   4.6698761E+00  -3.9169487E-02  -6.0148126E-01   5.9718543E-01
   4.6736445E+00  -3.6340687E-02  -6.5611869E-01   5.9714425E-01
   4.6793489E+00  -3.6592454E-02  -7.1207154E-01   5.9753859E-01
   4.6831875E+00  -3.6187138E-02  -7.4722242E-01   5.9782827E-01
   4.6889968E+00  -3.5285827E-02  -8.0465567E-01   5.9846729E-01
   4.6948509E+00  -3.5885967E-02  -8.7452799E-01   5.9913456E-01
   4.6987791E+00  -3.7083894E-02  -9.2126137E-01   5.9978020E-01
   4.7047129E+00  -3.6315903E-02  -9.8259711E-01   6.0053825E-01
   4.7086978E+00  -3.6383428E-02  -1.0256912E+00   6.0126543E-01
   4.7127070E+00  -3.5019066E-02  -1.0633076E+00   6.0181195E-01
   4.7187681E+00  -3.4187250E-02  -1.1251620E+00   6.0270351E-01
   4.7228432E+00  -3.4338895E-02  -1.1643641E+00   6.0341233E-01
   4.7290115E+00  -3.5433322E-02  -1.2259767E+00   6.0443193E-01
   4.7331619E+00  -3.6431376E-02  -1.2720813E+00   6.0514933E-01
   4.7373452E+00  -3.5716623E-02  -1.3060044E+00   6.0560739E-01
   4.7436848E+00  -3.2677304E-02  -1.3602918E+00   6.0676396E-01
   4.7479572E+00  -3.5653487E-02  -1.3993566E+00   6.0745347E-01
   4.7522688E+00  -3.6451414E-02  -1.4456385E+00   6.0829616E-01
   4.7588148E+00  -3.5411224E-02  -1.5107306E+00   6.0968375E-01
   4.7632213E+00  -3.5658885E-02  -1.5544273E+00   6.1027068E-01
   4.7676582E+00  -3.5563540E-02  -1.5798913E+00   6.1101276E-01
   4.7721272E+00  -3.3816386E-02  -1.6387959E+00   6.1239451E-01
   4.7788730E+00  -3.5441708E-02  -1.6619768E+00   6.1305791E-01
   4.7834249E+00  -3.6763337E-02  -1.6850125E+00   6.1441213E-01
   4.7880120E+00  -3.4303766E-02  -1.7172561E+00   6.1576366E-01
   4.7926354E+00  -3.4554236E-02  -1.7636355E+00   6.1722642E-01
   4.7972956E+00  -3.4632083E-02  -1.8196275E+00   6.1906832E-01
   4.8019948E+00  -3.5406701E-02  -1.8787410E+00   6.2046975E-01
   4.8067346E+00  -3.5189684E-02  -1.9001715E+00   6.2155908E-01
   4.8115158E+00  -3.3941749E-02  -1.9103985E+00   6.2260312E-01
   4.8163228E+00  -3.4478649E-02  -1.9302366E+00   6.2351197E-01
   4.8211322E+00  -3.4167409E-02  -1.9589503E+00   6.2453836E-01
   4.8259449E+00  -3.4358345E-02  -2.0005748E+00   6.2595141E-01
   4.8330631E+00  -3.5524033E-02  -2.0895326E+00   6.2697482E-01
   4.8376427E+00  -3.2927662E-02  -2.0306211E+00   6.2766254E-01
   4.8421955E+00  -3.3433534E-02  -2.0835476E+00   6.2976366E-01
   4.8468037E+00  -3.2745920E-02  -2.1949065E+00   6.3422638E-01
   4.8515229E+00  -3.5120148E-02  -2.1672249E+00   6.3518447E-01
   4.8563576E+00  -3.2193031E-02  -2.1544750E+00   6.3625354E-01
   4.8611984E+00  -3.2312781E-02  -2.2471585E+00   6.3673669E-01
   4.8660436E+00  -3.2754943E-02  -2.2427537E+00   6.3770425E-01
   4.8708920E+00  -3.1998448E-02  -2.1934421E+00   6.3879699E-01
   4.8757443E+00  -3.2825317E-02  -2.2975914E+00   6.4005518E-01
   4.8806009E+00  -3.4038711E-02  -2.2795677E+00   6.4273804E-01
   4.8854609E+00  -3.2678660E-02  -2.2829297E+00   6.4404494E-01
   4.8903241E+00  -3.1659309E-02  -2.3081393E+00   6.4639139E-01
   4.8951921E+00  -3.1388443E-02  -2.3872168E+00   6.4862347E-01
   4.9000659E+00  -3.1846680E-02  -2.3713176E+00   6.4936483E-01
   4.9049463E+00  -3.1452607E-02  -2.3632622E+00   6.5044391E-01
   4.9098372E+00  -2.9749874E-02  -2.3644974E+00   6.5199262E-01
   4.9147182E+00  -3.1222980E-02  -2.3838472E+00   6.5367585E-01
   4.9213996E+00  -3.2537077E-02  -2.4428444E+00   6.5445262E-01
   4.9255757E+00  -2.7300669E-02  -2.4254539E+00   6.5449870E-01
   4.9323163E+00  -2.9804058E-02  -2.4313908E+00   6.5712720E-01
