  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   23:26:36  02/09/2024 urib     
   1.3421246E-01   7.8986716E-03   9.3945541E+00   3.0681210E+00
   1.3914339E-01   7.2832489E-03   9.6106844E+00   3.0774591E+00
   1.4239539E-01   3.3618556E-03   9.7520847E+00   3.0719106E+00
   1.4562318E-01   2.9807549E-03   9.8765926E+00   3.0728211E+00
   1.4882939E-01   8.0390181E-03   1.0011925E+01   3.0734854E+00
   1.5201646E-01   5.9332037E-03   1.0158498E+01   3.0738423E+00
   1.5518634E-01   4.8985993E-03   1.0272417E+01   3.0772593E+00
   1.5834074E-01   7.3162187E-03   1.0378709E+01   3.0784216E+00
   1.6148144E-01   5.5208784E-03   1.0493092E+01   3.0803237E+00
   1.6617069E-01   1.6556119E-03   1.0648093E+01   3.0817513E+00
   1.6928509E-01   4.9411734E-03   1.0772464E+01   3.0900552E+00
   1.7239174E-01   4.6714041E-03   1.0897435E+01   3.0842059E+00
   1.7547005E-01  -6.5121767E-03   1.1030071E+01   3.0937276E+00
   1.7842893E-01   8.0081271E-03   1.1130569E+01   3.0911973E+00
   1.8262349E-01   3.0739629E-03   1.1280182E+01   3.1022820E+00
   1.8528014E-01   6.9857049E-03   1.1370440E+01   3.1034758E+00
   1.8908766E-01   3.3411547E-04   1.1478033E+01   3.1063418E+00
   1.9271088E-01  -1.7179217E-04   1.1575380E+01   3.1136992E+00
   1.9616573E-01  -3.7338535E-04   1.1714430E+01   3.1165526E+00
   1.9947353E-01   1.2366363E-02   1.1823167E+01   3.1188097E+00
   2.0265791E-01  -2.9946249E-03   1.1882096E+01   3.1226335E+00
   2.0573746E-01   5.7765422E-03   1.2002549E+01   3.1265988E+00
   2.0970322E-01   7.2721723E-03   1.2064734E+01   3.1272438E+00
   2.1258692E-01  -1.0865522E-02   1.2136528E+01   3.1291955E+00
   2.1632931E-01  -4.8756375E-04   1.2239236E+01   3.1314583E+00
   2.1906784E-01  -9.0340041E-03   1.2337229E+01   3.1342030E+00
   2.2263947E-01  -1.0315422E-02   1.2419270E+01   3.1377025E+00
   2.2613081E-01  -1.2945740E-02   1.2484251E+01   3.1420379E+00
   2.2955179E-01  -1.2319884E-04   1.2561712E+01   3.1522880E+00
   2.3291819E-01   1.7030285E-03   1.2619204E+01   3.1493807E+00
   2.3631339E-01  -3.8664034E-03   1.2689644E+01   3.1582093E+00
   2.3969042E-01  -2.4849214E-03   1.2793736E+01   3.1561341E+00
   2.4302095E-01  -9.0524293E-03   1.2852131E+01   3.1566186E+00
   2.4630485E-01  -1.0595270E-02   1.2899047E+01   3.1584618E+00
   2.4954829E-01   3.5601282E-03   1.2913981E+01   3.1732428E+00
   2.5355580E-01   1.0813267E-02   1.3021025E+01   3.1677780E+00
   2.5672925E-01  -1.0185659E-02   1.3098301E+01   3.1641536E+00
   2.5987548E-01  -4.2644194E-03   1.3135303E+01   3.1678026E+00
   2.6300141E-01  -2.4098461E-02   1.3167990E+01   3.1711681E+00
   2.6688185E-01  -7.9446241E-02   1.3238392E+01   3.1688740E+00
   2.6996103E-01   4.2845383E-02   1.3336226E+01   3.1729665E+00
   2.7380398E-01   2.5287783E-03   1.3277140E+01   3.1768637E+00
   2.7712560E-01  -5.7673454E-03   1.3347022E+01   3.1726859E+00
   2.8007862E-01  -3.3916391E-03   1.3355535E+01   3.1716735E+00
   2.8395832E-01   1.3158788E-02   1.3356947E+01   3.1744778E+00
   2.8659478E-01   1.0948570E-02   1.3360489E+01   3.1744885E+00
   2.9041621E-01   8.1588039E-03   1.3372175E+01   3.1780663E+00
   2.9360920E-01  -9.3417577E-03   1.3444158E+01   3.1740177E+00
   2.9714790E-01  -3.3348661E-02   1.3274159E+01   3.1682074E+00
   3.0007952E-01   1.9303083E-02   1.3346168E+01   3.1998799E+00
   3.0438170E-01   2.1886986E-02   1.3328491E+01   3.1654861E+00
   3.0774936E-01  -2.7699422E-02   1.3288200E+01   3.1532848E+00
   3.1015643E-01  -9.9783257E-02   1.3249189E+01   3.1604292E+00
   3.1419244E-01  -1.8421706E-02   1.3187483E+01   3.1433818E+00
   3.1749865E-01  -3.9437599E-02   1.3092918E+01   3.1458175E+00
   3.2054123E-01  -2.5063748E-02   1.3089967E+01   3.1385567E+00
   3.2449675E-01  -2.9848600E-02   1.2987533E+01   3.1535699E+00
   3.2735181E-01   8.8228941E-02   1.3083570E+01   3.1266387E+00
   3.3096012E-01  -1.9357149E-01   1.2516851E+01   3.1284382E+00
   3.3384794E-01   4.9207281E-02   1.2892603E+01   3.1337945E+00
   3.3761817E-01  -1.0937387E-02   1.2689518E+01   3.1217592E+00
   3.4062386E-01  -1.0052756E-02   1.2611910E+01   3.1240160E+00
   3.4448540E-01   1.1969074E-02   1.2485789E+01   3.1131330E+00
   3.4738952E-01  -5.3418316E-02   1.2466838E+01   3.1048231E+00
   3.5116443E-01  -7.1863446E-04   1.2345944E+01   3.0944693E+00
   3.5407236E-01  -3.4070000E-02   1.2288135E+01   3.1244078E+00
   3.5783941E-01  -4.7125095E-03   1.2206860E+01   3.1041214E+00
   3.6080062E-01  -3.7313938E-02   1.2048761E+01   3.0977075E+00
   3.6450186E-01  -2.7644353E-02   1.1963822E+01   3.0947895E+00
   3.6832747E-01   1.0357108E-02   1.1861879E+01   3.0954943E+00
   3.7107503E-01  -2.2477109E-02   1.1750531E+01   3.0982502E+00
   3.7485483E-01  -5.7434712E-02   1.1660811E+01   3.0878294E+00
   3.7854409E-01  -3.7415404E-02   1.1520156E+01   3.0810537E+00
   3.8139877E-01  -4.3866299E-02   1.1396441E+01   3.0804017E+00
   3.8502574E-01  -4.7883306E-02   1.1294132E+01   3.0691500E+00
   3.8851437E-01  -1.0489550E-01   1.1174701E+01   3.0680363E+00
   3.9126468E-01  -7.5521789E-02   1.1087131E+01   3.0611956E+00
   3.9480528E-01  -5.8316071E-02   1.0873089E+01   3.0604742E+00
   3.9834565E-01  -4.4563446E-02   1.0713308E+01   3.0577900E+00
   4.0125027E-01  -5.9964277E-02   1.0623240E+01   3.0525491E+00
   4.0476975E-01  -8.3192334E-02   1.0436777E+01   3.0529413E+00
   4.0835407E-01  -6.0105637E-02   1.0280104E+01   3.0494072E+00
   4.1200152E-01  -9.0945154E-02   1.0105418E+01   3.0481281E+00
   4.1482958E-01  -1.7096141E-02   9.9063692E+00   3.0364189E+00
   4.1841939E-01  -5.7356004E-02   9.7240057E+00   3.0357416E+00
   4.2208219E-01  -3.4178682E-02   9.5342226E+00   3.0297179E+00
   4.2583537E-01  -7.1277648E-02   9.3576002E+00   3.0261083E+00
   4.2869011E-01  -1.0179447E-01   9.2846460E+00   3.0280161E+00
   4.3248850E-01  -5.8527157E-02   9.0482712E+00   3.0269976E+00
   4.3542302E-01  -1.7815579E-02   8.7843914E+00   3.0096111E+00
   4.3928167E-01  -2.1670680E-02   8.5861387E+00   3.0096571E+00
   4.4214088E-01  -8.1155248E-02   8.4382000E+00   3.0163405E+00
   4.4545075E-01  -4.1013189E-02   8.1622381E+00   3.0124459E+00
   4.4925773E-01  -8.4217161E-02   8.0283670E+00   3.0050309E+00
   4.5191804E-01   1.3301427E-02   7.7811408E+00   3.0026288E+00
   4.5596144E-01  -8.4344940E-03   7.4840508E+00   3.0010707E+00
   4.5866701E-01  -2.6752824E-01   6.8993568E+00   2.9924293E+00
   4.6246478E-01  -4.0577039E-02   7.1294880E+00   2.9851797E+00
   4.6580157E-01  -1.0135880E-01   6.8855162E+00   2.9889724E+00
   4.6930128E-01  -1.4650059E-01   6.2058973E+00   2.9756799E+00
   4.7304979E-01  -7.8196093E-02   6.4347138E+00   2.9636121E+00
   4.7640267E-01  -1.6357575E-01   6.2753072E+00   2.9644933E+00
   4.7961646E-01  -7.8096792E-02   5.9707141E+00   2.9745727E+00
   4.8284850E-01  -4.6509702E-02   5.7360859E+00   2.9579837E+00
   4.8603356E-01  -8.3142169E-02   5.5075369E+00   2.9463434E+00
   4.8919410E-01  -8.0903955E-02   5.3601451E+00   2.9484985E+00
   4.9338850E-01  -9.9845059E-02   5.1025143E+00   2.9484608E+00
   4.9652249E-01  -9.6386440E-02   4.7455530E+00   2.9368463E+00
   4.9965721E-01  -1.5685566E-01   4.6787901E+00   2.9370983E+00
   5.0280076E-01  -1.1397923E-01   4.4538703E+00   2.9403145E+00
   5.0596040E-01   3.5023514E-02   4.3306456E+00   2.9325359E+00
   5.1020670E-01  -5.3991951E-02   3.8787603E+00   2.9145365E+00
   5.1341915E-01  -7.8133959E-03   3.3541217E+00   2.9140608E+00
   5.1665789E-01  -9.7045965E-02   3.3386178E+00   2.9179168E+00
   5.1992893E-01  -1.2983672E-01   3.3592393E+00   2.9223182E+00
   5.2323639E-01  -8.4905833E-02   3.2477949E+00   2.9121821E+00
   5.2658230E-01  -1.8076557E-01   3.0071671E+00   2.9026496E+00
   5.2996832E-01  -1.8277556E-01   2.5109422E+00   2.8936112E+00
   5.3339642E-01  -4.0512409E-02   2.2582059E+00   2.8924098E+00
   5.3686988E-01  -8.4636278E-02   1.9708501E+00   2.8733218E+00
   5.4039717E-01  -1.0363851E-01   1.6826704E+00   2.8728197E+00
   5.4398912E-01  -1.1434225E-01   1.4909384E+00   2.8741219E+00
   5.4642510E-01   9.2207070E-04   1.3936948E+00   2.8699255E+00
   5.4990792E-01  -4.8832212E-02   1.1943166E+00   2.8716114E+00
   5.5366999E-01  -9.6452884E-02   1.0460488E+00   2.8687398E+00
   5.5724072E-01  -2.4217960E-01   4.8679626E-01   2.8667676E+00
   5.6008983E-01  -6.7854539E-02   3.6127329E-01   2.8646247E+00
   5.6389886E-01  -5.4213628E-02   2.6450443E-01   2.8583982E+00
   5.6677270E-01  -3.1072468E-01   2.1303265E-01   2.8600681E+00
   5.7062429E-01  -1.7960483E-01  -1.2311548E-01   2.8646264E+00
   5.7352132E-01  -7.2817862E-02  -2.1184906E-01   2.8469639E+00
   5.7737422E-01  -9.9684775E-02  -8.5837406E-01   2.8407166E+00
   5.8031595E-01  -2.1828984E-01  -7.0254749E-01   2.8453851E+00
   5.8426803E-01   4.3679550E-03  -1.2212749E+00   2.8489561E+00
   5.8745503E-01  -8.7758049E-02  -1.4947393E+00   2.8473878E+00
   5.9070766E-01   9.9313349E-02  -1.6187649E+00   2.8402400E+00
   5.9400690E-01   1.0806967E-03  -1.7871747E+00   2.8449450E+00
   5.9736431E-01  -9.9860199E-02  -1.9342738E+00   2.8441882E+00
   6.0107958E-01   1.0818714E-02  -2.2014053E+00   2.8495426E+00
   6.0387629E-01  -3.2770950E-02  -2.3940780E+00   2.8515038E+00
   6.0803038E-01  -1.5066545E-01  -2.7636592E+00   2.8524890E+00
   6.1089313E-01  -1.7621772E-02  -2.9044385E+00   2.8482964E+00
   6.1404926E-01   1.8996708E-02  -2.8956439E+00   2.8501587E+00
   6.1752892E-01  -1.7774174E-01  -3.2207341E+00   2.8503709E+00
   6.2136525E-01  -1.0354599E-01  -3.3974090E+00   2.8444171E+00
   6.2513500E-01  -8.9760177E-02  -3.5414567E+00   2.8430071E+00
   6.2892264E-01  -9.7121755E-03  -3.7350671E+00   2.8461187E+00
   6.3095969E-01  -1.7321410E-02  -3.9550464E+00   2.8418560E+00
   6.3489133E-01  -1.7271124E-01  -4.1441474E+00   2.8376551E+00
   6.3865453E-01  -1.5811689E-02  -4.3248158E+00   2.8359320E+00
   6.4067286E-01  -4.0341102E-02  -4.4246049E+00   2.8413165E+00
   6.4454335E-01  -1.4637211E-01  -4.6935654E+00   2.8388436E+00
   6.4835232E-01  -8.9170910E-02  -4.9781466E+00   2.8390994E+00
   6.5255171E-01  -1.4864413E-01  -5.0849743E+00   2.8392217E+00
   6.5481019E-01   3.8247701E-02  -5.1953869E+00   2.8400092E+00
   6.5944725E-01  -8.1668429E-02  -5.5106535E+00   2.8508358E+00
   6.6201818E-01  -2.7747180E-02  -5.5748482E+00   2.8464487E+00
   6.6485256E-01  -4.9661812E-03  -5.7964702E+00   2.8472602E+00
   6.6797751E-01  -1.6915210E-02  -5.9745941E+00   2.8364584E+00
   6.7250079E-01  -5.4654527E-02  -6.0765314E+00   2.8558044E+00
   6.7555827E-01  -4.1071624E-02  -6.4088607E+00   2.8411376E+00
   6.7879117E-01  -1.0948557E-01  -6.5531607E+00   2.8440461E+00
   6.8154728E-01  -3.4080733E-02  -6.6541343E+00   2.8434148E+00
   6.8592548E-01  -3.8266554E-02  -6.7716584E+00   2.8305099E+00
   6.8922126E-01  -4.7365766E-02  -7.0338297E+00   2.8284092E+00
   6.9253653E-01  -8.6501725E-02  -7.2247105E+00   2.8197043E+00
   6.9585747E-01   1.6398557E-02  -7.2847500E+00   2.8415396E+00
   6.9946390E-01  -2.4943344E-02  -7.4215941E+00   2.8365543E+00
   7.0260644E-01  -8.3442017E-02  -7.7485418E+00   2.8083243E+00
   7.0514590E-01  -8.9812309E-02  -7.8122182E+00   2.8228686E+00
   7.0875067E-01  -1.4163434E-02  -7.7869077E+00   2.8192453E+00
   7.1212953E-01  -1.9095901E-03  -8.0828466E+00   2.8161864E+00
   7.1554309E-01  -1.0519959E-01  -8.2605991E+00   2.8403139E+00
   7.1949470E-01  -3.5978723E-02  -8.4261017E+00   2.7906084E+00
   7.2246939E-01  -6.8165489E-02  -8.6031523E+00   2.8049204E+00
   7.2574896E-01  -1.7033534E-01  -8.5619116E+00   2.8162205E+00
   7.2936475E-01  -1.4301716E-01  -8.7636738E+00   2.8260639E+00
   7.3335111E-01   9.2530512E-04  -8.8209248E+00   2.8231919E+00
   7.3529005E-01  -2.0944007E-02  -9.0095911E+00   2.8337569E+00
   7.3932761E-01  -1.3959688E-01  -9.1522760E+00   2.8476682E+00
   7.4246335E-01  -1.2207017E-01  -9.4542236E+00   2.8273046E+00
   7.4607599E-01   3.6698636E-02  -9.3797255E+00   2.8451271E+00
   7.4961847E-01  -4.5189247E-02  -9.3761301E+00   2.8485518E+00
   7.5304776E-01  -1.1187144E-01  -9.6306295E+00   2.8486903E+00
   7.5576973E-01  -8.1538528E-02  -9.7776155E+00   2.8545830E+00
   7.5984395E-01  -1.2314109E-01  -9.8383093E+00   2.8495479E+00
   7.6342517E-01  -6.0100999E-02  -9.9564285E+00   2.8479114E+00
   7.6622480E-01  -1.3766380E-01  -9.9107952E+00   2.8401735E+00
   7.7013266E-01  -9.7977735E-02  -1.0019876E+01   2.8537371E+00
   7.7330273E-01  -9.4201118E-02  -1.0198997E+01   2.8309093E+00
   7.7690476E-01  -8.1517845E-02  -1.0190299E+01   2.8255401E+00
   7.8020728E-01  -2.6380001E-02  -1.0212490E+01   2.8287311E+00
   7.8346431E-01  -7.9517148E-02  -1.0383201E+01   2.8107374E+00
   7.8669816E-01  -6.1834924E-02  -1.0434693E+01   2.7899706E+00
   7.8992850E-01  -3.8525231E-02  -1.0369489E+01   2.7905092E+00
   7.9319721E-01  -4.3573830E-02  -1.0560753E+01   2.7843947E+00
   7.9650009E-01  -9.2183813E-02  -1.0544456E+01   2.7807543E+00
   8.0043685E-01   1.4054174E-02  -1.0504407E+01   2.7521026E+00
   8.0318779E-01  -2.2235947E-02  -1.0607223E+01   2.7595367E+00
   8.0672228E-01  -7.4932508E-02  -1.0649371E+01   2.7497113E+00
   8.1013852E-01  -4.0646717E-02  -1.0762074E+01   2.7425292E+00
   8.1345087E-01  -4.0268157E-02  -1.0746425E+01   2.7506013E+00
   8.1666631E-01  -8.3688296E-02  -1.0701560E+01   2.7422860E+00
   8.2025540E-01   1.1980533E-02  -1.0747298E+01   2.7452211E+00
   8.2344627E-01  -4.3341316E-02  -1.0805552E+01   2.7413740E+00
   8.2714015E-01   7.9835998E-03  -1.0828138E+01   2.7405057E+00
   8.2990009E-01  -3.5442322E-04  -1.0793994E+01   2.7308433E+00
   8.3411300E-01  -7.8876175E-02  -1.0789483E+01   2.7279344E+00
   8.3694386E-01  -7.3548071E-02  -1.0775209E+01   2.7189100E+00
   8.4117180E-01  -7.3611543E-02  -1.0759949E+01   2.7281024E+00
   8.4381694E-01  -1.2495420E-01  -1.0706590E+01   2.7224243E+00
   8.4745294E-01   9.8653480E-02  -1.0705640E+01   2.6947751E+00
   8.5086483E-01  -1.2627286E-01  -1.0654155E+01   2.7157717E+00
   8.5425246E-01  -2.7434839E-02  -1.0644919E+01   2.7254140E+00
   8.5756975E-01  -4.7044974E-02  -1.0678823E+01   2.7185361E+00
   8.6121076E-01   1.4821513E-03  -1.0575994E+01   2.7232471E+00
   8.6452091E-01  -8.1294566E-02  -1.0420966E+01   2.7250109E+00
   8.6784929E-01  -4.1038726E-02  -1.0540728E+01   2.7220891E+00
   8.7128758E-01  -8.2774581E-03  -1.0514724E+01   2.7432904E+00
   8.7479466E-01  -8.4053122E-02  -1.0464383E+01   2.7330480E+00
   8.7815106E-01   2.8344182E-02  -1.0439576E+01   2.7422817E+00
   8.8089907E-01  -1.6479341E-03  -1.0545222E+01   2.7676592E+00
   8.8448036E-01  -3.4611776E-02  -1.0362317E+01   2.7287850E+00
   8.8804561E-01   1.9627489E-02  -1.0320327E+01   2.7321751E+00
   8.9121532E-01   2.4706213E-02  -1.0304513E+01   2.7394090E+00
   8.9488465E-01   9.9336036E-02  -1.0216998E+01   2.7442250E+00
   8.9761192E-01  -3.4534305E-02  -1.0239846E+01   2.7421865E+00
   9.0153497E-01  -5.4092247E-02  -1.0061567E+01   2.7388055E+00
   9.0507245E-01  -1.1168776E-02  -1.0201053E+01   2.7348032E+00
   9.0859991E-01  -3.6866583E-02  -1.0113899E+01   2.7423828E+00
   9.1117352E-01   2.1410119E-02  -1.0086096E+01   2.7343161E+00
   9.1506332E-01   9.1516338E-02  -1.0111040E+01   2.7250493E+00
   9.1848505E-01  -8.1233777E-02  -9.7807980E+00   2.7118299E+00
   9.2194003E-01   1.3619143E-02  -9.8483772E+00   2.7063651E+00
   9.2471260E-01  -1.3509017E-02  -9.8546228E+00   2.6966317E+00
   9.2814606E-01  -6.8052262E-02  -9.8793068E+00   2.6898680E+00
   9.3164533E-01   1.3382228E-01  -9.7735548E+00   2.6907072E+00
   9.3555886E-01   5.4964069E-02  -9.8292904E+00   2.6918364E+00
   9.3891937E-01  -1.9586449E-02  -9.7785692E+00   2.6872549E+00
   9.4226503E-01   3.7476782E-02  -9.6783686E+00   2.6859603E+00
   9.4572252E-01  -2.4775140E-02  -9.5619192E+00   2.6776102E+00
   9.4923645E-01   2.9344460E-02  -9.5546494E+00   2.6754553E+00
   9.5213234E-01   7.7345498E-02  -9.4881630E+00   2.6795681E+00
   9.5502824E-01   4.9228210E-02  -9.4368763E+00   2.6689537E+00
   9.5888948E-01   5.5280685E-02  -9.4274282E+00   2.6639791E+00
   9.6177334E-01   1.3600512E-02  -9.3583384E+00   2.6644330E+00
   9.6566522E-01  -3.6630224E-02  -9.2733307E+00   2.6657782E+00
   9.6898496E-01   1.0911654E-01  -9.3490629E+00   2.6898570E+00
   9.7237313E-01  -9.6814618E-02  -8.9599934E+00   2.6742892E+00
   9.7581154E-01   3.8797271E-02  -9.0534334E+00   2.6486702E+00
   9.7886848E-01   7.6510005E-02  -8.9897242E+00   2.6658714E+00
   9.8226821E-01   9.2143118E-02  -8.9709187E+00   2.6725519E+00
   9.8600435E-01   9.9399403E-02  -8.9102869E+00   2.6790826E+00
   9.8881686E-01   8.0159111E-03  -8.8291969E+00   2.6695096E+00
   9.9191761E-01  -2.2160361E-02  -8.8083563E+00   2.6798844E+00
   9.9592268E-01   8.8347755E-02  -8.6210365E+00   2.6646318E+00
   9.9885124E-01   8.7686785E-02  -8.5982580E+00   2.6696384E+00
   1.0020800E+00   1.0518336E-01  -8.6089764E+00   2.6730840E+00
   1.0055000E+00   4.8317079E-02  -8.5249510E+00   2.6685772E+00
   1.0101322E+00   8.7697595E-02  -8.4367685E+00   2.6710353E+00
   1.0133045E+00   7.6411739E-02  -8.3767805E+00   2.6611695E+00
   1.0164367E+00  -8.4870160E-02  -8.3056068E+00   2.6664085E+00
   1.0196311E+00   8.8199392E-02  -8.2337341E+00   2.6612065E+00
   1.0230443E+00   1.2616196E-01  -8.1730032E+00   2.6686819E+00
   1.0260510E+00   1.2910333E-01  -8.1099281E+00   2.6643128E+00
   1.0294104E+00   1.0515814E-01  -8.0477285E+00   2.6639230E+00
   1.0326076E+00   9.4228052E-02  -7.9772773E+00   2.6686642E+00
   1.0365947E+00   8.6908251E-02  -7.8833623E+00   2.6656315E+00
   1.0396185E+00   1.0939036E-01  -7.9115567E+00   2.6682477E+00
   1.0434468E+00   9.8338909E-02  -7.8017006E+00   2.6721287E+00
   1.0470167E+00   7.9001687E-02  -7.7597899E+00   2.6712198E+00
   1.0500350E+00   7.3445790E-02  -7.7493744E+00   2.6711731E+00
   1.0535178E+00   7.6339431E-02  -7.6953154E+00   2.6730816E+00
   1.0571498E+00   1.3570926E-01  -7.6258664E+00   2.6623440E+00
   1.0597558E+00   1.0528030E-01  -7.6068196E+00   2.6670637E+00
   1.0641739E+00   2.8125674E-02  -7.4480181E+00   2.6707323E+00
   1.0674999E+00   4.6272010E-02  -7.4401135E+00   2.6641006E+00
   1.0711668E+00   4.6997242E-02  -7.3669400E+00   2.6747077E+00
   1.0734161E+00   4.8927426E-02  -7.1789174E+00   2.6805124E+00
   1.0772296E+00   1.0012883E-01  -7.1835823E+00   2.6754670E+00
   1.0801003E+00  -1.0423495E-01  -7.1585107E+00   2.6753700E+00
   1.0832653E+00   6.5924227E-02  -7.0840225E+00   2.6766179E+00
   1.0865794E+00   4.5978028E-02  -7.2363834E+00   2.6837261E+00
   1.0904161E+00   3.6277715E-02  -6.9330721E+00   2.6749139E+00
   1.0933042E+00   1.8226100E-02  -6.8895750E+00   2.6935170E+00
   1.0964855E+00   2.3172796E-02  -6.8795700E+00   2.6775279E+00
   1.0998447E+00   6.3654654E-02  -6.8670354E+00   2.6770251E+00
   1.1045191E+00   5.1212788E-02  -6.6663427E+00   2.6768179E+00
   1.1076747E+00   1.1893813E-02  -6.5722685E+00   2.6587467E+00
   1.1111214E+00   5.3462476E-02  -6.6336274E+00   2.6728065E+00
   1.1146655E+00   1.0138354E-01  -6.5742941E+00   2.6726871E+00
   1.1180543E+00   2.6453570E-02  -6.5577822E+00   2.6740887E+00
   1.1211585E+00   4.6977393E-02  -6.5066662E+00   2.6741538E+00
   1.1241914E+00   3.9938722E-02  -6.4300928E+00   2.6734228E+00
   1.1272099E+00   1.3418919E-02  -6.3935976E+00   2.6728272E+00
   1.1303023E+00   2.7162241E-02  -6.3315816E+00   2.6754663E+00
   1.1349747E+00   3.0294649E-02  -6.2376661E+00   2.6740944E+00
   1.1380684E+00   2.9001066E-02  -6.2581501E+00   2.6676629E+00
   1.1411564E+00   1.3379081E-02  -6.1665254E+00   2.6687181E+00
   1.1441939E+00  -1.4047009E-03  -6.1678343E+00   2.6677005E+00
   1.1472551E+00   2.8864168E-02  -6.0221848E+00   2.6673353E+00
   1.1517805E+00  -5.3833881E-03  -5.9088688E+00   2.6474481E+00
   1.1548008E+00   8.0648221E-02  -5.9137635E+00   2.6608291E+00
   1.1578623E+00   9.3336843E-02  -5.8430119E+00   2.6656444E+00
   1.1616720E+00   7.3213123E-02  -5.8285160E+00   2.6673481E+00
   1.1648551E+00  -1.5561293E-02  -5.6673889E+00   2.6686122E+00
   1.1683158E+00   1.9219674E-02  -5.6196394E+00   2.6695848E+00
   1.1709210E+00   2.9302781E-02  -5.6143064E+00   2.6698558E+00
   1.1749252E+00   4.6854630E-02  -5.5915761E+00   2.6690488E+00
   1.1775818E+00   3.6824156E-02  -5.4335990E+00   2.6676619E+00
   1.1815370E+00   1.1560376E-02  -5.3819485E+00   2.6674333E+00
   1.1855850E+00  -1.2990125E-02  -5.3318310E+00   2.6671386E+00
   1.1885937E+00   3.5719387E-02  -5.1946621E+00   2.6664603E+00
   1.1916499E+00  -2.3911137E-02  -5.2338457E+00   2.6683192E+00
   1.1947160E+00  -1.7369954E-02  -5.1070523E+00   2.6677868E+00
   1.1977824E+00  -8.5719628E-04  -5.1477013E+00   2.6690993E+00
   1.2026157E+00   3.2776784E-02  -4.9262013E+00   2.6701145E+00
   1.2047961E+00   1.3456357E-01  -4.7309427E+00   2.6586449E+00
   1.2084928E+00  -2.6253769E-02  -4.8724294E+00   2.6692014E+00
   1.2112755E+00   5.3653368E-03  -4.8025227E+00   2.6674266E+00
   1.2159934E+00   9.8278224E-03  -4.7152367E+00   2.6707079E+00
   1.2195449E+00  -4.9407091E-03  -4.6804485E+00   2.6734202E+00
   1.2214550E+00   2.2568747E-02  -4.6135068E+00   2.6741784E+00
   1.2255664E+00   1.7203849E-02  -4.5479665E+00   2.6719859E+00
